Timestamp,IsValid,CoordinateSystem,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW,EulerX,EulerY,EulerZ,VelocityValid,VelocityX,VelocityY,VelocityZ,AngularVelocityValid,AngularVelocityX,AngularVelocityY,AngularVelocityZ
0.000000,True,Device,0.025364,1.079909,-0.043169,-0.155404,-0.080449,-0.016615,0.984430,342.022600,350.729600,359.535700,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.017517,True,Device,0.025341,1.079812,-0.043229,-0.155100,-0.080538,-0.016374,0.984474,342.059900,350.715300,359.563000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.034180,True,Device,0.025288,1.079741,-0.043282,-0.154549,-0.080837,-0.016213,0.984539,342.125000,350.678100,359.582300,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.043793,True,Device,0.025303,1.079727,-0.043338,-0.154569,-0.080842,-0.016335,0.984533,342.121600,350.679600,359.568200,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.054993,True,Device,0.025297,1.079750,-0.043364,-0.154700,-0.080808,-0.016409,0.984515,342.105800,350.684800,359.560000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.065979,True,Device,0.025284,1.079800,-0.043391,-0.154814,-0.080747,-0.016506,0.984500,342.091800,350.693500,359.548500,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.077209,True,Device,0.025297,1.079866,-0.043439,-0.155096,-0.080741,-0.016635,0.984454,342.057900,350.695900,359.535800,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.088257,True,Device,0.025278,1.079940,-0.043473,-0.155458,-0.080801,-0.016775,0.984390,342.014600,350.690500,359.523900,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.099487,True,Device,0.025247,1.080000,-0.043497,-0.155816,-0.080913,-0.016953,0.984321,341.971600,350.679400,359.508400,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.110504,True,Device,0.025216,1.080038,-0.043578,-0.156242,-0.081005,-0.017120,0.984243,341.920700,350.670600,359.494500,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.121826,True,Device,0.025178,1.080134,-0.043614,-0.156611,-0.081223,-0.017276,0.984163,341.876400,350.646500,359.483700,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.132660,True,Device,0.025123,1.080230,-0.043630,-0.157110,-0.081306,-0.017456,0.984074,341.817000,350.638700,359.468800,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.143585,True,Device,0.025068,1.080330,-0.043688,-0.157844,-0.081353,-0.017486,0.983952,341.731700,350.631800,359.473400,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.154724,True,Device,0.025016,1.080460,-0.043726,-0.158527,-0.081604,-0.017375,0.983823,341.653600,350.597900,359.498000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.165802,True,Device,0.024932,1.080624,-0.043779,-0.159329,-0.081889,-0.017449,0.983669,341.560000,350.563000,359.502700,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.176849,True,Device,0.024844,1.080786,-0.043883,-0.160268,-0.082390,-0.017526,0.983473,341.450300,350.502100,359.512700,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.187927,True,Device,0.024739,1.080922,-0.043942,-0.160921,-0.082902,-0.017547,0.983323,341.374300,350.439400,359.526700,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.199127,True,Device,0.024616,1.081022,-0.044010,-0.161449,-0.083488,-0.017538,0.983187,341.313000,350.367600,359.544700,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.210236,True,Device,0.024518,1.081033,-0.044150,-0.161734,-0.084171,-0.017543,0.983082,341.279700,350.285000,359.560400,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.221405,True,Device,0.024414,1.081066,-0.044237,-0.161916,-0.084561,-0.017569,0.983018,341.258200,350.238300,359.567000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.232605,True,Device,0.024339,1.081075,-0.044311,-0.161992,-0.084868,-0.017436,0.982981,341.250600,350.198700,359.589700,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.243500,True,Device,0.024282,1.081052,-0.044443,-0.162014,-0.085114,-0.017271,0.982959,341.249600,350.165900,359.614400,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.254822,True,Device,0.024222,1.081029,-0.044581,-0.162088,-0.085310,-0.017010,0.982935,341.243500,350.137200,359.650000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.266052,True,Device,0.024163,1.081006,-0.044715,-0.162160,-0.085498,-0.016759,0.982911,341.237700,350.109500,359.684400,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.276856,True,Device,0.024122,1.080990,-0.044725,-0.161713,-0.086004,-0.016842,0.982939,341.288400,350.051800,359.679800,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.287994,True,Device,0.024023,1.080960,-0.044808,-0.161318,-0.086413,-0.016944,0.982966,341.332900,350.006100,359.671500,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.299164,True,Device,0.024012,1.080885,-0.044856,-0.161059,-0.086463,-0.016938,0.983004,341.362900,350.000700,359.670500,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.310150,True,Device,0.024006,1.080823,-0.044934,-0.160640,-0.086373,-0.016923,0.983081,341.411600,350.012500,359.666100,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.321381,True,Device,0.024029,1.080776,-0.044939,-0.160196,-0.086030,-0.016920,0.983183,341.463000,350.054900,359.655100,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.332550,True,Device,0.024096,1.080719,-0.044949,-0.159791,-0.085628,-0.016932,0.983284,341.509900,350.104400,359.641500,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.343445,True,Device,0.024157,1.080671,-0.044943,-0.159370,-0.085144,-0.017019,0.983393,341.558000,350.165200,359.617500,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.354767,True,Device,0.024234,1.080610,-0.044896,-0.158957,-0.084472,-0.017066,0.983517,341.605500,350.247700,359.594600,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.365845,True,Device,0.024323,1.080561,-0.044847,-0.158552,-0.083875,-0.017136,0.983632,341.651900,350.321600,359.570600,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.376770,True,Device,0.024438,1.080481,-0.044838,-0.158085,-0.083156,-0.017292,0.983766,341.704800,350.411900,359.533400,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.388153,True,Device,0.024565,1.080380,-0.044774,-0.157533,-0.082225,-0.017379,0.983931,341.768200,350.526300,359.499800,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.399109,True,Device,0.024731,1.080249,-0.044727,-0.156800,-0.081181,-0.017426,0.984134,341.853100,350.653800,359.466900,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.410126,True,Device,0.024906,1.080102,-0.044626,-0.156098,-0.080072,-0.017421,0.984337,341.935000,350.788000,359.439600,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.421326,True,Device,0.025034,1.079999,-0.044528,-0.155651,-0.079131,-0.017384,0.984484,341.987600,350.900700,359.421900,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.432465,True,Device,0.025170,1.079922,-0.044449,-0.155424,-0.078172,-0.017167,0.984600,342.016400,351.011700,359.427400,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.443451,True,Device,0.025293,1.079886,-0.044317,-0.155422,-0.077332,-0.016954,0.984671,342.019000,351.108000,359.436700,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.454742,True,Device,0.025397,1.079878,-0.044186,-0.155587,-0.076719,-0.016737,0.984696,342.002300,351.176700,359.452500,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.465820,True,Device,0.025471,1.079855,-0.044107,-0.155736,-0.076276,-0.016574,0.984710,341.986700,351.226200,359.464800,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
