Timestamp,HumanMPositionX,HumanMPositionY,HumanMPositionZ,BallPositionX,BallPositionY,BallPositionZ,Ball2PositionX,Ball2PositionY,Ball2PositionZ
0.043700,4.990000,0.978000,4.450000,,,,,,
0.054700,,,,-0.670453,2.404236,3.754210,-1.000729,2.387812,1.108570
0.077200,4.990000,0.978000,4.450000,,,,,,
0.110500,,,,-0.467104,2.453149,3.676977,-0.981374,2.421560,1.328106
0.121600,4.990000,0.978000,4.450000,,,,,,
0.167100,4.990000,0.978000,4.450000,-0.263576,2.495363,3.599675,-0.962104,2.453941,1.546665
0.210500,4.990000,0.978000,4.450000,,,,,,
0.221500,,,,-0.057508,2.525949,3.521409,-0.942744,2.484769,1.766247
0.254800,4.990000,0.978000,4.450000,,,,,,
0.277000,,,,0.148842,2.540010,3.443036,-0.923471,2.512850,1.984846
0.299300,4.990000,0.978000,4.450000,,,,,,
0.332600,,,,0.356221,2.535227,3.364272,-0.904099,2.537542,2.204565
0.343600,4.990000,0.978000,4.450000,,,,,,
0.377100,4.990000,0.978000,4.450000,,,,,,
0.388000,,,,0.563449,2.511758,3.285565,-0.884599,2.557971,2.425731
0.416100,4.990000,0.978000,4.450000,,,,,,
0.438100,,,,0.747322,2.476977,3.215729,-0.867097,2.571872,2.624238
0.460400,4.990000,0.978000,4.450000,,,,,,
0.493700,4.990000,0.978000,4.450000,0.949970,2.426981,3.138762,-0.847579,2.582038,2.845623
0.527200,4.990000,0.978000,4.450000,,,,,,
0.549300,,,,1.111519,2.381154,3.079446,-0.823225,2.584565,3.065908
0.560500,4.990000,0.978000,4.450000,,,,,,
0.604700,4.990000,0.978000,4.450000,1.111519,2.381154,3.079446,-0.800080,2.578518,3.287400
0.638100,4.990000,0.978000,4.450000,,,,,,
0.660400,,,,1.111519,2.381154,3.079446,-0.783092,2.561877,3.508359
0.671400,4.990000,0.978000,4.450000,,,,,,
0.705000,4.990000,0.978000,4.450000,,,,,,
0.716200,,,,1.111519,2.381154,3.079446,-0.772346,2.531389,3.728832
0.738600,4.990000,0.978000,4.450000,,,,,,
0.772200,4.990000,0.978000,4.450000,0.989238,2.411753,3.116288,-0.767823,2.483689,3.946838
0.816500,4.990000,0.978000,4.450000,,,,,,
0.827800,,,,0.780458,2.461446,3.175170,-0.770813,2.431717,4.120679
0.860600,4.990000,0.978000,4.450000,,,,,,
0.883800,,,,0.570099,2.505548,3.225535,-0.793847,2.387206,4.258526
0.905100,4.990000,0.978000,4.450000,,,,,,
0.938400,4.990000,0.978000,4.450000,0.353749,2.538185,3.263757,-0.823922,2.353000,4.359939
0.983500,4.990000,0.978000,4.450000,,,,,,
0.994400,,,,0.130971,2.551277,3.291428,-0.823922,2.353000,4.359939
1.027800,4.990000,0.978000,4.450000,,,,,,
1.049500,,,,-0.090226,2.538162,3.312314,-0.823922,2.353000,4.359939
1.071700,4.990000,0.978000,4.450000,,,,,,
1.105000,4.990000,0.978000,4.450000,-0.304723,2.497699,3.326468,-0.823922,2.353000,4.359939
1.138700,4.990000,0.978000,4.450000,,,,,,
1.160600,,,,-0.517693,2.433915,3.328648,-0.825623,2.373347,4.231582
1.182700,4.990000,0.978000,4.450000,,,,,,
1.216100,4.990000,0.978000,4.450000,-0.724598,2.353745,3.325733,-0.826827,2.404858,4.011872
1.260300,4.990000,0.978000,4.450000,,,,,,
1.271500,,,,-0.764852,2.336176,3.320531,-0.824839,2.431668,3.792187
1.293800,4.990000,0.978000,4.450000,,,,,,
1.327100,,,,-0.764852,2.336176,3.320531,-0.820864,2.452000,3.570749
1.338100,4.990000,0.978000,4.450000,,,,,,
1.371500,4.990000,0.978000,4.450000,,,,,,
1.382700,,,,-0.764852,2.336176,3.320531,-0.819297,2.467778,3.349082
1.416100,4.990000,0.978000,4.450000,,,,,,
1.438100,,,,-0.726042,2.342003,3.335265,-0.820185,2.476598,3.127113
1.460300,4.990000,0.978000,4.450000,,,,,,
1.493700,4.990000,0.978000,4.450000,-0.519161,2.371586,3.412816,-0.825009,2.473394,2.904316
1.538000,4.990000,0.978000,4.450000,,,,,,
1.549300,,,,-0.313227,2.397943,3.488214,-0.839622,2.452655,2.685014
1.571400,4.990000,0.978000,4.450000,,,,,,
1.604800,4.990000,0.978000,4.450000,-0.103574,2.419219,3.561050,-0.861697,2.403597,2.470709
1.649400,4.990000,0.978000,4.450000,,,,,,
1.660600,,,,0.109915,2.431050,3.623364,-0.893388,2.355186,2.349686
1.682900,4.990000,0.978000,4.450000,,,,,,
1.716200,,,,0.327614,2.428730,3.668013,-0.960149,2.301454,2.235934
1.727200,4.990000,0.978000,4.450000,,,,,,
1.760700,4.990000,0.978000,4.450000,,,,,,
1.771800,,,,0.547550,2.409158,3.696612,-1.015068,2.259809,2.142294
1.794000,4.990000,0.978000,4.450000,,,,,,
1.827300,,,,0.765716,2.373369,3.717151,-1.015068,2.259809,2.142294
1.838400,4.990000,0.978000,4.450000,,,,,,
1.882800,4.990000,0.978000,4.450000,0.980169,2.324633,3.744580,-1.015068,2.259809,2.142294
1.916200,4.990000,0.978000,4.450000,,,,,,
1.938400,,,,1.190602,2.264797,3.783563,-1.015068,2.259809,2.142294
1.960500,4.990000,0.978000,4.450000,,,,,,
1.993700,,,,1.397562,2.197689,3.828461,-0.958979,2.291310,2.194591
2.004700,4.990000,0.978000,4.450000,,,,,,
2.038100,4.990000,0.978000,4.450000,,,,,,
2.049400,,,,1.520729,2.156299,3.856500,-0.813399,2.370685,2.340927
2.071700,4.990000,0.978000,4.450000,,,,,,
2.105000,4.990000,0.978000,4.450000,1.520729,2.156299,3.856500,-0.672674,2.435515,2.501837
2.138500,4.990000,0.978000,4.450000,,,,,,
2.160600,,,,1.520729,2.156299,3.856500,-0.536616,2.469843,2.673992
2.182900,4.990000,0.978000,4.450000,,,,,,
2.216100,,,,1.520729,2.156299,3.856500,-0.405055,2.463780,2.852893
2.227200,4.990000,0.978000,4.450000,,,,,,
2.271400,4.990000,0.978000,4.450000,1.409349,2.237069,3.761626,-0.280112,2.417486,3.028455
2.304700,4.990000,0.978000,4.450000,,,,,,
2.327000,,,,1.252437,2.335691,3.639013,-0.167930,2.341756,3.204649
2.349300,4.990000,0.978000,4.450000,,,,,,
2.382600,4.990000,0.978000,4.450000,1.074718,2.392493,3.519219,-0.127302,2.309234,3.264769
2.416000,4.990000,0.978000,4.450000,,,,,,
2.438100,,,,0.891058,2.379280,3.396926,-0.127302,2.309234,3.264769
2.449400,4.990000,0.978000,4.450000,,,,,,
2.493700,4.990000,0.978000,4.450000,0.750087,2.332659,3.298819,-0.127302,2.309234,3.264769
2.527100,4.990000,0.978000,4.450000,,,,,,
2.549300,,,,0.707136,2.314819,3.264160,-0.127302,2.309234,3.264769
2.560400,4.990000,0.978000,4.450000,,,,,,
2.593800,4.990000,0.978000,4.450000,,,,,,
2.604700,,,,0.707136,2.314819,3.264160,0.029567,2.370493,3.382339
2.627100,4.990000,0.978000,4.450000,,,,,,
2.660600,4.990000,0.978000,4.450000,0.707136,2.314819,3.264160,0.173982,2.386467,3.469127
2.694000,4.990000,0.978000,4.450000,,,,,,
2.716300,,,,0.707136,2.314819,3.264160,0.356553,2.323879,3.562371
2.738400,4.990000,0.978000,4.450000,,,,,,
2.771700,,,,0.512730,2.351875,3.172066,0.501173,2.206593,3.622488
2.782800,4.990000,0.978000,4.450000,,,,,,
2.816200,4.990000,0.978000,4.450000,,,,,,
2.827200,,,,0.315354,2.387498,3.077049,0.572227,2.109416,3.701563
2.860600,4.990000,0.978000,4.450000,,,,,,
2.882800,,,,0.115540,2.415905,2.984013,0.572227,2.109416,3.701563
2.893900,4.990000,0.978000,4.450000,,,,,,
2.927300,4.990000,0.978000,4.450000,,,,,,
2.938400,,,,-0.087913,2.428707,2.895169,0.572227,2.109416,3.701563
2.971400,4.990000,0.978000,4.450000,,,,,,
2.998700,,,,-0.311470,2.416593,2.806740,0.572227,2.109416,3.701563
3.009800,4.990000,0.978000,4.450000,,,,,,
3.043300,4.990000,0.978000,4.450000,,,,,,
3.054500,,,,-0.521181,2.376161,2.743288,0.486494,2.132834,3.706685
3.076700,4.990000,0.978000,4.450000,,,,,,
3.110100,4.990000,0.978000,4.450000,-0.732250,2.315519,2.710278,0.271636,2.189460,3.719612
3.143400,4.990000,0.978000,4.450000,,,,,,
3.165600,,,,-0.932848,2.254618,2.708827,0.056219,2.242198,3.733107
3.176800,4.990000,0.978000,4.450000,,,,,,
3.220800,4.990000,0.978000,4.450000,-0.979431,2.241945,2.714989,-0.159864,2.288148,3.745309
3.254200,4.990000,0.978000,4.450000,,,,,,
3.276600,,,,-0.979431,2.241945,2.714989,-0.378847,2.324154,3.753727
3.298700,4.990000,0.978000,4.450000,,,,,,
3.332100,4.990000,0.978000,4.450000,-0.979431,2.241945,2.714989,-0.599041,2.346660,3.760740
3.365400,4.990000,0.978000,4.450000,,,,,,
3.387500,,,,-0.979431,2.241945,2.714989,-0.822408,2.352547,3.762194
3.398800,4.990000,0.978000,4.450000,,,,,,
3.443000,4.990000,0.978000,4.450000,-0.828367,2.286977,2.795466,-1.043928,2.339283,3.764657
3.476400,4.990000,0.978000,4.450000,,,,,,
3.498700,,,,-0.638594,2.341549,2.897329,-1.263687,2.307028,3.765018
3.520800,4.990000,0.978000,4.450000,,,,,,
3.554200,4.990000,0.978000,4.450000,-0.449220,2.392324,3.000845,-1.479390,2.257505,3.752634
3.598800,4.990000,0.978000,4.450000,,,,,,
3.609900,,,,-0.256792,2.435593,3.104429,-1.691413,2.194679,3.726201
3.632200,4.990000,0.978000,4.450000,,,,,,
3.665800,4.990000,0.978000,4.450000,-0.061713,2.467143,3.207305,-1.812901,2.149499,3.694529
3.710100,4.990000,0.978000,4.450000,,,,,,
3.721100,,,,0.134427,2.482077,3.311179,-1.812901,2.149499,3.694529
3.754500,4.990000,0.978000,4.450000,,,,,,
3.776800,,,,0.329363,2.473988,3.416602,-1.812901,2.149499,3.694529
3.799000,4.990000,0.978000,4.450000,,,,,,
3.832400,4.990000,0.978000,4.450000,0.520354,2.438478,3.523160,-1.812901,2.149499,3.694529
