Timestamp,HumanMPositionX,HumanMPositionY,HumanMPositionZ,BallPositionX,BallPositionY,BallPositionZ
0.055069,9.170000,0.172373,3.710000,-0.991070,2.404879,1.218129
0.066180,9.170000,0.172373,3.710000,-0.985359,2.414560,1.282904
0.077291,9.170000,0.172373,3.710000,-0.979648,2.424241,1.347680
0.088402,9.170000,0.172373,3.710000,-0.973937,2.433921,1.412456
0.099513,9.170000,0.172373,3.710000,-0.968226,2.443602,1.477231
0.110625,9.170000,0.172373,3.710000,-0.962515,2.453283,1.542007
0.121736,9.170000,0.172373,3.710000,-0.956644,2.462494,1.608596
0.132847,9.170000,0.172373,3.710000,-0.950762,2.471674,1.675309
0.143958,9.170000,0.172373,3.710000,-0.944880,2.480854,1.742021
0.155069,9.170000,0.172373,3.710000,-0.938998,2.490033,1.808733
0.166180,9.170000,0.172373,3.710000,-0.933116,2.499213,1.875445
0.177291,9.170000,0.172373,3.710000,-0.927297,2.506916,1.941451
0.188402,9.170000,0.172373,3.710000,-0.921477,2.514617,2.007455
0.199513,9.170000,0.172373,3.710000,-0.915658,2.522318,2.073459
0.210625,9.170000,0.172373,3.710000,-0.909839,2.530018,2.139464
0.221736,9.170000,0.172373,3.710000,-0.904019,2.537719,2.205468
0.232847,9.170000,0.172373,3.710000,-0.898196,2.543466,2.271513
0.243958,9.170000,0.172373,3.710000,-0.892373,2.549212,2.337558
0.255069,9.170000,0.172373,3.710000,-0.886550,2.554958,2.403603
0.266180,9.170000,0.172373,3.710000,-0.880727,2.560704,2.469648
0.277268,9.170000,0.172373,3.710000,-0.874917,2.566438,2.535552
0.288402,9.170000,0.172373,3.710000,-0.869041,2.569776,2.602191
0.299513,9.170000,0.172373,3.710000,-0.863178,2.573108,2.668688
0.310625,9.170000,0.172373,3.710000,-0.857316,2.576439,2.735186
0.321736,9.170000,0.172373,3.710000,-0.851453,2.579771,2.801683
0.332847,9.170000,0.172373,3.710000,-0.845590,2.583102,2.868181
0.343958,9.170000,0.172373,3.710000,-0.839754,2.583707,2.934371
0.355069,9.170000,0.172373,3.710000,-0.833919,2.584272,3.000557
0.366180,9.170000,0.172373,3.710000,-0.828083,2.584836,3.066743
0.377291,9.170000,0.172373,3.710000,-0.822248,2.585401,3.132929
0.388402,9.170000,0.172373,3.710000,-0.816412,2.585966,3.199115
0.399513,9.170000,0.172373,3.710000,-0.810568,2.583828,3.265396
0.410625,9.170000,0.172373,3.710000,-0.804724,2.581568,3.331682
0.421736,9.170000,0.172373,3.710000,-0.798880,2.579308,3.397968
