Timestamp,LeftGazeValid,LeftGazePosX,LeftGazePosY,LeftGazePosZ,LeftGazeRotX,LeftGazeRotY,LeftGazeRotZ,LeftGazeRotW,RightGazeValid,RightGazePosX,RightGazePosY,RightGazePosZ,RightGazeRotX,RightGazeRotY,RightGazeRotZ,RightGazeRotW,LeftDiameterValid,LeftPupilDiameter,LeftPositionValid,LeftPupilPosX,LeftPupilPosY,RightDiameterValid,RightPupilDiameter,RightPositionValid,RightPupilPosX,RightPupilPosY,AnchorIndex,HMDIsValid,HMDCoordinateSystem,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationX,HMDRotationY,HMDRotationZ,HMDRotationW,HMDEulerX,HMDEulerY,HMDEulerZ,BallPositionX,BallPositionY,BallPositionZ,Ball2PositionX,Ball2PositionY,Ball2PositionZ,CubeHumanPositionX,CubeHumanPositionY,CubeHumanPositionZ
0.000000,True,-0.032303,1.035265,0.017153,0.062993,-0.010490,0.006197,-0.997940,True,0.037290,1.037316,0.018373,0.063107,0.005705,0.005624,-0.997975,True,4.087,True,0.488901,0.542790,True,4.112,True,0.496935,0.570799,0,True,Device,0.004054,1.036234,0.007510,-0.035507,-0.016853,-0.004768,0.999216,355.921700,358.084400,359.521400,,,,,,,0.000000,0.000000,0.000000
0.014317,True,-0.032311,1.035260,0.017188,0.062862,-0.010577,0.006227,-0.997947,True,0.037282,1.037306,0.018395,0.062977,0.005618,0.005656,-0.997983,True,4.085,True,0.488930,0.542805,True,4.110,True,0.496849,0.570828,,True,Device,0.004043,1.036229,0.007538,-0.035368,-0.016757,-0.004805,0.999222,355.937600,358.095600,359.516500,,,,,,,,,
0.031277,True,-0.032346,1.035244,0.017199,0.062942,-0.010410,0.006311,-0.997943,True,0.037248,1.037278,0.018417,0.063057,0.005786,0.005738,-0.997977,True,4.060,True,0.488254,0.542754,True,4.110,True,0.496929,0.570941,,True,Device,0.004010,1.036206,0.007555,-0.035437,-0.016832,-0.004887,0.999218,355.929600,358.087400,359.507500,,,,,,,,,
0.042473,True,-0.032372,1.035236,0.017233,0.062810,-0.010412,0.006291,-0.997951,True,0.037221,1.037272,0.018443,0.062926,0.005784,0.005720,-0.997985,True,4.051,True,0.488423,0.542784,True,4.110,True,0.496929,0.570941,,True,Device,0.003983,1.036201,0.007585,-0.035318,-0.016770,-0.004875,0.999224,355.943200,358.094400,359.508500,,,,,,,,,
0.053494,True,-0.032413,1.035227,0.017216,0.062838,-0.010358,0.006345,-0.997950,True,0.037180,1.037256,0.018433,0.062954,0.005838,0.005774,-0.997983,True,4.051,True,0.488423,0.542784,True,4.110,True,0.496929,0.570941,,True,Device,0.003943,1.036188,0.007572,-0.035347,-0.016825,-0.004927,0.999221,355.939800,358.088300,359.502800,,,,,,,,,
0.064949,True,-0.032424,1.035212,0.017225,0.062868,-0.010088,0.006440,-0.997950,True,0.037226,1.037424,0.018433,0.062986,0.006108,0.005870,-0.997978,True,4.062,True,0.488704,0.542624,True,4.109,True,0.496735,0.570835,,True,Device,0.003934,1.036167,0.007585,-0.035276,-0.016869,-0.005029,0.999223,355.947800,358.083600,359.491100,,,,,,,,,
0.075764,True,-0.032453,1.035177,0.017238,0.062844,-0.010056,0.006338,-0.997953,True,0.037197,1.037402,0.018437,0.062959,0.006141,0.005769,-0.997981,True,4.052,True,0.488624,0.542784,True,4.110,True,0.496735,0.570835,,True,Device,0.003903,1.036139,0.007593,-0.035224,-0.016805,-0.004933,0.999226,355.953900,358.090600,359.501700,,,,,,,,,
0.086735,True,-0.032492,1.035172,0.017222,0.062741,-0.009950,0.006332,-0.997960,True,0.037158,1.037397,0.018417,0.062856,0.006247,0.005765,-0.997986,True,4.044,True,0.488624,0.542784,True,4.126,True,0.496786,0.570963,,True,Device,0.003863,1.036137,0.007574,-0.035085,-0.016769,-0.004936,0.999232,355.969800,358.094700,359.501000,,,,,,,,,
0.097931,True,-0.032516,1.035145,0.017221,0.062746,-0.009819,0.006225,-0.997962,True,0.037134,1.037383,0.018411,0.062859,0.006378,0.005659,-0.997986,True,4.020,True,0.488341,0.542816,True,4.136,True,0.496878,0.570853,,True,Device,0.003839,1.036118,0.007571,-0.035058,-0.016737,-0.004836,0.999233,355.973200,358.097900,359.512300,,,,,,,,,
0.109119,True,-0.032531,1.035136,0.017230,0.062649,-0.009814,0.006093,-0.997969,True,0.037118,1.037391,0.018411,0.062760,0.006384,0.005529,-0.997993,True,4.013,True,0.488427,0.542718,True,4.133,True,0.496878,0.570853,,True,Device,0.003822,1.036121,0.007575,-0.034905,-0.016676,-0.004710,0.999240,355.991000,358.104400,359.526200,,,,,,,,,
0.120247,True,-0.032552,1.035130,0.017210,0.062832,-0.009719,0.005935,-0.997959,True,0.037096,1.037408,0.018400,0.062941,0.006479,0.005369,-0.997982,True,4.010,True,0.488427,0.542718,True,4.127,True,0.496577,0.570952,,True,Device,0.003802,1.036124,0.007560,-0.035027,-0.016746,-0.004547,0.999236,355.977200,358.095800,359.545400,,,,,,,,,
0.131409,True,-0.032580,1.035151,0.017221,0.062993,-0.009711,0.005943,-0.997949,True,0.037069,1.037428,0.018410,0.063102,0.006487,0.005376,-0.997972,True,4.018,True,0.488543,0.542902,True,4.112,True,0.496775,0.571108,,True,Device,0.003774,1.036144,0.007570,-0.035049,-0.016736,-0.004553,0.999235,355.974700,358.096900,359.544800,,,,,,,,,
0.143490,True,-0.032612,1.035156,0.017232,0.063092,-0.009818,0.005878,-0.997942,True,0.037036,1.037442,0.018416,0.063200,0.006379,0.005311,-0.997966,True,4.011,True,0.488571,0.542812,True,4.105,True,0.496775,0.571108,,True,Device,0.003740,1.036153,0.007578,-0.035081,-0.016708,-0.004484,0.999235,355.971200,358.099800,359.552600,,,,,,,,,
0.153568,True,-0.032644,1.035164,0.017201,0.063274,-0.009743,0.005910,-0.997931,True,0.037004,1.037448,0.018395,0.063382,0.006454,0.005341,-0.997954,True,4.004,True,0.488571,0.542812,True,4.105,True,0.496679,0.571107,,True,Device,0.003710,1.036157,0.007553,-0.035218,-0.016784,-0.004510,0.999229,355.955400,358.091200,359.550200,,,,,,,,,
0.164810,True,-0.032674,1.035175,0.017192,0.063460,-0.009583,0.005890,-0.997921,True,0.036974,1.037463,0.018401,0.063568,0.006614,0.005319,-0.997941,True,4.007,True,0.488493,0.542872,True,4.106,True,0.496679,0.571107,,True,Device,0.003683,1.036168,0.007552,-0.035342,-0.016894,-0.004484,0.999223,355.941200,358.078600,359.553900,,,,,,,,,
0.175964,True,-0.032712,1.035175,0.017196,0.063572,-0.009423,0.005884,-0.997915,True,0.036935,1.037465,0.018416,0.063680,0.006773,0.005313,-0.997933,True,4.008,True,0.488729,0.542873,True,4.108,True,0.496532,0.571319,,True,Device,0.003646,1.036169,0.007561,-0.035349,-0.016979,-0.004476,0.999221,355.940400,358.068800,359.555100,,,,,,,,,
0.186798,True,-0.032755,1.035181,0.017181,0.063678,-0.009342,0.005945,-0.997909,True,0.036892,1.037463,0.018415,0.063787,0.006855,0.005373,-0.997926,True,4.007,True,0.488729,0.542873,True,4.104,True,0.496434,0.571415,,True,Device,0.003605,1.036169,0.007554,-0.035421,-0.017082,-0.004531,0.999216,355.932000,358.057300,359.549300,,,,,,,,,
0.197903,True,-0.032812,1.035209,0.017194,0.063769,-0.009225,0.005906,-0.997905,True,0.036835,1.037497,0.018434,0.063877,0.006972,0.005334,-0.997919,True,3.993,True,0.488286,0.542870,True,4.093,True,0.496571,0.571213,,True,Device,0.003549,1.036199,0.007570,-0.035449,-0.017122,-0.004492,0.999215,355.928700,358.052400,359.554000,,,,,,,,,
0.208996,True,-0.032847,1.035225,0.017196,0.064053,-0.009095,0.005893,-0.997888,True,0.036799,1.037516,0.018446,0.064161,0.007102,0.005317,-0.997900,True,3.997,True,0.488390,0.542952,True,4.087,True,0.496571,0.571213,,True,Device,0.003515,1.036213,0.007577,-0.035674,-0.017206,-0.004472,0.999205,355.903000,358.042800,359.557200,,,,,,,,,
0.220249,True,-0.032880,1.035256,0.017159,0.064066,-0.008966,0.006035,-0.997887,True,0.036767,1.037528,0.018428,0.064176,0.007231,0.005459,-0.997898,True,4.002,True,0.488390,0.542952,True,4.072,True,0.497528,0.571167,,True,Device,0.003486,1.036234,0.007550,-0.035654,-0.017340,-0.004609,0.999203,355.905000,358.028000,359.541900,,,,,,,,,
0.231392,True,-0.032907,1.035265,0.017159,0.064097,-0.009043,0.006163,-0.997884,True,0.036740,1.037520,0.018424,0.064210,0.007154,0.005587,-0.997895,True,3.997,True,0.490283,0.543696,True,4.062,True,0.497528,0.571167,,True,Device,0.003458,1.036234,0.007548,-0.035671,-0.017305,-0.004736,0.999203,355.902800,358.032600,359.527200,,,,,,,,,
0.242825,True,-0.032928,1.035272,0.017161,0.063962,-0.009115,0.006167,-0.997892,True,0.036720,1.037524,0.018411,0.064075,0.007082,0.005594,-0.997904,True,3.991,True,0.490283,0.543696,True,4.048,True,0.497528,0.571167,,True,Device,0.003435,1.036243,0.007543,-0.035498,-0.017194,-0.004749,0.999211,355.922600,358.045300,359.525000,,,,,,,,,
0.253624,True,-0.032942,1.035226,0.017112,0.063875,-0.009319,0.005971,-0.997897,True,0.036705,1.037506,0.018349,0.063984,0.006878,0.005399,-0.997913,True,3.988,True,0.490283,0.543696,True,4.033,True,0.498898,0.570974,,True,Device,0.003418,1.036213,0.007486,-0.035412,-0.017098,-0.004553,0.999216,355.933000,358.055400,359.546800,,,,,,,,,
0.264629,True,-0.032946,1.035203,0.017088,0.063998,-0.009390,0.005821,-0.997889,True,0.036701,1.037503,0.018323,0.064105,0.006807,0.005248,-0.997906,True,3.964,True,0.490386,0.544322,True,4.014,True,0.498898,0.570974,,True,Device,0.003414,1.036198,0.007462,-0.035499,-0.017091,-0.004399,0.999214,355.923200,358.055600,359.564700,,,,,,,,,
0.275723,True,-0.032941,1.035199,0.017065,0.063897,-0.009372,0.005664,-0.997896,True,0.036705,1.037521,0.018302,0.064002,0.006825,0.005092,-0.997914,True,3.958,True,0.490386,0.544322,True,4.008,True,0.498898,0.570974,,True,Device,0.003419,1.036209,0.007439,-0.035394,-0.017105,-0.004244,0.999218,355.935600,358.053400,359.582400,,,,,,,,,
0.286762,True,-0.032952,1.035191,0.017038,0.063906,-0.009659,0.005576,-0.997894,True,0.036694,1.037525,0.018250,0.064009,0.006537,0.005005,-0.997915,True,3.952,True,0.490386,0.544322,True,4.005,True,0.499012,0.571174,,True,Device,0.003404,1.036207,0.007400,-0.035355,-0.016933,-0.004157,0.999223,355.940300,358.072800,359.591600,,,,,,,,,
0.297859,True,-0.032964,1.035171,0.016989,0.064343,-0.010012,0.005498,-0.997863,True,0.036682,1.037517,0.018185,0.064446,0.006183,0.004922,-0.997890,True,3.957,True,0.490359,0.544381,True,4.004,True,0.499012,0.571174,,True,Device,0.003390,1.036187,0.007342,-0.035669,-0.016830,-0.004062,0.999214,355.904600,358.084300,359.602600,,,,,,,,,
0.309082,True,-0.032989,1.035204,0.016978,0.064442,-0.010154,0.005488,-0.997855,True,0.036657,1.037552,0.018167,0.064545,0.006041,0.004911,-0.997885,True,3.964,True,0.490359,0.544381,True,3.982,True,0.499544,0.571277,,True,Device,0.003364,1.036221,0.007328,-0.035698,-0.016783,-0.004048,0.999214,355.901200,358.089600,359.604100,,,,,,,,,
0.320057,True,-0.033010,1.035222,0.016927,0.064883,-0.010295,0.005513,-0.997825,True,0.036636,1.037568,0.018116,0.064986,0.005899,0.004933,-0.997857,True,3.966,True,0.490417,0.544574,True,3.995,True,0.498854,0.571364,,True,Device,0.003344,1.036234,0.007276,-0.035889,-0.016792,-0.004059,0.999207,355.879300,358.088700,359.603300,,,,,,,,,
0.331261,True,-0.033043,1.035242,0.016873,0.065225,-0.010301,0.005397,-0.997803,True,0.036602,1.037607,0.018070,0.065326,0.005892,0.004812,-0.997835,True,3.966,True,0.490417,0.544574,True,3.991,True,0.499265,0.571248,,True,Device,0.003311,1.036257,0.007227,-0.036203,-0.016864,-0.003928,0.999194,355.843600,358.080000,359.619200,,,,,,,,,
0.342190,True,-0.033076,1.035280,0.016828,0.065430,-0.010313,0.005420,-0.997789,True,0.036569,1.037645,0.018044,0.065532,0.005879,0.004832,-0.997822,True,3.954,True,0.490258,0.544550,True,3.975,True,0.498774,0.571372,,True,Device,0.003281,1.036292,0.007192,-0.036358,-0.017001,-0.003937,0.999187,355.825700,358.064300,359.619100,,,,,,,,,
