Timestamp,IsValid,CoordinateSystem,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW,EulerX,EulerY,EulerZ,VelocityValid,VelocityX,VelocityY,VelocityZ,AngularVelocityValid,AngularVelocityX,AngularVelocityY,AngularVelocityZ
0.000000,True,Device,0.005949,1.112816,-0.058868,-0.082415,-0.027062,0.002695,0.996227,350.557300,356.840800,0.570942,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.012283,True,Device,0.005940,1.112834,-0.058874,-0.082473,-0.027244,0.002754,0.996217,350.550800,356.819100,0.579707,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.021927,True,Device,0.005941,1.112858,-0.058830,-0.082537,-0.027297,0.002784,0.996210,350.543600,356.812600,0.583925,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.032928,True,Device,0.005947,1.112879,-0.058819,-0.082600,-0.027397,0.002780,0.996202,350.536400,356.801000,0.584652,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.043961,True,Device,0.005962,1.112902,-0.058822,-0.082601,-0.027448,0.002730,0.996201,350.536200,356.795500,0.579316,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.055206,True,Device,0.005991,1.112945,-0.058780,-0.082673,-0.027399,0.002625,0.996197,350.527600,356.802100,0.567003,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.066467,True,Device,0.006033,1.112946,-0.058757,-0.082809,-0.027306,0.002704,0.996188,350.512100,356.812000,0.575646,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.080368,True,Device,0.006053,1.112978,-0.058750,-0.082851,-0.027256,0.002465,0.996186,350.506500,356.820100,0.547608,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.099762,True,Device,0.006128,1.113024,-0.058659,-0.083072,-0.027027,0.002277,0.996174,350.480400,356.848200,0.524398,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.110870,True,Device,0.006165,1.113040,-0.058647,-0.083063,-0.026982,0.002265,0.996176,350.481300,356.853500,0.522612,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.121750,True,Device,0.006221,1.113064,-0.058594,-0.083082,-0.026883,0.002144,0.996178,350.478800,356.866100,0.507722,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.132874,True,Device,0.006277,1.113065,-0.058563,-0.083074,-0.026721,0.002021,0.996183,350.479200,356.886000,0.491847,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.144043,True,Device,0.006330,1.113042,-0.058544,-0.083020,-0.026531,0.002013,0.996193,350.485300,356.908200,0.488948,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.155457,True,Device,0.006392,1.113052,-0.058509,-0.082895,-0.026393,0.001891,0.996207,350.499200,356.925400,0.473110,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.166550,True,Device,0.006456,1.113045,-0.058487,-0.082796,-0.026274,0.001799,0.996219,350.510300,356.940200,0.460979,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.177612,True,Device,0.006536,1.113029,-0.058462,-0.082762,-0.026153,0.001609,0.996225,350.513600,356.956100,0.437742,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.188873,True,Device,0.006606,1.113079,-0.058428,-0.082680,-0.025959,0.001480,0.996237,350.522500,356.979900,0.420647,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.199921,True,Device,0.006654,1.113053,-0.058409,-0.082825,-0.025832,0.001469,0.996228,350.505700,356.994600,0.418597,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.210968,True,Device,0.006706,1.113058,-0.058388,-0.082851,-0.025785,0.001356,0.996227,350.502300,357.001100,0.405210,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.222717,True,Device,0.006777,1.113099,-0.058339,-0.082830,-0.025607,0.001240,0.996234,350.504400,357.022800,0.390011,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
