Timestamp,LeftGazeValid,LeftGazePosX,LeftGazePosY,LeftGazePosZ,LeftGazeRotX,LeftGazeRotY,LeftGazeRotZ,LeftGazeRotW,RightGazeValid,RightGazePosX,RightGazePosY,RightGazePosZ,RightGazeRotX,RightGazeRotY,RightGazeRotZ,RightGazeRotW
0.000,True,-0.033388,1.158279,-0.012790,0.235068,0.216849,0.008644,-0.947441,True,0.034401,1.153513,-0.011628,0.212055,0.217938,0.008095,-0.952612
0.016,True,-0.033382,1.158278,-0.012847,0.235200,0.216894,0.008302,-0.947401,True,0.034411,1.153559,-0.011689,0.203660,0.212234,0.008062,-0.955727
0.033,True,-0.033397,1.158244,-0.012777,0.235259,0.217028,0.007998,-0.947359,True,0.034399,1.153566,-0.011610,0.202811,0.211371,0.007818,-0.956101
0.044,True,-0.033407,1.158244,-0.012802,0.235631,0.217061,0.008133,-0.947257,True,0.034388,1.153545,-0.011631,0.202231,0.210590,0.008004,-0.956394
0.055,True,-0.033397,1.158282,-0.012822,0.235621,0.217044,0.008354,-0.947262,True,0.034395,1.153555,-0.011647,0.201509,0.216811,0.007686,-0.955159
0.067,True,-0.033411,1.158303,-0.012716,0.235670,0.216954,0.008474,-0.947269,True,0.034380,1.153556,-0.011549,0.201558,0.216725,0.007808,-0.955167
0.078,True,-0.033396,1.158334,-0.012730,0.235808,0.216984,0.008586,-0.947227,True,0.034394,1.153570,-0.011566,0.201587,0.216683,0.007927,-0.955169
0.089,True,-0.033381,1.158354,-0.012734,0.235880,0.216922,0.008707,-0.947222,True,0.034407,1.153570,-0.011573,0.199609,0.208820,0.008668,-0.957327
0.100,True,-0.033393,1.158393,-0.012606,0.235855,0.216796,0.009019,-0.947254,True,0.034393,1.153564,-0.011458,0.199578,0.208667,0.008989,-0.957364
0.111,True,-0.033372,1.158410,-0.012580,0.235894,0.216612,0.009170,-0.947285,True,0.034412,1.153555,-0.011453,0.199610,0.208486,0.009147,-0.957395
0.122,True,-0.033347,1.158396,-0.012581,0.235894,0.216523,0.009059,-0.947307,True,0.034438,1.153553,-0.011470,0.197065,0.207642,0.009052,-0.958107
0.133,True,-0.033340,1.158369,-0.012439,0.235681,0.216404,0.008934,-0.947388,True,0.034447,1.153540,-0.011355,0.196941,0.207478,0.008938,-0.958169
0.145,True,-0.033316,1.158326,-0.012420,0.235524,0.216283,0.008730,-0.947457,True,0.034473,1.153523,-0.011360,0.196777,0.207346,0.008737,-0.958233
0.156,True,-0.033291,1.158267,-0.012431,0.235360,0.216255,0.008688,-0.947504,True,0.034498,1.153473,-0.011379,0.197620,0.205643,0.008854,-0.958425
0.167,True,-0.033299,1.158213,-0.012345,0.235199,0.216262,0.008715,-0.947542,True,0.034491,1.153422,-0.011306,0.197307,0.205570,0.008885,-0.958505
0.178,True,-0.033293,1.158132,-0.012350,0.234950,0.216211,0.008813,-0.947615,True,0.034497,1.153334,-0.011320,0.197047,0.205518,0.008982,-0.958569
0.189,True,-0.033293,1.158057,-0.012374,0.234780,0.216210,0.008847,-0.947657,True,0.034496,1.153259,-0.011346,0.202168,0.210045,0.008741,-0.956521
0.200,True,-0.033316,1.158002,-0.012291,0.231246,0.213334,0.009104,-0.949174,True,0.034474,1.153199,-0.011258,0.202290,0.210307,0.008803,-0.956437
0.211,True,-0.033325,1.157958,-0.012307,0.230311,0.212690,0.009178,-0.949545,True,0.034464,1.153156,-0.011267,0.202490,0.210636,0.008816,-0.956322
0.222,True,-0.033358,1.157924,-0.012319,0.228881,0.211586,0.009205,-0.950137,True,0.034432,1.153131,-0.011274,0.195001,0.201267,0.009404,-0.959884
0.233,True,-0.033384,1.157931,-0.012245,0.197931,0.182735,0.010968,-0.962970,True,0.034406,1.153151,-0.011171,0.194808,0.201239,0.009383,-0.959930
0.244,True,-0.033405,1.157925,-0.012278,0.193882,0.179185,0.011162,-0.964457,True,0.034386,1.153155,-0.011184,0.194568,0.201072,0.009377,-0.960013
0.255,True,-0.033427,1.157909,-0.012327,0.190909,0.176616,0.011340,-0.965522,True,0.034363,1.153143,-0.011212,0.177648,0.176145,0.011106,-0.968138
0.266,True,-0.033471,1.157876,-0.012262,0.165978,0.161054,0.012108,-0.972814,True,0.034319,1.153113,-0.011137,0.175848,0.173557,0.011295,-0.968932
0.277,True,-0.033489,1.157840,-0.012296,0.165750,0.161141,0.012090,-0.972838,True,0.034302,1.153085,-0.011162,0.174902,0.172524,0.011357,-0.969286
0.288,True,-0.033491,1.157812,-0.012349,0.165675,0.161231,0.011965,-0.972838,True,0.034302,1.153077,-0.011206,0.167930,0.159036,0.012191,-0.972810
0.299,True,-0.033478,1.157798,-0.012297,0.157321,0.156223,0.011975,-0.975039,True,0.034316,1.153098,-0.011136,0.167882,0.159201,0.011961,-0.972794
0.310,True,-0.033486,1.157794,-0.012339,0.157313,0.156334,0.011982,-0.975023,True,0.034308,1.153095,-0.011162,0.167884,0.159316,0.011969,-0.972775
0.321,True,-0.033489,1.157816,-0.012379,0.157411,0.156402,0.012205,-0.974993,True,0.034303,1.153088,-0.011187,0.166371,0.152061,0.012751,-0.974185
0.333,True,-0.033478,1.157886,-0.012322,0.154125,0.153628,0.012619,-0.975953,True,0.034311,1.153118,-0.011121,0.166592,0.152062,0.013017,-0.974143
0.344,True,-0.033451,1.157923,-0.012345,0.154209,0.153524,0.012733,-0.975955,True,0.034337,1.153137,-0.011154,0.166684,0.151959,0.013130,-0.974142
0.355,True,-0.033412,1.157928,-0.012379,0.154317,0.153462,0.012659,-0.975949,True,0.034377,1.153148,-0.011195,0.165540,0.148387,0.013315,-0.974885
0.366,True,-0.033370,1.157938,-0.012306,0.142480,0.143674,0.013094,-0.979227,True,0.034420,1.153169,-0.011141,0.165471,0.148260,0.013219,-0.974917
0.377,True,-0.033305,1.157921,-0.012345,0.141780,0.143042,0.013038,-0.979422,True,0.034485,1.153163,-0.011199,0.165390,0.148138,0.013132,-0.974951
0.388,True,-0.033239,1.157912,-0.012383,0.141090,0.142455,0.013141,-0.979606,True,0.034551,1.153143,-0.011246,0.165322,0.148058,0.013207,-0.974973
0.399,True,-0.033195,1.157886,-0.012308,0.139586,0.141182,0.013178,-0.980005,True,0.034595,1.153120,-0.011208,0.143513,0.135301,0.013736,-0.980260
0.410,True,-0.033122,1.157836,-0.012326,0.085920,0.114054,0.014075,-0.989652,True,0.034670,1.153081,-0.011258,0.142467,0.134596,0.013664,-0.980510
0.422,True,-0.033045,1.157787,-0.012349,0.079934,0.110542,0.014237,-0.990550,True,0.034748,1.153030,-0.011316,0.080207,0.104899,0.014691,-0.991134
0.433,True,-0.032993,1.157717,-0.012261,0.018638,0.079528,0.015266,-0.996541,True,0.034800,1.152962,-0.011254,0.077185,0.103264,0.014730,-0.991545
0.444,True,-0.032943,1.157649,-0.012268,0.014262,0.076846,0.015297,-0.996824,True,0.034851,1.152901,-0.011301,0.073892,0.101341,0.014717,-0.991995
0.455,True,-0.032883,1.157605,-0.012284,0.009911,0.074407,0.015371,-0.997060,True,0.034912,1.152860,-0.011323,0.070971,0.099838,0.014756,-0.992360
0.466,True,-0.032856,1.157616,-0.012159,0.001427,0.069442,0.015630,-0.997463,True,0.036228,1.150976,-0.011558,0.039801,0.085483,0.015250,-0.995428
0.477,True,-0.032822,1.157659,-0.012182,-0.013539,0.059564,0.016220,-0.998001,True,0.036260,1.150994,-0.011579,0.040035,0.085470,0.015417,-0.995417
0.488,True,-0.032805,1.157724,-0.012180,-0.013361,0.059533,0.016394,-0.998002,True,0.036275,1.151033,-0.011578,0.040212,0.085427,0.015584,-0.995411
0.499,True,-0.032828,1.157752,-0.012083,-0.013157,0.059508,0.016375,-0.998007,True,0.036251,1.151063,-0.011483,0.022160,0.075511,0.015930,-0.996772
0.510,True,-0.032814,1.157744,-0.012141,-0.021416,0.056051,0.016401,-0.998064,True,0.036267,1.151062,-0.011538,0.022193,0.075520,0.015879,-0.996771
0.522,True,-0.032822,1.157727,-0.012167,-0.021431,0.056074,0.016339,-0.998063,True,0.036259,1.151053,-0.011561,0.010767,0.068842,0.016086,-0.997440
0.533,True,-0.032839,1.157707,-0.012116,-0.021527,0.056148,0.016220,-0.998059,True,0.036244,1.151050,-0.011499,0.010663,0.068917,0.015971,-0.997438
0.544,True,-0.032842,1.157695,-0.012159,-0.025628,0.054049,0.016250,-0.998077,True,0.036241,1.151045,-0.011524,0.010605,0.069055,0.015928,-0.997429
0.555,True,-0.032872,1.157697,-0.012189,-0.025618,0.054076,0.016305,-0.998075,True,0.036210,1.151038,-0.011549,0.010607,0.069076,0.015984,-0.997427
0.566,True,-0.032910,1.157703,-0.012134,-0.025635,0.054193,0.016225,-0.998070,True,0.036173,1.151055,-0.011477,0.002036,0.064023,0.016115,-0.997816
0.577,True,-0.032939,1.157681,-0.012178,-0.025724,0.054330,0.016112,-0.998062,True,0.036146,1.151049,-0.011503,0.001928,0.064153,0.016006,-0.997810
0.588,True,-0.032957,1.157661,-0.012223,-0.031260,0.051764,0.016206,-0.998038,True,0.036127,1.151026,-0.011530,0.001865,0.064264,0.016029,-0.997802
0.599,True,-0.032993,1.157648,-0.012166,-0.031569,0.051773,0.016117,-0.998030,True,0.036093,1.151026,-0.011461,0.001530,0.053066,0.016823,-0.998448
0.610,True,-0.033034,1.157633,-0.012209,-0.031842,0.051758,0.016124,-0.998022,True,0.036051,1.151010,-0.011487,0.001516,0.052460,0.016886,-0.998479
0.622,True,-0.033071,1.157619,-0.012247,-0.010524,0.020693,0.019034,-0.999549,True,0.036014,1.151002,-0.011507,0.001535,0.051385,0.016936,-0.998534
0.633,True,-0.033114,1.157648,-0.012177,-0.009951,0.019642,0.019067,-0.999576,True,0.035972,1.151040,-0.011426,0.023658,0.022604,0.019653,-0.999271
0.644,True,-0.033141,1.157645,-0.012215,0.037907,-0.024417,0.023548,-0.998705,True,0.035946,1.151049,-0.011449,0.025818,0.019057,0.019904,-0.999287
0.655,True,-0.033186,1.157627,-0.012249,0.040516,-0.027340,0.023666,-0.998524,True,0.035903,1.151054,-0.011480,0.026798,0.017455,0.019882,-0.999291
0.667,True,-0.033235,1.157604,-0.012205,0.042802,-0.029885,0.023772,-0.998354,True,0.035856,1.151053,-0.011423,0.066246,-0.029236,0.024275,-0.997080
0.678,True,-0.033274,1.157600,-0.012248,0.086385,-0.068065,0.027616,-0.993550,True,0.035818,1.151063,-0.011449,0.071741,-0.036652,0.024883,-0.996439
0.689,True,-0.033316,1.157598,-0.012291,0.090133,-0.071738,0.027909,-0.992951,True,0.035777,1.151074,-0.011480,0.075098,-0.041073,0.025225,-0.996011
0.700,True,-0.033364,1.157592,-0.012248,0.093592,-0.074998,0.028219,-0.992381,True,0.035730,1.151074,-0.011421,0.092629,-0.061885,0.027199,-0.993403
0.711,True,-0.033414,1.157599,-0.012281,0.114377,-0.092247,0.029941,-0.988692,True,0.035680,1.151091,-0.011446,0.092650,-0.061834,0.027134,-0.993406
0.722,True,-0.033458,1.157590,-0.012315,0.114387,-0.092197,0.029836,-0.988699,True,0.035638,1.151098,-0.011474,0.092658,-0.061788,0.027027,-0.993412
0.733,True,-0.033488,1.157588,-0.012257,0.114475,-0.092152,0.029801,-0.988694,True,0.035609,1.151103,-0.011411,0.092745,-0.061745,0.026989,-0.993407
0.744,True,-0.033522,1.157599,-0.012284,0.122632,-0.099139,0.030535,-0.987016,True,0.035574,1.151112,-0.011438,0.101193,-0.072636,0.028032,-0.991816
0.756,True,-0.033537,1.157628,-0.012308,0.122668,-0.099146,0.030553,-0.987010,True,0.035559,1.151139,-0.011462,0.101230,-0.072646,0.028050,-0.991811
0.766,True,-0.033551,1.157655,-0.012245,0.122804,-0.099258,0.030537,-0.986983,True,0.035546,1.151168,-0.011414,0.106381,-0.079786,0.028684,-0.990704
0.778,True,-0.033557,1.157663,-0.012257,0.126818,-0.103370,0.030668,-0.986048,True,0.035544,1.151214,-0.011429,0.106532,-0.079803,0.028414,-0.990694
0.789,True,-0.033579,1.157646,-0.012272,0.126909,-0.103410,0.030376,-0.986042,True,0.035526,1.151238,-0.011454,0.106617,-0.079853,0.028121,-0.990690
0.800,True,-0.033577,1.157633,-0.012223,0.126963,-0.103331,0.030193,-0.986048,True,0.035530,1.151252,-0.011397,0.106667,-0.079780,0.027936,-0.990695
0.811,True,-0.033601,1.157647,-0.012247,0.126854,-0.103319,0.030350,-0.986059,True,0.035504,1.151244,-0.011416,0.110050,-0.085823,0.028637,-0.989800
0.822,True,-0.033595,1.157656,-0.012282,0.129280,-0.106529,0.030994,-0.985382,True,0.035505,1.151206,-0.011444,0.110057,-0.085818,0.028983,-0.989789
0.833,True,-0.033571,1.157702,-0.012213,0.129153,-0.106616,0.031052,-0.985387,True,0.035528,1.151241,-0.011386,0.112730,-0.089742,0.029401,-0.989128
0.844,True,-0.033553,1.157749,-0.012222,0.129200,-0.106685,0.031269,-0.985367,True,0.035543,1.151257,-0.011399,0.112784,-0.089815,0.029619,-0.989109
0.855,True,-0.033533,1.157805,-0.012209,0.130467,-0.109215,0.031701,-0.984909,True,0.035561,1.151281,-0.011398,0.112790,-0.089940,0.029843,-0.989090
0.866,True,-0.033480,1.157868,-0.012149,0.130480,-0.109384,0.032066,-0.984877,True,0.035609,1.151292,-0.011354,0.114500,-0.093777,0.030528,-0.988516
0.878,True,-0.033457,1.157899,-0.012135,0.130657,-0.112613,0.032533,-0.984474,True,0.035629,1.151288,-0.011361,0.114532,-0.093967,0.030765,-0.988487
0.889,True,-0.033419,1.157933,-0.012091,0.130726,-0.112872,0.032645,-0.984431,True,0.035665,1.151303,-0.011349,0.114605,-0.094229,0.030880,-0.988450
0.899,True,-0.033363,1.157945,-0.012038,0.130791,-0.113026,0.032606,-0.984406,True,0.035721,1.151318,-0.011316,0.116076,-0.096968,0.031071,-0.988007
0.911,True,-0.033334,1.157917,-0.012028,0.130736,-0.113304,0.032474,-0.984386,True,0.035753,1.151303,-0.011347,0.116022,-0.097254,0.030944,-0.987989
0.922,True,-0.033300,1.157865,-0.012038,0.131063,-0.115272,0.032455,-0.984115,True,0.035788,1.151268,-0.011379,0.115837,-0.097388,0.030780,-0.988003
0.933,True,-0.033265,1.157806,-0.011982,0.130857,-0.115450,0.032337,-0.984125,True,0.035824,1.151219,-0.011349,0.114757,-0.095331,0.030481,-0.988339
0.948,True,-0.033267,1.157737,-0.012000,0.130616,-0.115609,0.032250,-0.984141,True,0.035823,1.151154,-0.011392,0.114417,-0.095249,0.030382,-0.988389
0.967,True,-0.030557,1.156506,-0.012878,0.124572,-0.101618,0.030895,-0.986510,True,0.035851,1.151053,-0.011384,0.103303,-0.062343,0.027487,-0.992314
0.978,True,-0.030582,1.156464,-0.012907,0.124179,-0.100968,0.030800,-0.986629,True,0.035826,1.151015,-0.011410,0.102601,-0.060624,0.027310,-0.992498
0.988,True,-0.030598,1.156430,-0.012948,0.111409,-0.056355,0.027182,-0.991803,True,0.035810,1.150983,-0.011436,0.101219,-0.056477,0.026973,-0.992894
0.999,True,-0.030609,1.156434,-0.012920,0.110668,-0.053650,0.026997,-0.992041,True,0.035798,1.150986,-0.011387,0.090136,-0.010877,0.023290,-0.995598
1.010,True,-0.030645,1.156455,-0.012965,0.109496,-0.049652,0.026645,-0.992389,True,0.035762,1.151014,-0.011410,0.088729,-0.005737,0.022837,-0.995777
1.022,True,-0.030678,1.156467,-0.013005,0.100643,-0.021199,0.024284,-0.994400,True,0.035729,1.151028,-0.011440,0.086345,0.002649,0.022138,-0.996016
1.033,True,-0.030679,1.156458,-0.013023,0.100755,-0.020891,0.024274,-0.994396,True,0.035729,1.151025,-0.011418,0.082727,0.024907,0.020339,-0.996053
1.044,True,-0.030721,1.156445,-0.013079,0.100676,-0.020748,0.024299,-0.994406,True,0.035685,1.151010,-0.011456,0.082650,0.025050,0.020365,-0.996056
1.055,True,-0.030727,1.156439,-0.013117,0.095502,-0.002067,0.022704,-0.995168,True,0.035679,1.151014,-0.011474,0.082709,0.025203,0.020306,-0.996048
1.067,True,-0.030742,1.156438,-0.013162,0.095519,-0.001898,0.022492,-0.995172,True,0.035667,1.151042,-0.011501,0.080998,0.034533,0.019339,-0.995928
1.077,True,-0.030748,1.156444,-0.013222,0.095641,-0.001755,0.022338,-0.995164,True,0.035663,1.151071,-0.011546,0.081116,0.034671,0.019180,-0.995917
1.089,True,-0.030762,1.156489,-0.013267,0.092331,0.010372,0.021566,-0.995441,True,0.035645,1.151089,-0.011557,0.081370,0.034900,0.019399,-0.995884
