AnchorIndex,Timestamp
1,32.646
2,32.879
3,33.080
4,33.312
5,33.568
6,33.880
7,34.301
8,34.562
9,34.941
10,36.217
11,36.440
12,36.662
13,36.941
14,37.223
15,37.523
16,40.230
17,40.483
18,40.742
19,41.087
20,41.487
21,41.910
22,42.232
23,42.554
24,43.053
25,43.291
26,43.750
27,44.250
28,45.273
29,46.040
30,46.362
31,46.606
32,46.988
33,47.502
34,47.870
