Timestamp,HumanMPositionX,HumanMPositionY,HumanMPositionZ,BallPositionX,BallPositionY,BallPositionZ
0.033630,4.990000,0.978000,4.450000,,,
0.044741,4.990000,0.978000,4.450000,-0.989709,2.407079,1.233563
0.055852,4.990000,0.978000,4.450000,-0.989709,2.407079,1.233563
0.066963,4.990000,0.978000,4.450000,-0.989709,2.407079,1.233563
0.078074,4.990000,0.978000,4.450000,-0.963075,2.451665,1.535647
0.089185,4.990000,0.978000,4.450000,-0.963075,2.451665,1.535647
0.100297,4.990000,0.978000,4.450000,-0.963075,2.451665,1.535647
0.111408,4.990000,0.978000,4.450000,-0.963075,2.451665,1.535647
0.122519,4.990000,0.978000,4.450000,-0.963075,2.451665,1.535647
0.133630,4.990000,0.978000,4.450000,-0.963075,2.451665,1.535647
0.144741,4.990000,0.978000,4.450000,-0.936178,2.491903,1.840714
0.155852,4.990000,0.978000,4.450000,-0.936178,2.491903,1.840714
0.166963,4.990000,0.978000,4.450000,-0.936178,2.491903,1.840714
0.178074,4.990000,0.978000,4.450000,-0.909160,2.524786,2.147163
0.189185,4.990000,0.978000,4.450000,-0.909160,2.524786,2.147163
0.200297,4.990000,0.978000,4.450000,-0.909160,2.524786,2.147163
0.211408,4.990000,0.978000,4.450000,-0.909160,2.524786,2.147163
0.222519,4.990000,0.978000,4.450000,-0.909160,2.524786,2.147163
0.233630,4.990000,0.978000,4.450000,-0.909160,2.524786,2.147163
0.244741,4.990000,0.978000,4.450000,-0.882283,2.547895,2.452005
0.255852,4.990000,0.978000,4.450000,-0.882283,2.547895,2.452005
0.266963,4.990000,0.978000,4.450000,-0.882283,2.547895,2.452005
0.278074,4.990000,0.978000,4.450000,-0.855348,2.560087,2.757499
0.289185,4.990000,0.978000,4.450000,-0.855348,2.560087,2.757499
0.300297,4.990000,0.978000,4.450000,-0.855348,2.560087,2.757499
0.311408,4.990000,0.978000,4.450000,-0.855348,2.560087,2.757499
0.322519,4.990000,0.978000,4.450000,-0.855348,2.560087,2.757499
0.333630,4.990000,0.978000,4.450000,-0.855348,2.560087,2.757499
0.344741,4.990000,0.978000,4.450000,-0.828973,2.560826,3.056652
0.355852,4.990000,0.978000,4.450000,-0.828973,2.560826,3.056652
0.366963,4.990000,0.978000,4.450000,-0.828973,2.560826,3.056652
0.378074,4.990000,0.978000,4.450000,-0.802378,2.550683,3.358293
0.389185,4.990000,0.978000,4.450000,-0.802378,2.550683,3.358293
0.400297,4.990000,0.978000,4.450000,-0.802378,2.550683,3.358293
0.411408,4.990000,0.978000,4.450000,-0.802378,2.550683,3.358293
0.422519,4.990000,0.978000,4.450000,-0.802378,2.550683,3.358293
0.433630,4.990000,0.978000,4.450000,-0.802378,2.550683,3.358293
0.444741,4.990000,0.978000,4.450000,-0.775761,2.530405,3.660190
0.455852,4.990000,0.978000,4.450000,-0.775761,2.530405,3.660190
0.466963,4.990000,0.978000,4.450000,-0.775761,2.530405,3.660190
0.478074,4.990000,0.978000,4.450000,-0.748862,2.501024,3.956289
0.489185,4.990000,0.978000,4.450000,-0.748862,2.501024,3.956289
0.500297,4.990000,0.978000,4.450000,-0.748862,2.501024,3.956289
0.511408,4.990000,0.978000,4.450000,,,
0.522519,4.990000,0.978000,4.450000,,,
0.533630,4.990000,0.978000,4.450000,,,
0.544741,4.990000,0.978000,4.450000,,,
0.555852,4.990000,0.978000,4.450000,-0.729270,2.475308,4.141854
0.566963,4.990000,0.978000,4.450000,-0.729270,2.475308,4.141854
0.578075,4.990000,0.978000,4.450000,-0.729270,2.475308,4.141854
0.589186,4.990000,0.978000,4.450000,-0.729270,2.475308,4.141854
0.600297,4.990000,0.978000,4.450000,-0.729270,2.475308,4.141854
0.611408,4.990000,0.978000,4.450000,-0.729270,2.475308,4.141854
0.622519,4.990000,0.978000,4.450000,,,
0.633630,4.990000,0.978000,4.450000,,,
0.644741,4.990000,0.978000,4.450000,,,
0.655853,4.990000,0.978000,4.450000,-0.729270,2.475308,4.141854
0.666964,4.990000,0.978000,4.450000,-0.729270,2.475308,4.141854
0.678075,4.990000,0.978000,4.450000,-0.729270,2.475308,4.141854
0.689186,4.990000,0.978000,4.450000,-0.729270,2.475308,4.141854
0.700297,4.990000,0.978000,4.450000,-0.729270,2.475308,4.141854
0.711408,4.990000,0.978000,4.450000,-0.729270,2.475308,4.141854
0.722519,4.990000,0.978000,4.450000,,,
0.733631,4.990000,0.978000,4.450000,,,
0.744742,4.990000,0.978000,4.450000,,,
0.755853,4.990000,0.978000,4.450000,,,
0.766964,4.990000,0.978000,4.450000,-0.742307,2.495405,4.010082
0.778075,4.990000,0.978000,4.450000,-0.742307,2.495405,4.010082
0.789186,4.990000,0.978000,4.450000,-0.742307,2.495405,4.010082
0.800297,4.990000,0.978000,4.450000,-0.773166,2.540669,3.697552
0.811409,4.990000,0.978000,4.450000,-0.773166,2.540669,3.697552
0.822520,4.990000,0.978000,4.450000,-0.773166,2.540669,3.697552
0.833631,4.990000,0.978000,4.450000,,,
0.844742,4.990000,0.978000,4.450000,,,
0.855853,4.990000,0.978000,4.450000,,,
0.866964,4.990000,0.978000,4.450000,-0.803651,2.580387,3.386286
0.878075,4.990000,0.978000,4.450000,-0.803651,2.580387,3.386286
0.889186,4.990000,0.978000,4.450000,-0.803651,2.580387,3.386286
0.900298,4.990000,0.978000,4.450000,-0.832487,2.609133,3.078845
0.911409,4.990000,0.978000,4.450000,-0.832487,2.609133,3.078845
0.922520,4.990000,0.978000,4.450000,-0.832487,2.609133,3.078845
0.933631,4.990000,0.978000,4.450000,,,
0.944742,4.990000,0.978000,4.450000,,,
0.955853,4.990000,0.978000,4.450000,,,
0.966964,4.990000,0.978000,4.450000,,,
0.978076,4.990000,0.978000,4.450000,-0.855667,2.622021,2.775383
0.989187,4.990000,0.978000,4.450000,-0.855667,2.622021,2.775383
1.000298,4.990000,0.978000,4.450000,-0.855667,2.622021,2.775383
1.011409,4.990000,0.978000,4.450000,-0.872880,2.613531,2.468588
1.022520,4.990000,0.978000,4.450000,-0.872880,2.613531,2.468588
1.033631,4.990000,0.978000,4.450000,-0.872880,2.613531,2.468588
1.044742,4.990000,0.978000,4.450000,,,
1.055853,4.990000,0.978000,4.450000,,,
1.066965,4.990000,0.978000,4.450000,,,
1.078076,4.990000,0.978000,4.450000,-0.887261,2.569736,2.166193
1.089187,4.990000,0.978000,4.450000,-0.887261,2.569736,2.166193
1.100298,4.990000,0.978000,4.450000,-0.887261,2.569736,2.166193
1.111409,4.990000,0.978000,4.450000,-0.898011,2.494279,1.875388
1.122520,4.990000,0.978000,4.450000,-0.898011,2.494279,1.875388
1.133631,4.990000,0.978000,4.450000,-0.898011,2.494279,1.875388
1.144743,4.990000,0.978000,4.450000,,,
1.155854,4.990000,0.978000,4.450000,,,
1.166965,4.990000,0.978000,4.450000,,,
1.178076,4.990000,0.978000,4.450000,-0.905263,2.379667,1.564609
1.189187,4.990000,0.978000,4.450000,-0.905263,2.379667,1.564609
1.200298,4.990000,0.978000,4.450000,-0.905263,2.379667,1.564609
1.211409,4.990000,0.978000,4.450000,-0.905263,2.379667,1.564609
1.222521,4.990000,0.978000,4.450000,-0.907173,2.280843,1.350908
1.233632,4.990000,0.978000,4.450000,-0.907173,2.280843,1.350908
1.244743,4.990000,0.978000,4.450000,-0.907173,2.280843,1.350908
1.255854,4.990000,0.978000,4.450000,-0.907173,2.280843,1.350908
1.266965,4.990000,0.978000,4.450000,-0.907173,2.280843,1.350908
1.278076,4.990000,0.978000,4.450000,-0.907173,2.280843,1.350908
1.289187,4.990000,0.978000,4.450000,-0.907173,2.280843,1.350908
1.300299,4.990000,0.978000,4.450000,-0.907173,2.280843,1.350908
1.311410,4.990000,0.978000,4.450000,-0.907173,2.280843,1.350908
1.322521,4.990000,0.978000,4.450000,-0.907173,2.280843,1.350908
1.333632,4.990000,0.978000,4.450000,-0.907173,2.280843,1.350908
1.344743,4.990000,0.978000,4.450000,-0.907173,2.280843,1.350908
1.355854,4.990000,0.978000,4.450000,-0.907173,2.280843,1.350908
1.366965,4.990000,0.978000,4.450000,-0.907173,2.280843,1.350908
1.378077,4.990000,0.978000,4.450000,-0.907173,2.280843,1.350908
1.389188,4.990000,0.978000,4.450000,,,
1.400299,4.990000,0.978000,4.450000,,,
1.411410,4.990000,0.978000,4.450000,,,
1.422521,4.990000,0.978000,4.450000,-0.823595,2.300071,1.354681
1.433632,4.990000,0.978000,4.450000,-0.823595,2.300071,1.354681
1.444743,4.990000,0.978000,4.450000,-0.823595,2.300071,1.354681
1.455855,4.990000,0.978000,4.450000,-0.823595,2.300071,1.354681
1.466966,4.990000,0.978000,4.450000,-0.517523,2.365205,1.369869
1.478077,4.990000,0.978000,4.450000,-0.517523,2.365205,1.369869
1.489188,4.990000,0.978000,4.450000,-0.517523,2.365205,1.369869
1.500299,4.990000,0.978000,4.450000,-0.517523,2.365205,1.369869
1.511410,4.990000,0.978000,4.450000,-0.517523,2.365205,1.369869
1.522521,4.990000,0.978000,4.450000,-0.517523,2.365205,1.369869
1.533633,4.990000,0.978000,4.450000,-0.185387,2.399676,1.387440
1.544744,4.990000,0.978000,4.450000,-0.185387,2.399676,1.387440
1.555855,4.990000,0.978000,4.450000,-0.185387,2.399676,1.387440
1.566966,4.990000,0.978000,4.450000,0.119730,2.366401,1.403287
1.578077,4.990000,0.978000,4.450000,0.119730,2.366401,1.403287
1.589188,4.990000,0.978000,4.450000,0.119730,2.366401,1.403287
1.600299,4.990000,0.978000,4.450000,0.119730,2.366401,1.403287
1.611410,4.990000,0.978000,4.450000,0.119730,2.366401,1.403287
1.622522,4.990000,0.978000,4.450000,0.119730,2.366401,1.403287
1.633633,4.990000,0.978000,4.450000,0.418282,2.278687,1.418234
1.644744,4.990000,0.978000,4.450000,0.418282,2.278687,1.418234
1.655855,4.990000,0.978000,4.450000,0.418282,2.278687,1.418234
1.666966,4.990000,0.978000,4.450000,0.623374,2.202951,1.426621
1.678077,4.990000,0.978000,4.450000,0.623374,2.202951,1.426621
1.689188,4.990000,0.978000,4.450000,0.623374,2.202951,1.426621
1.700300,4.990000,0.978000,4.450000,0.623374,2.202951,1.426621
1.711411,4.990000,0.978000,4.450000,,,
1.722522,4.990000,0.978000,4.450000,,,
1.733633,4.990000,0.978000,4.450000,,,
1.744744,4.990000,0.978000,4.450000,0.623374,2.202951,1.426621
1.755855,4.990000,0.978000,4.450000,0.623374,2.202951,1.426621
1.766966,4.990000,0.978000,4.450000,0.623374,2.202951,1.426621
1.778078,4.990000,0.978000,4.450000,0.623374,2.202951,1.426621
1.789189,4.990000,0.978000,4.450000,0.623374,2.202951,1.426621
1.800300,4.990000,0.978000,4.450000,0.623374,2.202951,1.426621
1.811411,4.990000,0.978000,4.450000,,,
1.822522,4.990000,0.978000,4.450000,,,
1.833633,4.990000,0.978000,4.450000,,,
1.844744,4.990000,0.978000,4.450000,0.623374,2.202951,1.426621
1.855856,4.990000,0.978000,4.450000,0.623374,2.202951,1.426621
1.866967,4.990000,0.978000,4.450000,0.623374,2.202951,1.426621
1.878078,4.990000,0.978000,4.450000,0.541603,2.233920,1.537573
1.889189,4.990000,0.978000,4.450000,0.541603,2.233920,1.537573
1.900300,4.990000,0.978000,4.450000,0.541603,2.233920,1.537573
1.911411,4.990000,0.978000,4.450000,0.541603,2.233920,1.537573
1.922522,4.990000,0.978000,4.450000,0.541603,2.233920,1.537573
1.933634,4.990000,0.978000,4.450000,0.541603,2.233920,1.537573
1.944745,4.990000,0.978000,4.450000,0.358037,2.301512,1.786377
