Timestamp,HumanMPositionX,HumanMPositionY,HumanMPositionZ,BallPositionX,BallPositionY,BallPositionZ,Ball2PositionX,Ball2PositionY,Ball2PositionZ
0.044000,4.990000,0.978000,4.450000,,,,,,
0.055100,,,,-0.670062,2.404334,3.754062,-1.000686,2.387889,1.109058
0.077300,4.990000,0.978000,4.450000,,,,,,
0.110400,,,,-0.467833,2.452994,3.677254,-0.981437,2.421454,1.327387
0.121500,4.990000,0.978000,4.450000,,,,,,
0.154800,4.990000,0.978000,4.450000,,,,,,
0.166100,,,,-0.264472,2.495239,3.600016,-0.962182,2.453820,1.545778
0.188300,4.990000,0.978000,4.450000,,,,,,
0.221600,4.990000,0.978000,4.450000,-0.058921,2.525883,3.521946,-0.942869,2.484595,1.764824
0.266200,4.990000,0.978000,4.450000,,,,,,
0.277500,,,,0.149328,2.540161,3.442852,-0.923418,2.512954,1.985440
0.299500,4.990000,0.978000,4.450000,,,,,,
0.332700,,,,0.356486,2.535408,3.364172,-0.904067,2.537636,2.204921
0.343700,4.990000,0.978000,4.450000,,,,,,
0.377100,4.990000,0.978000,4.450000,,,,,,
0.388300,,,,0.562693,2.512108,3.285852,-0.884664,2.558001,2.424990
0.421600,4.990000,0.978000,4.450000,,,,,,
0.443700,,,,0.767108,2.472904,3.208214,-0.865197,2.573298,2.645787
0.454900,4.990000,0.978000,4.450000,,,,,,
0.488200,4.990000,0.978000,4.450000,,,,,,
0.499300,,,,0.969620,2.421827,3.131298,-0.845667,2.582901,2.867298
0.521600,4.990000,0.978000,4.450000,,,,,,
0.555100,4.990000,0.978000,4.450000,1.089427,2.387295,3.084018,-0.822251,2.584779,3.088867
0.588400,4.990000,0.978000,4.450000,,,,,,
0.610800,,,,1.089427,2.387295,3.084018,-0.804550,2.578774,3.311231
0.622100,4.990000,0.978000,4.450000,,,,,,
0.666300,4.990000,0.978000,4.450000,1.089427,2.387295,3.084018,-0.798958,2.564862,3.531918
0.699600,4.990000,0.978000,4.450000,,,,,,
0.721900,,,,1.089427,2.387295,3.084018,-0.799774,2.542120,3.752713
0.733100,4.990000,0.978000,4.450000,,,,,,
0.777300,4.990000,0.978000,4.450000,0.928683,2.427892,3.137570,-0.812620,2.508983,3.972571
0.810700,4.990000,0.978000,4.450000,,,,,,
