Timestamp,IsValid,CoordinateSystem,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW,EulerX,EulerY,EulerZ,VelocityValid,VelocityX,VelocityY,VelocityZ,AngularVelocityValid,AngularVelocityX,AngularVelocityY,AngularVelocityZ
0.000000,True,Device,-0.001997,1.063460,-0.019217,-0.058497,0.007531,0.014776,0.998150,353.280900,0.767688,1.651166,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.011581,True,Device,-0.002030,1.063478,-0.019248,-0.058711,0.007291,0.015041,0.998135,353.256700,0.737820,1.683171,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.021957,True,Device,-0.002091,1.063534,-0.019282,-0.058934,0.007078,0.015225,0.998121,353.231300,0.711724,1.705741,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.032913,True,Device,-0.002132,1.063577,-0.019332,-0.059101,0.006775,0.015356,0.998111,353.212600,0.675695,1.722786,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.043945,True,Device,-0.002176,1.063631,-0.019364,-0.059265,0.006621,0.015280,0.998103,353.194100,0.658134,1.714978,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.055130,True,Device,-0.002200,1.063661,-0.019398,-0.059379,0.006489,0.015105,0.998100,353.181200,0.643996,1.695646,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.066376,True,Device,-0.002216,1.063658,-0.019448,-0.059413,0.006368,0.014802,0.998103,353.177800,0.632007,1.661586,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.077301,True,Device,-0.002227,1.063662,-0.019495,-0.059394,0.006371,0.014813,0.998104,353.180000,0.632391,1.662906,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.088394,True,Device,-0.002211,1.063669,-0.019545,-0.059351,0.006423,0.014801,0.998107,353.184800,0.638531,1.661132,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.099686,True,Device,-0.002196,1.063653,-0.019598,-0.059285,0.006498,0.014842,0.998110,353.192200,0.646965,1.665356,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
