Timestamp,HumanMPositionX,HumanMPositionY,HumanMPositionZ,BallPositionX,BallPositionY,BallPositionZ,Ball2PositionX,Ball2PositionY,Ball2PositionZ
0.035500,4.990000,0.978000,4.450000,,,,,,
0.057800,,,,-0.657610,2.407445,3.749332,-0.999478,2.390042,1.122766
0.068900,4.990000,0.978000,4.450000,,,,,,
0.102200,4.990000,0.978000,4.450000,,,,,,
0.113300,,,,-0.454542,2.456078,3.672206,-0.980151,2.423650,1.341966
0.137500,4.990000,0.978000,4.450000,,,,,,
0.169100,,,,-0.246823,2.498190,3.593313,-0.960499,2.456543,1.564867
0.180100,4.990000,0.978000,4.450000,,,,,,
0.213400,4.990000,0.978000,4.450000,,,,,,
0.224400,,,,-0.044130,2.526815,3.516328,-0.941471,2.486688,1.780682
0.257800,4.990000,0.978000,4.450000,,,,,,
0.279900,,,,0.163494,2.539325,3.437471,-0.922085,2.514753,2.000558
0.291200,4.990000,0.978000,4.450000,,,,,,
0.324500,4.990000,0.978000,4.450000,,,,,,
0.335600,,,,0.370618,2.533024,3.358804,-0.902732,2.539204,2.220066
0.357800,4.990000,0.978000,4.450000,,,,,,
0.391400,4.990000,0.978000,4.450000,0.576556,2.508598,3.280587,-0.883342,2.559286,2.439991
0.435700,4.990000,0.978000,4.450000,,,,,,
0.446600,,,,0.781790,2.468548,3.202637,-0.863784,2.574332,2.661813
0.480100,4.990000,0.978000,4.450000,,,,,,
0.502300,,,,0.983688,2.417495,3.125955,-0.844310,2.583553,2.882696
0.513500,4.990000,0.978000,4.450000,,,,,,
0.557800,4.990000,0.978000,4.450000,1.102749,2.383620,3.076230,-0.817361,2.584805,3.102792
0.592100,4.990000,0.978000,4.450000,,,,,,
0.613900,,,,1.102749,2.383620,3.076230,-0.780104,2.578449,3.324126
0.635700,4.990000,0.978000,4.450000,,,,,,
0.668800,,,,1.102749,2.383620,3.076230,-0.731213,2.564787,3.537703
0.680100,4.990000,0.978000,4.450000,,,,,,
0.713400,4.990000,0.978000,4.450000,,,,,,
0.724400,,,,1.102749,2.383620,3.076230,-0.667505,2.542626,3.750167
0.746800,4.990000,0.978000,4.450000,,,,,,
0.782200,4.990000,0.978000,4.450000,0.981266,2.417001,3.134124,-0.587593,2.510469,3.964509
0.825900,4.990000,0.978000,4.450000,,,,,,
0.836200,,,,0.791983,2.467474,3.231225,-0.505239,2.473881,4.163690
0.859300,4.990000,0.978000,4.450000,,,,,,
0.891200,,,,0.604164,2.511335,3.334710,-0.402680,2.435148,4.352963
0.902300,4.990000,0.978000,4.450000,,,,,,
0.937100,4.990000,0.978000,4.450000,,,,,,
0.947000,,,,0.409504,2.541691,3.445872,-0.270162,2.397411,4.532320
0.980000,4.990000,0.978000,4.450000,,,,,,
1.002100,,,,0.224820,2.549416,3.557066,-0.270162,2.397411,4.532320
1.014700,4.990000,0.978000,4.450000,,,,,,
1.057700,4.990000,0.978000,4.450000,0.033269,2.528687,3.666803,-0.270162,2.397411,4.532320
1.091100,4.990000,0.978000,4.450000,,,,,,
1.113500,,,,-0.165316,2.482928,3.757363,-0.270162,2.397411,4.532320
1.124500,4.990000,0.978000,4.450000,,,,,,
1.157800,4.990000,0.978000,4.450000,,,,,,
1.170100,,,,-0.365497,2.426209,3.834156,-0.276400,2.403825,4.489045
1.195400,4.990000,0.978000,4.450000,,,,,,
1.224500,,,,-0.566762,2.363007,3.903555,-0.306121,2.433919,4.271028
1.235500,4.990000,0.978000,4.450000,,,,,,
1.268900,4.990000,0.978000,4.450000,,,,,,
1.280000,,,,-0.566762,2.363007,3.903555,-0.331376,2.459462,4.051841
1.302400,4.990000,0.978000,4.450000,,,,,,
1.335600,,,,-0.566762,2.363007,3.903555,-0.351546,2.478326,3.830680
