Timestamp,IsValid,CoordinateSystem,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW,EulerX,EulerY,EulerZ,VelocityValid,VelocityX,VelocityY,VelocityZ,AngularVelocityValid,AngularVelocityX,AngularVelocityY,AngularVelocityZ
0.000000,True,Device,-0.030810,1.114583,0.026788,-0.053049,-0.080576,-0.000027,0.995336,353.937800,350.717600,0.489456,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.018860,True,Device,-0.030853,1.114594,0.026783,-0.052988,-0.080610,0.000244,0.995336,353.947400,350.712200,0.520173,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.035461,True,Device,-0.030879,1.114620,0.026772,-0.053069,-0.080618,0.000448,0.995331,353.940000,350.709900,0.544400,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.046570,True,Device,-0.030889,1.114643,0.026758,-0.053142,-0.080523,0.000494,0.995335,353.932000,350.720500,0.549741,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.057800,True,Device,-0.030891,1.114661,0.026735,-0.053284,-0.080447,0.000556,0.995334,353.916300,350.728700,0.557731,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.068909,True,Device,-0.030908,1.114688,0.026736,-0.053498,-0.080291,0.000596,0.995335,353.892100,350.746100,0.563397,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.079895,True,Device,-0.030914,1.114697,0.026710,-0.053561,-0.080317,0.000588,0.995329,353.884900,350.743000,0.563192,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.091064,True,Device,-0.030935,1.114668,0.026679,-0.053663,-0.080338,0.000749,0.995322,353.874600,350.739500,0.582758,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.102234,True,Device,-0.030953,1.114650,0.026685,-0.053583,-0.080437,0.000720,0.995318,353.883600,350.728400,0.579327,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.113342,True,Device,-0.030974,1.114641,0.026665,-0.053488,-0.080587,0.000724,0.995311,353.894600,350.711200,0.579794,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.128357,True,Device,-0.031003,1.114656,0.026628,-0.053507,-0.080656,0.000633,0.995305,353.891600,350.703800,0.570029,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.137451,True,Device,-0.031010,1.114688,0.026633,-0.053651,-0.080768,0.000404,0.995288,353.873000,350.692000,0.545803,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.146606,True,Device,-0.031036,1.114686,0.026594,-0.053645,-0.080806,0.000362,0.995285,353.873400,350.687900,0.541076,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.158752,True,Device,-0.031053,1.114685,0.026557,-0.053611,-0.080862,0.000385,0.995282,353.877500,350.681300,0.543762,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.169128,True,Device,-0.031062,1.114693,0.026552,-0.053592,-0.080955,0.000505,0.995276,353.880900,350.669900,0.557899,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.180054,True,Device,-0.031071,1.114674,0.026508,-0.053614,-0.081093,0.000587,0.995263,353.879200,350.653400,0.568398,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.191101,True,Device,-0.031087,1.114671,0.026469,-0.053605,-0.081161,0.000410,0.995259,353.878600,350.646700,0.548494,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.202332,True,Device,-0.031088,1.114699,0.026456,-0.053653,-0.081186,0.000165,0.995254,353.870800,350.645200,0.520948,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.213440,True,Device,-0.031076,1.114728,0.026427,-0.053661,-0.081128,0.000053,0.995258,353.868800,350.652500,0.507849,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.224426,True,Device,-0.031076,1.114713,0.026389,-0.053654,-0.081041,0.000225,0.995266,353.871200,350.661600,0.526932,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.235718,True,Device,-0.031051,1.114727,0.026406,-0.053505,-0.081103,0.000321,0.995269,353.889200,350.654000,0.536931,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
