Timestamp,LeftGazeValid,LeftGazePosX,LeftGazePosY,LeftGazePosZ,LeftGazeRotX,LeftGazeRotY,LeftGazeRotZ,LeftGazeRotW,RightGazeValid,RightGazePosX,RightGazePosY,RightGazePosZ,RightGazeRotX,RightGazeRotY,RightGazeRotZ,RightGazeRotW,LeftDiameterValid,LeftPupilDiameter,LeftPositionValid,LeftPupilPosX,LeftPupilPosY,RightDiameterValid,RightPupilDiameter,RightPositionValid,RightPupilPosX,RightPupilPosY,AnchorIndex,HMDIsValid,HMDCoordinateSystem,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationX,HMDRotationY,HMDRotationZ,HMDRotationW,HMDEulerX,HMDEulerY,HMDEulerZ,HMDVelocityValid,HMDVelocityX,HMDVelocityY,HMDVelocityZ,HMDAngularVelocityValid,HMDAngularVelocityX,HMDAngularVelocityY,HMDAngularVelocityZ,HumanMPositionX,HumanMPositionY,HumanMPositionZ,BallPositionX,BallPositionY,BallPositionZ,Ball2PositionX,Ball2PositionY,Ball2PositionZ,CubeHumanPositionX,CubeHumanPositionY,CubeHumanPositionZ
0.000000,True,0.123361,1.041369,0.060617,0.055623,0.071430,0.002032,-0.995892,True,0.188357,1.040705,0.060901,0.034779,0.007225,0.004944,-0.999357,True,4.000,True,0.445492,0.485494,True,4.000,True,0.483875,0.510372,0,True,Device,0.155808,1.042406,0.075696,-0.045665,-0.001945,-0.005204,0.998941,354.764300,359.803700,359.412000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,0.000000,0.000000,0.000000
0.023830,True,0.124578,1.041481,0.060499,0.055838,0.071465,0.001597,-0.995878,True,0.189574,1.040871,0.060784,0.040484,0.009385,0.004435,-0.999126,True,4.000,True,0.445492,0.485494,True,4.000,True,0.482121,0.510040,,True,Device,0.157023,1.042552,0.075578,-0.045904,-0.001975,-0.004786,0.998932,354.736900,359.798200,359.460300,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.036797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.990000,0.978000,4.450000
0.039738,True,0.127312,1.041735,0.060191,0.059754,0.074414,-0.000063,-0.995436,True,0.192310,1.041327,0.060605,0.041738,0.010434,0.002915,-0.999070,True,4.000,True,0.444932,0.484577,True,4.000,True,0.482121,0.510040,,True,Device,0.159725,1.042945,0.075331,-0.047163,-0.003031,-0.003280,0.998877,354.592400,359.669300,359.639300,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,4.990000,0.978000,4.450000,,,,,,,,,
0.055847,True,0.128909,1.041972,0.060114,0.061692,0.075432,-0.001525,-0.995240,True,0.193907,1.041745,0.060652,0.046911,0.013102,0.001493,-0.998812,True,4.000,True,0.444932,0.484577,True,4.000,True,0.480929,0.510000,,True,Device,0.161290,1.043333,0.075310,-0.049199,-0.004042,-0.001948,0.998779,354.359000,359.546200,359.798900,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,-0.654758,2.408171,3.748249,-0.999228,2.390499,1.125603,,,
0.065971,True,0.129928,1.042043,0.060021,0.065112,0.077982,-0.003170,-0.994821,True,0.194925,1.042018,0.060684,0.048378,0.014142,-0.000014,-0.998729,True,4.000,True,0.444195,0.484048,True,4.000,True,0.480929,0.510000,,True,Device,0.162275,1.043549,0.075275,-0.050672,-0.005082,-0.000457,0.998702,354.190700,359.418100,359.977100,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.071011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.990000,0.978000,4.450000
0.076897,True,0.131043,1.042182,0.059946,0.066362,0.078741,-0.004130,-0.994675,True,0.196038,1.042276,0.060700,0.049688,0.014892,-0.000905,-0.998653,True,4.000,True,0.444195,0.484048,True,4.000,True,0.480929,0.510000,,True,Device,0.163365,1.043786,0.075241,-0.051986,-0.005833,0.000420,0.998631,354.040600,359.326300,0.083245,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,4.990000,0.978000,4.450000,,,,,,,,,
0.087994,True,0.132242,1.042376,0.059928,0.067560,0.079681,-0.004877,-0.994516,True,0.197236,1.042565,0.060799,0.053337,0.017288,-0.001652,-0.998426,True,4.000,True,0.444195,0.484048,True,4.000,True,0.479583,0.509437,,True,Device,0.164534,1.044065,0.075277,-0.053230,-0.006769,0.001092,0.998559,353.898300,359.214400,0.167169,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.099197,True,0.133327,1.042490,0.059867,0.070031,0.081328,-0.004928,-0.994212,True,0.198320,1.042682,0.060839,0.053970,0.018063,-0.001641,-0.998378,True,4.000,True,0.443772,0.482852,True,4.000,True,0.479583,0.509437,,True,Device,0.165596,1.044199,0.075264,-0.053859,-0.007543,0.001074,0.998520,353.826300,359.125200,0.170482,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
