Timestamp,LeftDiameterValid,LeftPupilDiameter,LeftPositionValid,LeftPupilPosX,LeftPupilPosY,RightDiameterValid,RightPupilDiameter,RightPositionValid,RightPupilPosX,RightPupilPosY
0.000,True,3.046,True,0.494650,0.506586,True,2.868,True,0.526225,0.482938
0.014,True,3.046,True,0.494650,0.506586,True,2.868,True,0.526225,0.482938
0.031,True,3.046,True,0.495170,0.505608,True,2.868,True,0.526225,0.482938
0.042,True,3.046,True,0.495170,0.505608,True,2.868,True,0.526403,0.482417
0.053,True,3.046,True,0.494659,0.507124,True,2.868,True,0.526403,0.482417
0.064,True,3.046,True,0.494659,0.507124,True,2.868,True,0.526403,0.482417
0.075,True,3.046,True,0.494659,0.507124,True,2.868,True,0.525772,0.482705
0.086,True,3.046,True,0.495315,0.506009,True,2.868,True,0.525772,0.482705
0.097,True,3.046,True,0.495315,0.506009,True,2.868,True,0.525772,0.482705
0.108,True,3.046,True,0.495315,0.506009,True,2.868,True,0.525573,0.481894
0.120,True,3.046,True,0.495273,0.506524,True,2.868,True,0.525573,0.481894
0.131,True,3.046,True,0.495273,0.506524,True,2.868,True,0.525573,0.481894
0.142,True,3.046,True,0.495273,0.506524,True,2.868,True,0.527132,0.483659
0.153,True,3.046,True,0.495320,0.506565,True,2.868,True,0.527132,0.483659
0.164,True,3.046,True,0.495320,0.506565,True,2.868,True,0.527132,0.483659
0.175,True,3.046,True,0.495320,0.506565,True,2.868,True,0.528141,0.483863
0.186,True,3.046,True,0.494843,0.507509,True,2.868,True,0.528141,0.483863
0.199,True,3.046,True,0.494843,0.507509,True,2.868,True,0.528141,0.483863
0.209,True,3.046,True,0.494843,0.507509,True,2.868,True,0.528100,0.483585
0.220,True,3.046,True,0.495476,0.507115,True,2.868,True,0.528100,0.483585
0.231,True,3.046,True,0.495476,0.507115,True,2.868,True,0.528100,0.483585
0.242,True,3.046,True,0.495476,0.507115,True,2.868,True,0.527497,0.482806
0.253,True,3.046,True,0.494988,0.506918,True,2.868,True,0.527497,0.482806
0.264,True,3.046,True,0.494988,0.506918,True,2.868,True,0.527497,0.482806
0.275,True,2.990,True,0.494988,0.506918,True,3.128,True,0.528139,0.483753
0.286,True,2.990,True,0.495271,0.506811,True,3.128,True,0.528139,0.483753
0.297,True,2.990,True,0.495271,0.506811,True,3.128,True,0.527918,0.483025
0.309,True,2.990,True,0.495271,0.506811,True,3.128,True,0.527918,0.483025
0.320,True,2.990,True,0.495003,0.507004,True,3.128,True,0.527918,0.483025
0.331,True,2.990,True,0.495003,0.507004,True,3.128,True,0.527918,0.483025
0.342,True,2.990,True,0.495003,0.507004,True,3.128,True,0.527842,0.483047
0.353,True,2.990,True,0.495003,0.507004,True,3.128,True,0.527842,0.483047
0.364,True,2.990,True,0.495212,0.506586,True,3.128,True,0.528173,0.483576
0.375,True,2.990,True,0.495212,0.506586,True,3.128,True,0.528173,0.483576
