Timestamp,HumanMPositionX,HumanMPositionY,HumanMPositionZ,BallPositionX,BallPositionY,BallPositionZ,Ball2PositionX,Ball2PositionY,Ball2PositionZ
0.034865,4.990000,0.978000,4.450000,,,,,,
0.045976,4.990000,0.978000,4.450000,-0.654918,2.408145,3.748310,-0.999209,2.390551,1.125813
0.057088,4.990000,0.978000,4.450000,-0.654918,2.408145,3.748310,-0.999209,2.390551,1.125813
0.068199,4.990000,0.978000,4.450000,-0.654918,2.408145,3.748310,-0.999209,2.390551,1.125813
0.079310,4.990000,0.978000,4.450000,-0.467725,2.453118,3.677213,-0.981391,2.421567,1.327903
0.090421,4.990000,0.978000,4.450000,-0.467725,2.453118,3.677213,-0.981391,2.421567,1.327903
0.101532,4.990000,0.978000,4.450000,-0.467725,2.453118,3.677213,-0.981391,2.421567,1.327903
0.112643,4.990000,0.978000,4.450000,-0.467725,2.453118,3.677213,-0.981391,2.421567,1.327903
0.123754,4.990000,0.978000,4.450000,-0.467725,2.453118,3.677213,-0.981391,2.421567,1.327903
0.134865,4.990000,0.978000,4.450000,-0.467725,2.453118,3.677213,-0.981391,2.421567,1.327903
0.145977,4.990000,0.978000,4.450000,-0.467725,2.453118,3.677213,-0.981391,2.421567,1.327903
0.157088,4.990000,0.978000,4.450000,-0.263702,2.495226,3.599723,-0.962078,2.454022,1.546955
0.168199,4.990000,0.978000,4.450000,-0.263702,2.495226,3.599723,-0.962078,2.454022,1.546955
0.179310,4.990000,0.978000,4.450000,-0.263702,2.495226,3.599723,-0.962078,2.454022,1.546955
0.190421,4.990000,0.978000,4.450000,-0.057295,2.525436,3.521328,-0.942691,2.484893,1.766842
0.201532,4.990000,0.978000,4.450000,-0.057295,2.525436,3.521328,-0.942691,2.484893,1.766842
0.212643,4.990000,0.978000,4.450000,-0.057295,2.525436,3.521328,-0.942691,2.484893,1.766842
0.223754,4.990000,0.978000,4.450000,-0.057295,2.525436,3.521328,-0.942691,2.484893,1.766842
0.234865,4.990000,0.978000,4.450000,-0.057295,2.525436,3.521328,-0.942691,2.484893,1.766842
0.245977,4.990000,0.978000,4.450000,-0.057295,2.525436,3.521328,-0.942691,2.484893,1.766842
0.257088,4.990000,0.978000,4.450000,0.149864,2.539090,3.442648,-0.923345,2.513075,1.986270
0.268199,4.990000,0.978000,4.450000,0.149864,2.539090,3.442648,-0.923345,2.513075,1.986270
0.279310,4.990000,0.978000,4.450000,0.149864,2.539090,3.442648,-0.923345,2.513075,1.986270
0.290421,4.990000,0.978000,4.450000,0.149864,2.539090,3.442648,-0.923345,2.513075,1.986270
0.301532,4.990000,0.978000,4.450000,0.356956,2.534009,3.363993,-0.904000,2.537724,2.205690
0.312643,4.990000,0.978000,4.450000,0.356956,2.534009,3.363993,-0.904000,2.537724,2.205690
0.323754,4.990000,0.978000,4.450000,0.356956,2.534009,3.363993,-0.904000,2.537724,2.205690
0.334865,4.990000,0.978000,4.450000,0.356956,2.534009,3.363993,-0.904000,2.537724,2.205690
0.345977,4.990000,0.978000,4.450000,0.356956,2.534009,3.363993,-0.904000,2.537724,2.205690
0.357088,4.990000,0.978000,4.450000,0.356956,2.534009,3.363993,-0.904000,2.537724,2.205690
0.368199,4.990000,0.978000,4.450000,0.563672,2.510581,3.285480,-0.884548,2.558105,2.426310
0.379310,4.990000,0.978000,4.450000,0.563672,2.510581,3.285480,-0.884548,2.558105,2.426310
0.390421,4.990000,0.978000,4.450000,0.563672,2.510581,3.285480,-0.884548,2.558105,2.426310
0.401532,4.990000,0.978000,4.450000,0.768074,2.471590,3.207847,-0.865085,2.573351,2.647057
0.412643,4.990000,0.978000,4.450000,0.768074,2.471590,3.207847,-0.865085,2.573351,2.647057
0.423754,4.990000,0.978000,4.450000,0.768074,2.471590,3.207847,-0.865085,2.573351,2.647057
0.434865,4.990000,0.978000,4.450000,0.768074,2.471590,3.207847,-0.865085,2.573351,2.647057
0.445977,4.990000,0.978000,4.450000,0.768074,2.471590,3.207847,-0.865085,2.573351,2.647057
0.457088,4.990000,0.978000,4.450000,0.768074,2.471590,3.207847,-0.865085,2.573351,2.647057
0.468199,4.990000,0.978000,4.450000,0.768074,2.471590,3.207847,-0.865085,2.573351,2.647057
0.479310,4.990000,0.978000,4.450000,0.970912,2.420918,3.130807,-0.845534,2.582911,2.868816
0.490421,4.990000,0.978000,4.450000,0.970912,2.420918,3.130807,-0.845534,2.582911,2.868816
0.501532,4.990000,0.978000,4.450000,0.970912,2.420918,3.130807,-0.845534,2.582911,2.868816
