Timestamp,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
36.689830,-0.562018,0.182684,3.631652,0.000000,-0.707438,0.000000,0.706776
36.736790,-0.655900,0.182752,3.632373,0.000000,-0.706723,0.000000,0.707491
36.786800,-0.755917,0.182825,3.633140,0.000000,-0.706140,0.000000,0.708073
36.840790,-0.863878,0.182903,3.633969,0.000000,-0.705667,0.000000,0.708543
36.888280,-0.958815,0.182972,3.634697,0.000000,-0.705364,0.000000,0.708846
36.939120,-1.060485,0.183045,3.635478,0.000000,-0.705116,0.000000,0.709092
36.993100,-1.168414,0.183123,3.636306,0.000000,-0.704920,0.000000,0.709287
37.040730,-1.263675,0.183192,3.637037,0.000000,-0.704793,0.000000,0.709413
37.091300,-1.364796,0.183266,3.637814,0.000000,-0.704691,0.000000,0.709515
37.144220,-1.470601,0.183342,3.638626,0.000000,-0.704611,0.000000,0.709594
37.192010,-1.566148,0.183412,3.639359,0.000000,-0.704557,0.000000,0.709647
37.242770,-1.667664,0.183485,3.640138,0.000000,-0.704514,0.000000,0.709690
37.295620,-1.773327,0.183562,3.640949,0.000000,-0.704481,0.000000,0.709723
37.342800,-1.867677,0.183630,3.641673,0.000000,-0.704459,0.000000,0.709745
37.393630,-1.969301,0.183703,3.642453,0.000000,-0.704441,0.000000,0.709763
37.447480,-2.076974,0.183781,3.643280,0.000000,-0.704427,0.000000,0.709777
37.494340,-2.170672,0.183849,3.643999,0.000000,-0.704418,0.000000,0.709786
37.544430,-2.270838,0.183922,3.644768,0.000000,-0.704410,0.000000,0.709793
37.598280,-2.378496,0.184000,3.645594,0.000000,-0.704404,0.000000,0.709799
37.645830,-2.473574,0.184069,3.646323,0.000000,-0.704401,0.000000,0.709803
37.696530,-2.574949,0.184142,3.647102,0.000000,-0.704397,0.000000,0.709806
37.749480,-2.680815,0.184142,3.647914,0.000000,-0.704395,0.000000,0.709808
37.796890,-2.775617,0.183211,3.648642,0.000000,-0.704393,0.000000,0.709810
37.847230,-2.876263,0.175944,3.649414,0.000000,-0.704392,0.000000,0.709811
37.900410,-2.982590,0.175944,3.650230,0.000000,-0.704391,0.000000,0.709812
37.947750,-3.077241,0.175944,3.650957,0.000000,-0.704390,0.000000,0.709813
37.998560,-3.178838,0.175944,3.651736,0.000000,-0.704390,0.000000,0.709814
38.051590,-3.284854,0.175944,3.652550,0.000000,-0.704389,0.000000,0.709814
38.099260,-3.380183,0.175944,3.653282,0.000000,-0.704389,0.000000,0.709814
38.150270,-3.482159,0.175944,3.654065,0.000000,-0.704389,0.000000,0.709814
38.203160,-3.587909,0.175944,3.654876,0.000000,-0.704389,0.000000,0.709815
38.250950,-3.683457,0.175944,3.655610,0.000000,-0.704389,0.000000,0.709815
38.301820,-3.785152,0.175944,3.656390,0.000000,-0.704388,0.000000,0.709815
38.355060,-3.891612,0.175944,3.657207,0.000000,-0.704388,0.000000,0.709815
