Timestamp,HumanMPositionX,HumanMPositionY,HumanMPositionZ,BallPositionX,BallPositionY,BallPositionZ,Ball2PositionX,Ball2PositionY,Ball2PositionZ
0.034700,4.990000,0.978000,4.450000,,,,,,
0.051200,,,,-0.677972,2.402376,3.757066,-1.001609,2.386244,1.098593
0.068800,4.990000,0.978000,4.450000,,,,,,
0.102100,,,,-0.491845,2.447633,3.686374,-0.983884,2.417238,1.299627
0.104000,4.990000,0.978000,4.450000,,,,,,
0.138400,4.990000,0.978000,4.450000,,,,,,
0.153500,,,,-0.304113,2.488225,3.615072,-0.966085,2.447351,1.501507
0.172300,4.990000,0.978000,4.450000,,,,,,
0.204400,,,,-0.115254,2.519719,3.543342,-0.948305,2.476189,1.703169
0.205900,4.990000,0.978000,4.450000,,,,,,
0.239500,4.990000,0.978000,4.450000,,,,,,
0.255300,,,,0.073569,2.538114,3.471625,-0.930644,2.502900,1.903488
0.273600,4.990000,0.978000,4.450000,,,,,,
0.306000,,,,0.262844,2.541076,3.399737,-0.912982,2.526967,2.103816
0.307600,4.990000,0.978000,4.450000,,,,,,
0.342100,4.990000,0.978000,4.450000,,,,,,
0.356200,,,,0.450526,2.528149,3.328454,-0.895402,2.547631,2.303205
0.376600,4.990000,0.978000,4.450000,,,,,,
0.407200,,,,0.639654,2.500126,3.256622,-0.877523,2.564662,2.505984
0.410300,4.990000,0.978000,4.450000,,,,,,
0.444000,4.990000,0.978000,4.450000,,,,,,
0.458100,,,,0.826560,2.459813,3.185634,-0.859643,2.577148,2.708791
0.477700,4.990000,0.978000,4.450000,,,,,,
0.511400,4.990000,0.978000,4.450000,0.995953,2.415063,3.121296,-0.842874,2.584176,2.894545
0.546500,4.990000,0.978000,4.450000,,,,,,
0.561500,,,,1.071325,2.393264,3.092910,-0.818015,2.584976,3.118095
0.581600,4.990000,0.978000,4.450000,,,,,,
0.612400,,,,1.071325,2.393264,3.092910,-0.794946,2.579185,3.317330
0.616900,4.990000,0.978000,4.450000,,,,,,
0.651100,4.990000,0.978000,4.450000,,,,,,
0.664500,,,,1.071325,2.393264,3.092910,-0.763093,2.566116,3.523924
0.685000,4.990000,0.978000,4.450000,,,,,,
0.714600,,,,1.071325,2.393264,3.092910,-0.724290,2.546506,3.720402
0.719100,4.990000,0.978000,4.450000,,,,,,
0.753400,4.990000,0.978000,4.450000,,,,,,
0.766000,,,,0.934051,2.428056,3.141655,-0.673158,2.519255,3.918310
0.787900,4.990000,0.978000,4.450000,,,,,,
0.817900,,,,0.742568,2.474472,3.208094,-0.605816,2.484478,4.111860
0.822200,4.990000,0.978000,4.450000,,,,,,
0.856200,4.990000,0.978000,4.450000,,,,,,
0.869300,,,,0.552909,2.515399,3.272140,-0.525173,2.444089,4.295149
0.891300,4.990000,0.978000,4.450000,,,,,,
