Timestamp,HumanMPositionX,HumanMPositionY,HumanMPositionZ,BallPositionX,BallPositionY,BallPositionZ
0.000000,,,,-1.020000,2.353000,0.890000
0.048584,9.170000,0.172373,3.710000,-0.992523,2.402057,1.201647
0.099305,9.170000,0.172373,3.710000,-0.967179,2.443306,1.489100
0.148053,9.170000,0.172373,3.710000,-0.940640,2.479390,1.790112
0.197843,9.170000,0.172373,3.710000,-0.915054,2.505432,2.080314
0.248560,9.170000,0.172373,3.710000,-0.888855,2.521615,2.377466
0.298704,9.170000,0.172373,3.710000,-0.862133,2.526751,2.680545
0.349288,9.170000,0.172373,3.710000,-0.835713,2.521142,2.980198
0.400065,9.170000,0.172373,3.710000,-0.809092,2.505882,3.282144
0.449591,9.170000,0.172373,3.710000,-0.782412,2.482764,3.584752
0.499576,9.170000,0.172373,3.710000,-0.756397,2.459060,3.879819
0.549608,9.170000,0.172373,3.710000,-0.756397,2.459060,3.879819
0.600586,9.170000,0.172373,3.710000,-0.756397,2.459060,3.879819
0.650021,9.170000,0.172373,3.710000,-0.756397,2.459060,3.879819
0.700829,9.170000,0.172373,3.710000,-0.756397,2.459060,3.879819
0.751074,9.170000,0.172373,3.710000,-0.787130,2.507026,3.580341
0.802649,9.170000,0.172373,3.710000,-0.821809,2.546687,3.283506
0.852168,9.170000,0.172373,3.710000,-0.852447,2.572090,2.976630
0.903019,9.170000,0.172373,3.710000,-0.886697,2.577502,2.681544
0.953942,9.170000,0.172373,3.710000,-0.937516,2.562174,2.381091
1.004970,9.170000,0.172373,3.710000,-0.989132,2.527636,2.081934
1.055399,9.170000,0.172373,3.710000,-1.031458,2.476602,1.783028
1.106026,9.170000,0.172373,3.710000,-1.064408,2.423534,1.486969
1.156372,9.170000,0.172373,3.710000,-1.064408,2.423534,1.486969
1.207381,9.170000,0.172373,3.710000,-1.064408,2.423534,1.486969
1.257420,9.170000,0.172373,3.710000,-1.064408,2.423534,1.486969
1.307553,9.170000,0.172373,3.710000,-1.064408,2.423534,1.486969
1.358061,9.170000,0.172373,3.710000,-0.818014,2.466622,1.654042
1.409188,9.170000,0.172373,3.710000,-0.577997,2.484529,1.838184
1.458502,9.170000,0.172373,3.710000,-0.354144,2.465083,2.047026
1.508761,9.170000,0.172373,3.710000,-0.142810,2.415105,2.247993
1.558799,9.170000,0.172373,3.710000,0.050091,2.341937,2.467925
1.612888,9.170000,0.172373,3.710000,0.211094,2.255760,2.706230
1.659486,9.170000,0.172373,3.710000,0.299347,2.165200,3.005118
1.709989,9.170000,0.172373,3.710000,0.299347,2.165200,3.005118
1.761087,9.170000,0.172373,3.710000,0.299347,2.165200,3.005118
1.812566,9.170000,0.172373,3.710000,0.299347,2.165200,3.005118
1.862040,9.170000,0.172373,3.710000,0.299347,2.165200,3.005118
1.913162,9.170000,0.172373,3.710000,0.299347,2.165200,3.005118
1.963997,9.170000,0.172373,3.710000,0.231625,2.257824,2.879054
2.015435,9.170000,0.172373,3.710000,0.124949,2.297721,2.690444
2.064626,9.170000,0.172373,3.710000,-0.042128,2.214957,2.444500
2.115415,9.170000,0.172373,3.710000,-0.226417,2.182789,2.288461
2.165549,9.170000,0.172373,3.710000,-0.226417,2.182789,2.288461
2.217255,9.170000,0.172373,3.710000,-0.226417,2.182789,2.288461
2.266840,9.170000,0.172373,3.710000,-0.226417,2.182789,2.288461
2.317641,9.170000,0.172373,3.710000,-0.226417,2.182789,2.288461
2.367481,9.170000,0.172373,3.710000,0.023046,2.246080,2.251044
2.418991,9.170000,0.172373,3.710000,0.270963,2.291277,2.215040
2.468723,9.170000,0.172373,3.710000,0.551623,2.301822,2.154719
2.519708,9.170000,0.172373,3.710000,0.839497,2.259084,2.110470
2.569907,9.170000,0.172373,3.710000,1.082505,2.173051,2.090717
2.620622,9.170000,0.172373,3.710000,1.170640,2.105780,2.083117
2.670151,9.170000,0.172373,3.710000,1.170640,2.105780,2.083117
2.720490,9.170000,0.172373,3.710000,1.170640,2.105780,2.083117
2.770824,9.170000,0.172373,3.710000,1.170640,2.105780,2.083117
2.822346,9.170000,0.172373,3.710000,1.170640,2.105780,2.083117
2.872194,9.170000,0.172373,3.710000,0.921707,2.177530,2.230458
2.922499,9.170000,0.172373,3.710000,0.666685,2.248392,2.369724
2.973013,9.170000,0.172373,3.710000,0.401182,2.315719,2.496519
3.023949,9.170000,0.172373,3.710000,0.125155,2.367782,2.610341
3.073369,9.170000,0.172373,3.710000,-0.156024,2.397894,2.726252
3.124555,9.170000,0.172373,3.710000,-0.432208,2.399214,2.834160
3.174967,9.170000,0.172373,3.710000,-0.726749,2.371543,2.916626
3.225934,9.170000,0.172373,3.710000,-1.009327,2.324690,3.006975
3.275505,9.170000,0.172373,3.710000,-1.007310,2.329861,2.936795
3.325592,9.170000,0.172373,3.710000,-1.007310,2.329861,2.936795
3.376040,9.170000,0.172373,3.710000,-1.007310,2.329861,2.936795
3.427385,9.170000,0.172373,3.710000,-1.007310,2.329861,2.936795
3.477247,9.170000,0.172373,3.710000,-1.007310,2.329861,2.936795
3.528795,9.170000,0.172373,3.710000,-0.871717,2.401349,2.734143
3.579636,9.170000,0.172373,3.710000,-0.714708,2.454332,2.505249
3.630582,9.170000,0.172373,3.710000,-0.534284,2.468119,2.267003
3.679870,9.170000,0.172373,3.710000,-0.330559,2.426725,2.042903
3.730651,9.170000,0.172373,3.710000,-0.159577,2.344147,1.831648
3.780990,9.170000,0.172373,3.710000,-0.032425,2.250332,1.697497
3.831842,9.170000,0.172373,3.710000,-0.032425,2.250332,1.697497
3.882248,9.170000,0.172373,3.710000,-0.032425,2.250332,1.697497
3.933036,9.170000,0.172373,3.710000,-0.032425,2.250332,1.697497
3.983590,9.170000,0.172373,3.710000,-0.032425,2.250332,1.697497
4.035176,9.170000,0.172373,3.710000,0.201429,2.348157,1.707576
4.085269,9.170000,0.172373,3.710000,0.441420,2.427349,1.766005
4.135822,9.170000,0.172373,3.710000,0.725117,2.451617,1.862238
4.185960,9.170000,0.172373,3.710000,0.983472,2.454658,2.021133
4.237273,9.170000,0.172373,3.710000,1.212357,2.430134,2.214795
4.286911,9.170000,0.172373,3.710000,1.419420,2.387990,2.438713
4.337702,9.170000,0.172373,3.710000,1.524562,2.352571,2.715107
4.388844,9.170000,0.172373,3.710000,1.524562,2.352571,2.715107
4.440768,9.170000,0.172373,3.710000,1.524562,2.352571,2.715107
4.490900,9.170000,0.172373,3.710000,1.524562,2.352571,2.715107
4.541793,9.170000,0.172373,3.710000,1.524562,2.352571,2.715107
4.592004,9.170000,0.172373,3.710000,1.376763,2.403644,2.592645
4.643161,9.170000,0.172373,3.710000,1.201642,2.408269,2.473558
4.693178,9.170000,0.172373,3.710000,0.973833,2.272446,2.327967
4.744502,9.170000,0.172373,3.710000,0.851444,2.143214,2.327056
4.795202,9.170000,0.172373,3.710000,0.851444,2.143214,2.327056
4.846251,9.170000,0.172373,3.710000,0.851444,2.143214,2.327056
4.896559,9.170000,0.172373,3.710000,0.851444,2.143214,2.327056
4.946889,9.170000,0.172373,3.710000,0.851444,2.143214,2.327056
4.997556,9.170000,0.172373,3.710000,0.614568,2.208325,2.450693
5.048828,9.170000,0.172373,3.710000,0.393702,2.266125,2.600133
5.098169,9.170000,0.172373,3.710000,0.194829,2.306151,2.797650
5.148311,9.170000,0.172373,3.710000,0.044178,2.315530,3.046560
5.198510,9.170000,0.172373,3.710000,-0.054427,2.289385,3.319536
5.249162,9.170000,0.172373,3.710000,-0.122093,2.239653,3.594860
5.299245,9.170000,0.172373,3.710000,-0.146724,2.192952,3.815467
5.349412,9.170000,0.172373,3.710000,-0.146724,2.192952,3.815467
5.399323,9.170000,0.172373,3.710000,-0.146724,2.192952,3.815467
5.450377,9.170000,0.172373,3.710000,-0.146724,2.192952,3.815467
5.499784,9.170000,0.172373,3.710000,-0.146724,2.192952,3.815467
5.549869,9.170000,0.172373,3.710000,0.070207,2.255756,3.731663
5.599827,9.170000,0.172373,3.710000,0.316667,2.299254,3.638476
5.651614,9.170000,0.172373,3.710000,0.586926,2.301587,3.528056
5.701981,9.170000,0.172373,3.710000,0.859465,2.242008,3.393016
5.752745,9.170000,0.172373,3.710000,1.107814,2.156113,3.243783
5.803359,9.170000,0.172373,3.710000,1.270765,2.108895,3.095043
5.854776,9.170000,0.172373,3.710000,1.270765,2.108895,3.095043
5.904339,9.170000,0.172373,3.710000,1.270765,2.108895,3.095043
5.954638,9.170000,0.172373,3.710000,1.270765,2.108895,3.095043
6.004947,9.170000,0.172373,3.710000,1.270765,2.108895,3.095043
6.056417,9.170000,0.172373,3.710000,1.321657,2.234092,2.938667
6.106568,9.170000,0.172373,3.710000,1.388008,2.329181,2.771966
6.157109,9.170000,0.172373,3.710000,1.457819,2.284220,2.516960
6.207259,9.170000,0.172373,3.710000,1.455318,2.291375,2.579986
6.258287,9.170000,0.172373,3.710000,1.455318,2.291375,2.579986
6.307472,9.170000,0.172373,3.710000,1.455318,2.291375,2.579986
6.357544,9.170000,0.172373,3.710000,1.455318,2.291375,2.579986
6.408346,9.170000,0.172373,3.710000,1.455318,2.291375,2.579986
6.458898,9.170000,0.172373,3.710000,1.213206,2.369032,2.681053
6.509703,9.170000,0.172373,3.710000,0.970542,2.432344,2.780456
