Timestamp,HumanMPositionX,HumanMPositionY,HumanMPositionZ,BallPositionX,BallPositionY,BallPositionZ,Ball2PositionX,Ball2PositionY,Ball2PositionZ
0.044100,4.990000,0.978000,4.450000,,,,,,
0.055100,,,,-0.669635,2.404439,3.753900,-1.000659,2.387936,1.109364
0.088400,4.990000,0.978000,4.450000,,,,,,
0.110800,,,,-0.466693,2.453234,3.676821,-0.981343,2.421611,1.328457
0.122700,4.990000,0.978000,4.450000,,,,,,
0.166400,4.990000,0.978000,4.450000,-0.263538,2.495358,3.599661,-0.962108,2.453930,1.546613
0.199700,4.990000,0.978000,4.450000,,,,,,
0.221800,,,,-0.057124,2.525967,3.521263,-0.942716,2.484802,1.766562
0.233100,4.990000,0.978000,4.450000,,,,,,
0.277400,4.990000,0.978000,4.450000,0.149544,2.539985,3.442769,-0.923413,2.512909,1.985496
0.321700,4.990000,0.978000,4.450000,,,,,,
0.332900,,,,0.356811,2.535129,3.364048,-0.904052,2.537565,2.205100
0.355100,4.990000,0.978000,4.450000,,,,,,
0.388500,4.990000,0.978000,4.450000,0.564082,2.511587,3.285324,-0.884547,2.557972,2.426322
0.432900,4.990000,0.978000,4.450000,,,,,,
0.444100,,,,0.768337,2.472330,3.207747,-0.865093,2.573174,2.646966
0.466300,4.990000,0.978000,4.450000,,,,,,
0.499700,4.990000,0.978000,4.450000,0.970373,2.421381,3.131012,-0.845609,2.582673,2.867958
0.544100,4.990000,0.978000,4.450000,,,,,,
0.555100,,,,1.090828,2.386800,3.085248,-0.821650,2.584418,3.089249
0.588500,4.990000,0.978000,4.450000,,,,,,
0.610800,,,,1.090828,2.386800,3.085248,-0.803324,2.578051,3.310864
0.621900,4.990000,0.978000,4.450000,,,,,,
0.666300,4.990000,0.978000,4.450000,1.090828,2.386800,3.085248,-0.794858,2.564092,3.531865
0.701800,4.990000,0.978000,4.450000,,,,,,
0.724200,,,,1.090828,2.386800,3.085248,-0.797878,2.542006,3.762157
0.735200,4.990000,0.978000,4.450000,,,,,,
0.779700,4.990000,0.978000,4.450000,0.939691,2.429069,3.158311,-0.817776,2.514294,3.981347
0.813000,4.990000,0.978000,4.450000,,,,,,
