Timestamp,HumanMPositionX,HumanMPositionY,HumanMPositionZ,BallPositionX,BallPositionY,BallPositionZ,Ball2PositionX,Ball2PositionY,Ball2PositionZ
0.034200,4.990000,0.978000,4.450000,,,,,,
0.055000,,,,-0.670670,2.404185,3.754293,-1.000741,2.387792,1.108437
0.077200,4.990000,0.978000,4.450000,,,,,,
0.110500,,,,-0.467558,2.453062,3.677149,-0.981408,2.421506,1.327721
0.121800,4.990000,0.978000,4.450000,,,,,,
0.165800,4.990000,0.978000,4.450000,-0.264726,2.495204,3.600112,-0.962203,2.453791,1.545544
0.199100,4.990000,0.978000,4.450000,,,,,,
0.221400,,,,-0.059194,2.525865,3.522050,-0.942892,2.484570,1.764572
0.232600,4.990000,0.978000,4.450000,,,,,,
0.266100,4.990000,0.978000,4.450000,,,,,,
0.276900,,,,0.148992,2.540174,3.442979,-0.923446,2.512930,1.985122
0.310200,4.990000,0.978000,4.450000,,,,,,
0.332600,,,,0.355827,2.535484,3.364422,-0.904126,2.537588,2.204259
0.354800,4.990000,0.978000,4.450000,,,,,,
0.388200,4.990000,0.978000,4.450000,0.561737,2.512298,3.286216,-0.884752,2.557949,2.423998
0.432500,4.990000,0.978000,4.450000,,,,,,
0.443500,,,,0.766721,2.473034,3.208361,-0.865232,2.573311,2.645399
0.465800,4.990000,0.978000,4.450000,,,,,,
0.499100,,,,0.969838,2.421806,3.131216,-0.845643,2.582952,2.867571
0.510400,4.990000,0.978000,4.450000,,,,,,
0.543900,4.990000,0.978000,4.450000,,,,,,
0.557500,,,,1.089470,2.387266,3.084142,-0.821751,2.584759,3.088602
0.588300,4.990000,0.978000,4.450000,,,,,,
0.610700,,,,1.089470,2.387266,3.084142,-0.797877,2.578503,3.309282
0.621600,4.990000,0.978000,4.450000,,,,,,
0.655000,4.990000,0.978000,4.450000,,,,,,
0.667000,,,,1.089470,2.387266,3.084142,-0.769025,2.564031,3.529372
0.688600,4.990000,0.978000,4.450000,,,,,,
0.721500,,,,1.089470,2.387266,3.084142,-0.725450,2.541061,3.745712
0.732600,4.990000,0.978000,4.450000,,,,,,
0.766100,4.990000,0.978000,4.450000,,,,,,
0.777100,,,,0.968902,2.416847,3.125696,-0.662656,2.508728,3.956537
0.799600,4.990000,0.978000,4.450000,,,,,,
0.832700,,,,0.763455,2.464801,3.195194,-0.575622,2.468919,4.156792
0.843700,4.990000,0.978000,4.450000,,,,,,
0.888200,4.990000,0.978000,4.450000,0.558216,2.507621,3.263944,-0.463986,2.425827,4.342070
0.932500,4.990000,0.978000,4.450000,,,,,,
0.943500,,,,0.348622,2.540199,3.331505,-0.339895,2.380146,4.521191
0.965900,4.990000,0.978000,4.450000,,,,,,
0.999300,4.990000,0.978000,4.450000,0.135971,2.555676,3.395304,-0.310636,2.370759,4.552804
1.043700,4.990000,0.978000,4.450000,,,,,,
1.054700,,,,-0.072814,2.545069,3.469785,-0.310636,2.370759,4.552804
1.088100,4.990000,0.978000,4.450000,,,,,,
1.110200,,,,-0.272043,2.495557,3.554394,-0.310636,2.370759,4.552804
1.121600,4.990000,0.978000,4.450000,,,,,,
1.166000,4.990000,0.978000,4.450000,-0.458920,2.409532,3.636921,-0.320235,2.378141,4.510856
1.210200,4.990000,0.978000,4.450000,,,,,,
1.221500,,,,-0.618866,2.287081,3.728971,-0.369896,2.414980,4.297804
1.254800,4.990000,0.978000,4.450000,,,,,,
1.278100,,,,-0.694868,2.199273,3.792727,-0.425200,2.452946,4.071165
1.288200,4.990000,0.978000,4.450000,,,,,,
1.332500,4.990000,0.978000,4.450000,-0.694868,2.199273,3.792727,-0.478679,2.485337,3.872464
1.366100,4.990000,0.978000,4.450000,,,,,,
1.388400,,,,-0.694868,2.199273,3.792727,-0.545425,2.517791,3.661494
1.399400,4.990000,0.978000,4.450000,,,,,,
1.432800,4.990000,0.978000,4.450000,,,,,,
1.443600,,,,-0.694868,2.199273,3.792727,-0.624775,2.545079,3.456217
1.477100,4.990000,0.978000,4.450000,,,,,,
1.499200,,,,-0.535862,2.244087,3.846678,-0.722884,2.563291,3.258069
1.521400,4.990000,0.978000,4.450000,,,,,,
1.554700,4.990000,0.978000,4.450000,-0.331767,2.298861,3.914655,-0.849029,2.565071,3.075793
1.599300,4.990000,0.978000,4.450000,,,,,,
1.610300,,,,-0.124801,2.345256,3.981132,-0.999250,2.539503,2.914499
1.646900,4.990000,0.978000,4.450000,,,,,,
1.669400,,,,0.096237,2.376047,4.053174,-1.123257,2.495303,2.815738
1.680600,4.990000,0.978000,4.450000,,,,,,
1.724900,4.990000,0.978000,4.450000,0.307787,2.382222,4.120331,-1.228230,2.440523,2.758368
1.769300,4.990000,0.978000,4.450000,,,,,,
1.780400,,,,0.519095,2.366873,4.189406,-1.313731,2.375350,2.714212
1.813700,4.990000,0.978000,4.450000,,,,,,
1.835800,,,,0.726505,2.337962,4.261965,-1.364736,2.331411,2.726527
1.847400,4.990000,0.978000,4.450000,,,,,,
1.891400,4.990000,0.978000,4.450000,0.932471,2.303903,4.339703,-1.364736,2.331411,2.726527
1.935900,4.990000,0.978000,4.450000,,,,,,
1.947100,,,,0.973386,2.297008,4.355295,-1.364736,2.331411,2.726527
1.969300,4.990000,0.978000,4.450000,,,,,,
2.002400,,,,0.973386,2.297008,4.355295,-1.364736,2.331411,2.726527
2.013600,4.990000,0.978000,4.450000,,,,,,
2.047400,4.990000,0.978000,4.450000,,,,,,
2.058000,,,,0.973386,2.297008,4.355295,-1.285685,2.347055,2.694789
2.091400,4.990000,0.978000,4.450000,,,,,,
2.113900,,,,0.973386,2.297008,4.355295,-1.081311,2.383995,2.617524
2.125100,4.990000,0.978000,4.450000,,,,,,
2.169400,4.990000,0.978000,4.450000,0.828952,2.356067,4.201724,-0.872076,2.412839,2.549674
2.213900,4.990000,0.978000,4.450000,,,,,,
2.224900,,,,0.680141,2.411878,4.045680,-0.656937,2.426279,2.494004
2.258500,4.990000,0.978000,4.450000,,,,,,
2.280500,,,,0.527425,2.457994,3.891348,-0.438853,2.419604,2.453650
2.302900,4.990000,0.978000,4.450000,,,,,,
2.336100,,,,0.371260,2.488261,3.736548,-0.219965,2.394181,2.426970
2.347400,4.990000,0.978000,4.450000,,,,,,
2.391600,4.990000,0.978000,4.450000,0.214563,2.494160,3.579062,-0.002169,2.353251,2.409124
2.436100,4.990000,0.978000,4.450000,,,,,,
2.447100,,,,0.064651,2.470399,3.416958,0.213841,2.302016,2.399046
2.480700,4.990000,0.978000,4.450000,,,,,,
2.502700,,,,-0.082986,2.412144,3.262172,0.428574,2.245740,2.400223
2.514100,4.990000,0.978000,4.450000,,,,,,
2.558200,4.990000,0.978000,4.450000,-0.182941,2.331163,3.147438,0.599171,2.198445,2.412820
2.591800,4.990000,0.978000,4.450000,,,,,,
2.614000,,,,-0.208957,2.278762,3.114079,0.599171,2.198445,2.412820
2.636100,4.990000,0.978000,4.450000,,,,,,
2.669400,4.990000,0.978000,4.450000,-0.208957,2.278762,3.114079,0.599171,2.198445,2.412820
2.702800,4.990000,0.978000,4.450000,,,,,,
2.725000,,,,-0.208957,2.278762,3.114079,0.599171,2.198445,2.412820
2.747000,4.990000,0.978000,4.450000,,,,,,
2.780200,,,,-0.208957,2.278762,3.114079,0.680541,2.254384,2.480213
2.791400,4.990000,0.978000,4.450000,,,,,,
2.824800,4.990000,0.978000,4.450000,,,,,,
2.835800,,,,-0.196125,2.320209,3.176020,0.825112,2.343190,2.603395
2.869300,4.990000,0.978000,4.450000,,,,,,
2.891500,,,,-0.155071,2.427205,3.357091,0.971058,2.372296,2.742665
2.913600,4.990000,0.978000,4.450000,,,,,,
2.947000,4.990000,0.978000,4.450000,-0.099024,2.475555,3.545997,1.104645,2.327007,2.906218
2.980400,4.990000,0.978000,4.450000,,,,,,
3.002700,,,,-0.021871,2.447475,3.750900,1.200603,2.269204,3.049033
