Timestamp,LeftGazeValid,LeftGazePosX,LeftGazePosY,LeftGazePosZ,LeftGazeRotX,LeftGazeRotY,LeftGazeRotZ,LeftGazeRotW,RightGazeValid,RightGazePosX,RightGazePosY,RightGazePosZ,RightGazeRotX,RightGazeRotY,RightGazeRotZ,RightGazeRotW
0.000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.019,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.028,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.036,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.048,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.066,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.077,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.088,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.099,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.111,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.121,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.132,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.143,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.154,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.166,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.177,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.188,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.199,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.210,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.221,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.232,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.243,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.254,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.266,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.277,True,-0.053935,1.076527,-0.004706,0.143158,0.130532,0.039870,-0.980244,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.288,True,-0.054150,1.076837,-0.005099,0.144709,0.136227,0.039226,-0.979267,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.299,True,-0.054332,1.077080,-0.005445,0.146141,0.141481,0.038551,-0.978335,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.310,True,-0.054505,1.077212,-0.005784,0.147432,0.151940,0.037004,-0.976631,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.321,True,-0.054741,1.077326,-0.006125,0.149832,0.159583,0.036289,-0.975073,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.332,True,-0.054931,1.077400,-0.006449,0.148948,0.162819,0.035790,-0.974692,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.343,True,-0.055131,1.077497,-0.006757,0.150049,0.168267,0.035239,-0.973617,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.354,True,-0.055294,1.077547,-0.007019,0.151043,0.172903,0.034690,-0.972670,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.366,True,-0.055459,1.077501,-0.007256,0.151087,0.173542,0.034601,-0.972553,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.377,True,-0.055605,1.077399,-0.007508,0.151899,0.186004,0.033141,-0.970171,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.388,True,-0.055749,1.077395,-0.007728,0.153103,0.210278,0.030150,-0.965108,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.399,True,-0.055828,1.077384,-0.007922,0.153754,0.214421,0.029760,-0.964105,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.410,True,-0.055910,1.077355,-0.008100,0.154375,0.217033,0.029486,-0.963429,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.421,True,-0.055929,1.077295,-0.008219,0.155719,0.218924,0.029428,-0.962787,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.432,True,-0.055955,1.077201,-0.008304,0.155982,0.205291,0.031190,-0.965688,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.443,True,-0.055976,1.077108,-0.008369,0.157353,0.191559,0.033197,-0.968217,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.455,True,-0.056002,1.077083,-0.008401,0.158398,0.189611,0.033817,-0.968408,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.466,True,-0.055991,1.077080,-0.008383,0.159691,0.189243,0.033970,-0.968262,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.477,True,-0.055933,1.077067,-0.008373,0.161206,0.188800,0.034050,-0.968095,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.488,True,-0.055903,1.077024,-0.008334,0.164167,0.190282,0.033967,-0.967310,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
