Timestamp,LeftGazeValid,LeftGazePosX,LeftGazePosY,LeftGazePosZ,LeftGazeRotX,LeftGazeRotY,LeftGazeRotZ,LeftGazeRotW,RightGazeValid,RightGazePosX,RightGazePosY,RightGazePosZ,RightGazeRotX,RightGazeRotY,RightGazeRotZ,RightGazeRotW
0.000,True,-0.010382,0.986048,0.260860,0.022964,0.073058,-0.014286,-0.996961,True,0.051304,0.990640,0.260429,0.022894,0.088832,-0.015378,-0.995665
0.014,True,-0.010684,0.986157,0.260696,0.031021,0.074824,-0.013886,-0.996617,True,0.051006,0.990706,0.260421,0.030932,0.090606,-0.014985,-0.995294
0.028,True,-0.010842,0.986255,0.260588,0.022265,0.077763,-0.013864,-0.996627,True,0.050851,0.990769,0.260368,0.022214,0.093499,-0.014960,-0.995259
0.039,True,-0.010940,0.986201,0.260569,0.023193,0.078264,-0.013568,-0.996571,True,0.050755,0.990681,0.260399,0.023143,0.094001,-0.014662,-0.995195
0.050,True,-0.011063,0.986243,0.260484,0.023573,0.078760,-0.013392,-0.996525,True,0.050634,0.990704,0.260363,0.023525,0.094497,-0.014484,-0.995142
0.061,True,-0.011171,0.986211,0.260433,0.023629,0.078780,-0.013179,-0.996525,True,0.050527,0.990652,0.260363,0.023583,0.094521,-0.014270,-0.995141
0.072,True,-0.011304,0.986194,0.260376,0.023826,0.079151,-0.013033,-0.996493,True,0.050396,0.990621,0.260363,0.023781,0.094893,-0.014122,-0.995103
0.084,True,-0.011413,0.986223,0.260330,0.023665,0.079466,-0.012853,-0.996474,True,0.050288,0.990629,0.260363,0.023624,0.095208,-0.013939,-0.995079
0.095,True,-0.011503,0.986232,0.260296,0.023271,0.079850,-0.012724,-0.996454,True,0.050200,0.990624,0.260373,0.023233,0.095591,-0.013810,-0.995054
0.107,True,-0.011558,0.986160,0.260327,0.023074,0.079941,-0.012563,-0.996453,True,0.050145,0.990533,0.260426,0.023039,0.095682,-0.013648,-0.995052
0.120,True,-0.011602,0.986143,0.260301,0.024549,0.081235,-0.012666,-0.996312,True,0.050101,0.990522,0.260417,0.024509,0.096966,-0.013749,-0.994891
0.139,True,-0.011615,0.986050,0.260368,0.023707,0.078933,-0.012668,-0.996518,True,0.050087,0.990449,0.260478,0.023665,0.094688,-0.013751,-0.995131
0.150,True,-0.011611,0.986030,0.260345,0.023667,0.078533,-0.012879,-0.996547,True,0.050088,0.990458,0.260441,0.023621,0.094291,-0.013960,-0.995167
0.161,True,-0.011581,0.986035,0.260316,0.024166,0.077374,-0.012883,-0.996626,True,0.050118,0.990474,0.260394,0.024115,0.093145,-0.013963,-0.995263
0.173,True,-0.011510,0.985945,0.260384,0.024168,0.076885,-0.013049,-0.996662,True,0.050187,0.990408,0.260438,0.024114,0.092659,-0.014127,-0.995306
0.184,True,-0.011468,0.985931,0.260348,0.024330,0.076406,-0.013171,-0.996693,True,0.050227,0.990411,0.260382,0.024273,0.092184,-0.014250,-0.995344
0.195,True,-0.011385,0.985962,0.260342,0.024118,0.075501,-0.013244,-0.996766,True,0.050311,0.990454,0.260327,0.024058,0.091285,-0.014323,-0.995431
0.205,True,-0.011273,0.985936,0.260407,0.024773,0.074687,-0.013368,-0.996810,True,0.050421,0.990444,0.260338,0.024708,0.090476,-0.014451,-0.995487
0.217,True,-0.011195,0.986003,0.260370,0.025207,0.074057,-0.013493,-0.996844,True,0.050498,0.990526,0.260259,0.025139,0.089849,-0.014580,-0.995531
0.228,True,-0.011137,0.986065,0.260327,0.025690,0.073785,-0.013632,-0.996850,True,0.050555,0.990603,0.260184,0.025619,0.089578,-0.014723,-0.995541
0.239,True,-0.011070,0.986099,0.260374,0.026119,0.074353,-0.013752,-0.996795,True,0.050621,0.990640,0.260205,0.026047,0.090138,-0.014850,-0.995478
0.250,True,-0.011036,0.986225,0.260320,0.026750,0.073630,-0.013605,-0.996834,True,0.050656,0.990749,0.260137,0.026678,0.089422,-0.014710,-0.995528
0.261,True,-0.010999,0.986374,0.260262,0.027091,0.073606,-0.013446,-0.996829,True,0.050695,0.990875,0.260069,0.027022,0.089397,-0.014557,-0.995523
0.273,True,-0.010935,0.986463,0.260306,0.027389,0.074280,-0.013305,-0.996772,True,0.050761,0.990936,0.260096,0.027324,0.090063,-0.014421,-0.995457
0.283,True,-0.010900,0.986626,0.260267,0.027876,0.073651,-0.013262,-0.996806,True,0.050796,0.991094,0.260039,0.027810,0.089439,-0.014383,-0.995500
0.295,True,-0.010886,0.986786,0.260239,0.028067,0.073798,-0.013312,-0.996789,True,0.050811,0.991255,0.259991,0.028001,0.089583,-0.014438,-0.995481
0.306,True,-0.010868,0.986931,0.260306,0.028260,0.074057,-0.013562,-0.996761,True,0.050826,0.991426,0.260067,0.028191,0.089839,-0.014693,-0.995449
0.317,True,-0.010919,0.987118,0.260209,0.028279,0.074431,-0.013846,-0.996729,True,0.050773,0.991647,0.260004,0.028206,0.090211,-0.014978,-0.995411
0.328,True,-0.010974,0.987297,0.260147,0.030191,0.074140,-0.013891,-0.996694,True,0.050717,0.991836,0.259963,0.030111,0.089928,-0.015029,-0.995380
0.339,True,-0.011024,0.987459,0.260215,0.028447,0.056306,-0.012942,-0.997924,True,0.050664,0.992040,0.260067,0.028350,0.072253,-0.014095,-0.996884
0.350,True,-0.011124,0.987731,0.260183,0.029209,0.059998,-0.013299,-0.997683,True,0.050563,0.992326,0.260072,0.029112,0.075919,-0.014454,-0.996584
0.361,True,-0.011248,0.988010,0.260148,0.029274,0.057059,-0.012982,-0.997857,True,0.050440,0.992593,0.260069,0.029176,0.073004,-0.014145,-0.996805
0.373,True,-0.011341,0.988109,0.260194,0.029338,0.057312,-0.013077,-0.997840,True,0.050347,0.992704,0.260163,0.029239,0.073258,-0.014244,-0.996783
0.384,True,-0.011518,0.988214,0.260079,0.029904,0.054808,-0.012972,-0.997965,True,0.050168,0.992823,0.260119,0.029801,0.070775,-0.014150,-0.996947
0.394,True,-0.011731,0.988333,0.259956,0.030263,0.055777,-0.013081,-0.997899,True,0.049955,0.992953,0.260078,0.030159,0.071741,-0.014266,-0.996865
0.406,True,-0.011944,0.988226,0.259885,0.030735,0.057152,-0.013366,-0.997803,True,0.049738,0.992878,0.260129,0.030628,0.073112,-0.014559,-0.996747
0.417,True,-0.012215,0.988239,0.259690,0.030990,0.056946,-0.013346,-0.997807,True,0.049466,0.992904,0.260073,0.030881,0.072914,-0.014544,-0.996754
0.428,True,-0.012488,0.988241,0.259516,0.056587,0.086599,-0.015266,-0.994518,True,0.049190,0.992936,0.260024,0.056408,0.102338,-0.016449,-0.993013
0.439,True,-0.012791,0.988207,0.259412,0.086917,0.124292,-0.017663,-0.988274,True,0.048882,0.992943,0.260087,0.086565,0.139536,-0.018810,-0.986247
0.450,True,-0.013135,0.988286,0.259229,0.092209,0.132153,-0.018173,-0.986764,True,0.048534,0.993046,0.260061,0.091817,0.147282,-0.019317,-0.984634
0.461,True,-0.013509,0.988414,0.259019,0.086445,0.123922,-0.017710,-0.988361,True,0.048155,0.993200,0.260023,0.086100,0.139209,-0.018874,-0.986332
0.472,True,-0.013821,0.988469,0.258919,0.097242,0.140161,-0.018621,-0.985166,True,0.047841,0.993264,0.260068,0.096814,0.155186,-0.019773,-0.982931
