Timestamp,IsValid,CoordinateSystem,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW,EulerX,EulerY,EulerZ,VelocityValid,VelocityX,VelocityY,VelocityZ,AngularVelocityValid,AngularVelocityX,AngularVelocityY,AngularVelocityZ
0.000000,True,Device,0.009397,1.147121,-0.016474,-0.066031,0.015377,-0.017659,0.997543,352.461400,1.908250,357.845900,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.011383,True,Device,0.009388,1.147071,-0.016486,-0.065854,0.015324,-0.017615,0.997556,352.481500,1.901383,357.851800,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.021729,True,Device,0.009365,1.147013,-0.016501,-0.065738,0.015305,-0.017574,0.997565,352.494700,1.898531,357.857000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.032623,True,Device,0.009390,1.147007,-0.016391,-0.065511,0.015220,-0.017576,0.997581,352.520600,1.888210,357.857900,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.043808,True,Device,0.009374,1.146972,-0.016400,-0.065369,0.015171,-0.017558,0.997591,352.536700,1.882122,357.860600,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.054901,True,Device,0.009337,1.146950,-0.016417,-0.065354,0.015092,-0.017552,0.997594,352.538200,1.872894,357.862000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.066010,True,Device,0.009301,1.147002,-0.016320,-0.065254,0.014941,-0.017599,0.997602,352.549600,1.855629,357.857800,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.077087,True,Device,0.009260,1.147001,-0.016321,-0.065196,0.014907,-0.017632,0.997605,352.556200,1.851728,357.854500,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.088150,True,Device,0.009225,1.146976,-0.016334,-0.065208,0.014787,-0.017581,0.997607,352.554500,1.837535,357.861200,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.099228,True,Device,0.009201,1.146959,-0.016235,-0.065106,0.014597,-0.017567,0.997617,352.565700,1.815330,357.864400,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.110413,True,Device,0.009162,1.146918,-0.016249,-0.064944,0.014463,-0.017484,0.997631,352.583900,1.798867,357.875300,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.121536,True,Device,0.009131,1.146879,-0.016273,-0.064846,0.014363,-0.017421,0.997640,352.594800,1.786672,357.883500,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.132614,True,Device,0.009108,1.146843,-0.016169,-0.064778,0.014308,-0.017421,0.997645,352.602500,1.780189,357.884100,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.143677,True,Device,0.009077,1.146807,-0.016183,-0.064673,0.014247,-0.017545,0.997651,352.614600,1.773788,357.870500,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.154907,True,Device,0.009058,1.146767,-0.016210,-0.064675,0.014128,-0.017546,0.997652,352.614100,1.760047,357.871200,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.165970,True,Device,0.009048,1.146770,-0.016118,-0.064484,0.014098,-0.017420,0.997667,352.635700,1.755200,357.886400,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.177933,True,Device,0.009024,1.146732,-0.016132,-0.064387,0.014074,-0.017308,0.997676,352.646700,1.751423,357.899700,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.188294,True,Device,0.008999,1.146711,-0.016156,-0.064274,0.014091,-0.017246,0.997684,352.659500,1.752668,357.906900,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.199326,True,Device,0.008981,1.146683,-0.016180,-0.064188,0.014048,-0.017109,0.997692,352.669100,1.746404,357.923300,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.210571,True,Device,0.008992,1.146726,-0.016129,-0.064039,0.014031,-0.017160,0.997701,352.686300,1.744537,357.917800,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.221603,True,Device,0.008979,1.146682,-0.016172,-0.063962,0.014004,-0.017074,0.997708,352.694900,1.740541,357.928100,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.232864,True,Device,0.008963,1.146709,-0.016100,-0.063812,0.013976,-0.017033,0.997719,352.712000,1.736674,357.933300,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.244064,True,Device,0.008951,1.146680,-0.016133,-0.063750,0.013976,-0.017010,0.997723,352.719100,1.736454,357.936100,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.255066,True,Device,0.008948,1.146666,-0.016176,-0.063638,0.013961,-0.017020,0.997730,352.732000,1.734518,357.935300,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.266205,True,Device,0.008966,1.146691,-0.016144,-0.063529,0.013862,-0.017083,0.997738,352.744400,1.723262,357.928900,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.277344,True,Device,0.008964,1.146673,-0.016166,-0.063526,0.013847,-0.017059,0.997738,352.744600,1.721392,357.931800,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.288437,True,Device,0.008976,1.146655,-0.016235,-0.063435,0.013829,-0.017147,0.997743,352.755100,1.719713,357.921900,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.299530,True,Device,0.008979,1.146671,-0.016189,-0.063431,0.013831,-0.017206,0.997742,352.755700,1.720381,357.915200,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.310715,True,Device,0.008988,1.146669,-0.016207,-0.063425,0.013834,-0.017253,0.997742,352.756500,1.721067,357.909700,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.321686,True,Device,0.008994,1.146674,-0.016265,-0.063452,0.013946,-0.017287,0.997738,352.753700,1.734257,357.904900,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.332855,True,Device,0.009021,1.146675,-0.016302,-0.063570,0.013935,-0.017282,0.997730,352.740100,1.733298,357.905300,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.343979,True,Device,0.009027,1.146697,-0.016253,-0.063637,0.013985,-0.017260,0.997726,352.732500,1.739053,357.907400,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.355087,True,Device,0.009048,1.146711,-0.016262,-0.063733,0.014046,-0.017302,0.997718,352.721600,1.746620,357.901900,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.366104,True,Device,0.009070,1.146745,-0.016213,-0.063830,0.014196,-0.017381,0.997708,352.711000,1.764717,357.891500,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.377350,True,Device,0.009093,1.146752,-0.016241,-0.064016,0.014360,-0.017448,0.997693,352.690200,1.784473,357.882200,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.388489,True,Device,0.009108,1.146752,-0.016282,-0.064017,0.014467,-0.017394,0.997692,352.690200,1.796480,357.887700,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.399582,True,Device,0.009131,1.146766,-0.016213,-0.064003,0.014533,-0.017357,0.997693,352.691800,1.803728,357.891400,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.410614,True,Device,0.009151,1.146756,-0.016243,-0.063950,0.014649,-0.017371,0.997694,352.698100,1.817165,357.889100,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.421768,True,Device,0.009173,1.146733,-0.016290,-0.063968,0.014664,-0.017312,0.997694,352.696100,1.818422,357.895800,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.432846,True,Device,0.009153,1.146733,-0.016201,-0.063973,0.014758,-0.017266,0.997693,352.695600,1.828907,357.900300,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.443893,True,Device,0.009181,1.146733,-0.016235,-0.063982,0.014683,-0.017309,0.997693,352.694400,1.820688,357.895900,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.455078,True,Device,0.009164,1.146721,-0.016254,-0.064025,0.014795,-0.017236,0.997690,352.689700,1.833094,357.903400,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.466126,True,Device,0.009165,1.146734,-0.016276,-0.063969,0.014836,-0.017291,0.997692,352.696300,1.838133,357.896900,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.477341,True,Device,0.009142,1.146743,-0.016215,-0.064018,0.014797,-0.017244,0.997690,352.690500,1.833400,357.902500,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.488419,True,Device,0.009138,1.146744,-0.016211,-0.063965,0.014704,-0.017181,0.997696,352.696300,1.822141,357.910500,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
