Timestamp,LeftGazeValid,LeftGazePosX,LeftGazePosY,LeftGazePosZ,LeftGazeRotX,LeftGazeRotY,LeftGazeRotZ,LeftGazeRotW,RightGazeValid,RightGazePosX,RightGazePosY,RightGazePosZ,RightGazeRotX,RightGazeRotY,RightGazeRotZ,RightGazeRotW,LeftDiameterValid,LeftPupilDiameter,LeftPositionValid,LeftPupilPosX,LeftPupilPosY,RightDiameterValid,RightPupilDiameter,RightPositionValid,RightPupilPosX,RightPupilPosY,AnchorIndex,HMDIsValid,HMDCoordinateSystem,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationX,HMDRotationY,HMDRotationZ,HMDRotationW,HMDEulerX,HMDEulerY,HMDEulerZ,HMDVelocityValid,HMDVelocityX,HMDVelocityY,HMDVelocityZ,HMDAngularVelocityValid,HMDAngularVelocityX,HMDAngularVelocityY,HMDAngularVelocityZ,HumanMPositionX,HumanMPositionY,HumanMPositionZ,BallPositionX,BallPositionY,BallPositionZ,Ball2PositionX,Ball2PositionY,Ball2PositionZ,CubeHumanPositionX,CubeHumanPositionY,CubeHumanPositionZ
0.000000,True,-0.108509,1.035002,0.258415,0.056438,0.066645,-0.010728,-0.996122,True,-0.050450,1.027220,0.254748,0.056222,0.082543,-0.011441,-0.994935,True,4.964,True,0.483196,0.457930,True,4.144,True,0.470964,0.445653,0,True,Device,-0.077697,1.035018,0.238796,-0.046960,-0.007350,0.007232,0.998844,354.623200,359.115900,0.871187,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,0.000000,0.000000,0.000000
0.036997,True,-0.108509,1.035002,0.258415,0.056430,0.066487,-0.010721,-0.996133,True,-0.050450,1.027220,0.254748,0.056214,0.082387,-0.011434,-0.994948,True,4.964,True,0.483794,0.458128,True,4.144,True,0.471595,0.444911,,True,Device,-0.077836,1.035028,0.238019,-0.045325,-0.008247,0.008192,0.998905,354.812400,359.009300,0.984662,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,4.990000,0.978000,4.450000,,,,,,,,,
0.044695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.990000,0.978000,4.450000
0.052002,True,-0.109210,1.033835,0.256129,0.048804,0.066197,-0.014539,-0.996506,True,-0.051085,1.026613,0.252347,0.048529,0.082107,-0.015131,-0.995326,True,4.964,True,0.484100,0.458341,True,4.144,True,0.471797,0.444468,,True,Device,-0.078540,1.034429,0.235735,-0.037930,-0.008471,0.012473,0.999167,355.665100,358.972900,1.469339,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,-0.653980,2.408412,3.747954,-0.999054,2.390878,1.127568,,,
0.061821,True,-0.109321,1.033468,0.255927,0.046813,0.065395,-0.015449,-0.996641,True,-0.051184,1.026382,0.252081,0.046524,0.081311,-0.016009,-0.995474,True,4.964,True,0.484481,0.458656,True,4.144,True,0.471797,0.444468,,True,Device,-0.078665,1.034205,0.235516,-0.035989,-0.008227,0.013514,0.999227,355.888400,358.999600,1.585659,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.073013,True,-0.109494,1.032996,0.255492,0.044517,0.065139,-0.016593,-0.996745,True,-0.051341,1.026077,0.251587,0.044210,0.081057,-0.017116,-0.995581,True,4.964,True,0.484481,0.458656,True,4.144,True,0.471997,0.444880,,True,Device,-0.078851,1.033902,0.235070,-0.033762,-0.008057,0.014789,0.999288,356.144700,359.017900,1.728849,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,4.990000,0.978000,4.450000,,,,,,,,,
0.081480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.990000,0.978000,4.450000
0.085444,True,-0.109667,1.032365,0.255176,0.041855,0.063593,-0.017811,-0.996939,True,-0.051497,1.025631,0.251202,0.041529,0.079525,-0.018292,-0.995799,True,4.964,True,0.484254,0.458623,True,4.144,True,0.472138,0.445113,,True,Device,-0.079039,1.033463,0.234742,-0.031155,-0.007857,0.016196,0.999353,356.444500,359.040500,1.886796,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.095419,True,-0.109785,1.031664,0.255139,0.038888,0.063510,-0.019094,-0.997041,True,-0.051597,1.025123,0.251104,0.038542,0.079443,-0.019527,-0.995903,True,4.964,True,0.484254,0.458623,True,4.144,True,0.472138,0.445113,,True,Device,-0.079168,1.032969,0.234700,-0.028263,-0.007754,0.017641,0.999415,356.777100,359.053300,2.049158,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.106160,True,-0.109962,1.030930,0.254945,0.035853,0.063593,-0.020382,-0.997123,True,-0.051756,1.024585,0.250866,0.035487,0.079527,-0.020767,-0.995984,True,4.964,True,0.484077,0.458977,True,4.144,True,0.471880,0.445414,,True,Device,-0.079352,1.032447,0.234511,-0.025307,-0.007792,0.019096,0.999467,357.117400,359.050900,2.213048,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,-0.467417,2.453219,3.677096,-0.981297,2.421783,1.328975,,,
0.117350,True,-0.110114,1.030083,0.254856,0.032599,0.063672,-0.021614,-0.997204,True,-0.051890,1.023931,0.250727,0.032213,0.079606,-0.021946,-0.996064,True,4.964,True,0.484185,0.459152,True,4.144,True,0.471880,0.445414,,True,Device,-0.079511,1.031817,0.234426,-0.022127,-0.007807,0.020506,0.999514,357.483200,359.052900,2.371483,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,4.990000,0.978000,4.450000,,,,,,,,,
0.123962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.990000,0.978000,4.450000
0.128469,True,-0.110171,1.028987,0.255049,0.028712,0.063227,-0.022951,-0.997322,True,-0.051929,1.023052,0.250863,0.028305,0.079166,-0.023221,-0.996189,True,4.964,True,0.484185,0.459152,True,4.144,True,0.472014,0.445477,,True,Device,-0.079578,1.030974,0.234628,-0.018311,-0.007815,0.022067,0.999558,357.922000,359.057900,2.546477,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.139448,True,-0.110208,1.028038,0.255016,0.025587,0.062191,-0.024138,-0.997444,True,-0.051950,1.022291,0.250792,0.025163,0.078141,-0.024359,-0.996327,True,4.964,True,0.484265,0.459269,True,4.144,True,0.472269,0.446023,,True,Device,-0.079622,1.030235,0.234607,-0.015233,-0.007899,0.023443,0.999578,358.276200,359.053800,2.701244,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.150608,True,-0.110222,1.027007,0.254995,0.022416,0.061649,-0.025389,-0.997523,True,-0.051948,1.021456,0.250727,0.021972,0.077604,-0.025558,-0.996414,True,4.964,True,0.484377,0.459419,True,4.144,True,0.472269,0.446023,,True,Device,-0.079646,1.029419,0.234595,-0.012120,-0.007914,0.024870,0.999586,358.634200,359.058600,2.861738,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.161975,True,-0.110154,1.026006,0.255206,0.019400,0.060996,-0.026400,-0.997600,True,-0.051867,1.020621,0.250908,0.018940,0.076958,-0.026521,-0.996502,True,4.964,True,0.484355,0.460002,True,4.144,True,0.472679,0.446970,,True,Device,-0.079583,1.028613,0.234822,-0.009144,-0.008025,0.026050,0.999587,358.976500,359.053300,2.994092,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,4.990000,0.978000,4.450000,-0.264834,2.495259,3.600153,-0.962116,2.454008,1.546524,,,
0.167535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.990000,0.978000,4.450000
0.172899,True,-0.110072,1.025118,0.255302,0.014075,0.060493,-0.027095,-0.997702,True,-0.051777,1.019854,0.250966,0.013613,0.076460,-0.027173,-0.996609,True,4.964,True,0.484355,0.460002,True,4.144,True,0.473415,0.447038,,True,Device,-0.079509,1.027886,0.234928,-0.006466,-0.008019,0.026867,0.999586,359.284100,359.061500,3.085152,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.184089,True,-0.109972,1.024352,0.255427,0.009167,0.059966,-0.027388,-0.997783,True,-0.051673,1.019161,0.251046,0.008708,0.075938,-0.027424,-0.996697,True,4.964,True,0.483733,0.460896,True,4.144,True,0.473415,0.447038,,True,Device,-0.079417,1.027251,0.235058,-0.003889,-0.007940,0.027277,0.999589,359.579300,359.078300,3.129585,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.195205,True,-0.109813,1.023662,0.255794,0.004890,0.059332,-0.027205,-0.997856,True,-0.051515,1.018482,0.251381,0.004441,0.075309,-0.027206,-0.996779,True,4.964,True,0.483733,0.460896,True,4.144,True,0.474161,0.448211,,True,Device,-0.079261,1.026646,0.235433,-0.001670,-0.007922,0.027192,0.999597,359.833400,359.087400,3.117800,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.202333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.990000,0.978000,4.450000
0.206564,True,-0.109616,1.023158,0.255997,-0.000383,0.058058,-0.026726,-0.997955,True,-0.051324,1.017947,0.251551,-0.000815,0.074046,-0.026699,-0.996897,True,4.964,True,0.483613,0.461516,True,4.144,True,0.474437,0.448963,,True,Device,-0.079067,1.026192,0.235639,0.000154,-0.007848,0.026776,0.999611,0.041678,359.101400,3.068487,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,4.990000,0.978000,4.450000,,,,,,,,,
0.218270,True,-0.109380,1.022813,0.256218,-0.003353,0.057641,-0.026238,-0.997987,True,-0.051094,1.017568,0.251741,-0.003772,0.073632,-0.026186,-0.996935,True,4.964,True,0.483254,0.462527,True,4.144,True,0.474437,0.448963,,True,Device,-0.078834,1.025885,0.235863,0.001708,-0.007765,0.026353,0.999621,0.219099,359.115700,3.018611,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,-0.057612,2.525997,3.521449,-0.942648,2.485020,1.767333,,,
0.228560,True,-0.109098,1.022529,0.256613,-0.005786,0.057718,-0.025541,-0.997989,True,-0.050818,1.017221,0.252127,-0.006191,0.073709,-0.025470,-0.996935,True,4.964,True,0.483254,0.462527,True,4.144,True,0.475338,0.449769,,True,Device,-0.078546,1.025613,0.236267,0.002929,-0.007834,0.025707,0.999635,0.358603,359.111200,2.943441,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.237165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.990000,0.978000,4.450000
0.239699,True,-0.108775,1.022356,0.256861,-0.008768,0.057679,-0.024693,-0.997991,True,-0.050502,1.016964,0.252371,-0.009153,0.073671,-0.024606,-0.996937,True,4.964,True,0.482789,0.463263,True,4.144,True,0.475905,0.450234,,True,Device,-0.078215,1.025435,0.236526,0.004025,-0.007926,0.024897,0.999651,0.483712,359.103400,2.849654,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.250891,True,-0.108460,1.022159,0.257076,-0.010579,0.057847,-0.023896,-0.997983,True,-0.050195,1.016692,0.252589,-0.010949,0.073838,-0.023792,-0.996926,True,4.964,True,0.482810,0.463868,True,4.144,True,0.475905,0.450234,,True,Device,-0.077891,1.025240,0.236756,0.005143,-0.008092,0.024149,0.999662,0.611556,359.087200,2.762779,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,4.990000,0.978000,4.450000,,,,,,,,,
0.261944,True,-0.108117,1.022009,0.257498,-0.012450,0.057606,-0.022809,-0.998001,True,-0.049863,1.016427,0.252999,-0.012799,0.073600,-0.022692,-0.996948,True,4.964,True,0.482666,0.463953,True,4.144,True,0.476069,0.450702,,True,Device,-0.077542,1.025060,0.237182,0.005989,-0.008091,0.023092,0.999683,0.707481,359.088800,2.640930,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.273099,True,-0.107675,1.021989,0.257765,-0.013402,0.057585,-0.021688,-0.998015,True,-0.049434,1.016285,0.253266,-0.013732,0.073580,-0.021562,-0.996962,True,4.964,True,0.482666,0.463953,True,4.144,True,0.476153,0.450816,,True,Device,-0.077091,1.024999,0.237457,0.006616,-0.008177,0.021997,0.999703,0.778546,359.079800,2.514724,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,0.149000,2.540033,3.442976,-0.923351,2.513160,1.986204,,,
0.279312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.990000,0.978000,4.450000
0.284103,True,-0.107166,1.022009,0.258091,-0.014387,0.057264,-0.020827,-0.998038,True,-0.048935,1.016214,0.253569,-0.014702,0.073260,-0.020693,-0.996990,True,4.964,True,0.482757,0.464017,True,4.144,True,0.476738,0.450585,,True,Device,-0.076583,1.024991,0.237777,0.007181,-0.008053,0.021158,0.999718,0.842175,359.094800,2.418222,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.295554,True,-0.106653,1.021946,0.258579,-0.014959,0.056878,-0.020086,-0.998067,True,-0.048432,1.016072,0.254028,-0.015262,0.072876,-0.019944,-0.997025,True,4.964,True,0.482390,0.464430,True,4.144,True,0.476738,0.450585,,True,Device,-0.076074,1.024906,0.238257,0.007697,-0.007872,0.020440,0.999731,0.900207,359.116100,2.335588,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,4.990000,0.978000,4.450000,,,,,,,,,
0.306503,True,-0.105915,1.021989,0.258920,-0.015113,0.056786,-0.019622,-0.998079,True,-0.047699,1.016063,0.254381,-0.015409,0.072786,-0.019477,-0.997038,True,4.964,True,0.482390,0.464430,True,4.144,True,0.477137,0.450839,,True,Device,-0.075328,1.024927,0.238605,0.007856,-0.007996,0.019980,0.999738,0.918374,359.101800,2.282654,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.317616,True,-0.105052,1.022049,0.259334,-0.015505,0.055761,-0.019264,-0.998138,True,-0.046847,1.016090,0.254686,-0.015795,0.071764,-0.019113,-0.997114,True,4.964,True,0.482578,0.464275,True,4.144,True,0.477137,0.450839,,True,Device,-0.074499,1.024986,0.238967,0.008311,-0.007122,0.019649,0.999747,0.968262,359.202600,2.245150,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.324886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.990000,0.978000,4.450000
0.328625,True,-0.104340,1.021962,0.259897,-0.016122,0.054672,-0.018965,-0.998194,True,-0.046146,1.015981,0.255139,-0.016408,0.070677,-0.018802,-0.997187,True,4.964,True,0.482578,0.464275,True,4.144,True,0.476687,0.450964,,True,Device,-0.073822,1.024913,0.239482,0.009054,-0.006259,0.019389,0.999751,1.051214,359.303000,2.215691,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,0.357067,2.535188,3.363950,-0.903915,2.537966,2.206649,,,
0.339741,True,-0.103534,1.021927,0.260306,-0.014118,0.054821,-0.018673,-0.998222,True,-0.045344,1.015918,0.255536,-0.014405,0.070826,-0.018506,-0.997213,True,4.564,True,0.481943,0.464652,True,3.548,True,0.476239,0.450712,,True,Device,-0.073017,1.024873,0.239888,0.009334,-0.006192,0.019126,0.999754,1.083024,359.310900,2.185476,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,4.990000,0.978000,4.450000,,,,,,,,,
