Timestamp,LeftGazeValid,LeftGazePosX,LeftGazePosY,LeftGazePosZ,LeftGazeRotX,LeftGazeRotY,LeftGazeRotZ,LeftGazeRotW,RightGazeValid,RightGazePosX,RightGazePosY,RightGazePosZ,RightGazeRotX,RightGazeRotY,RightGazeRotZ,RightGazeRotW,LeftDiameterValid,LeftPupilDiameter,LeftPositionValid,LeftPupilPosX,LeftPupilPosY,RightDiameterValid,RightPupilDiameter,RightPositionValid,RightPupilPosX,RightPupilPosY,AnchorIndex,HMDIsValid,HMDCoordinateSystem,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationX,HMDRotationY,HMDRotationZ,HMDRotationW,HMDEulerX,HMDEulerY,HMDEulerZ,HMDVelocityValid,HMDVelocityX,HMDVelocityY,HMDVelocityZ,HMDAngularVelocityValid,HMDAngularVelocityX,HMDAngularVelocityY,HMDAngularVelocityZ,HumanMPositionX,HumanMPositionY,HumanMPositionZ,BallPositionX,BallPositionY,BallPositionZ,Ball2PositionX,Ball2PositionY,Ball2PositionZ,CubeHumanPositionX,CubeHumanPositionY,CubeHumanPositionZ
0.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000,0,True,Device,0.036307,0.928869,-0.063888,-0.309250,0.088722,-0.047037,0.945664,324.791900,13.944280,349.860700,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,0.000000,0.000000,0.000000
0.024215,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000,,True,Device,0.034948,0.928152,-0.062955,-0.305060,0.086234,-0.046579,0.947277,325.255500,13.497900,350.129400,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.038177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.990000,0.978000,4.450000
0.041952,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000,,True,Device,0.030332,0.925467,-0.059424,-0.290884,0.078979,-0.046844,0.952342,326.863000,12.250820,350.710500,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,4.990000,0.978000,4.450000,,,,,,,,,
0.042000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000,,True,Device,0.030332,0.925467,-0.059424,-0.290884,0.078979,-0.046844,0.952342,326.863000,12.250820,350.710500,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,4.990000,0.978000,4.450000,,,,,,,,,
0.054000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000,,True,Device,0.028852,0.924636,-0.058331,-0.285895,0.076801,-0.046397,0.954051,327.425900,11.851830,350.957500,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,-0.667831,2.404446,3.753215,-1.000717,2.387758,1.108714,,,
0.054010,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000,,True,Device,0.028852,0.924636,-0.058331,-0.285895,0.076801,-0.046397,0.954051,327.425900,11.851830,350.957500,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,-0.667831,2.404446,3.753215,-1.000717,2.387758,1.108714,,,
0.064497,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000,,True,Device,0.027265,0.923468,-0.056852,-0.280285,0.074350,-0.045914,0.955931,328.059500,11.410540,351.224800,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.075245,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,False,0.000,False,0.000000,0.000000,False,0.000,False,0.000000,0.000000,,True,Device,0.026254,0.922942,-0.056148,-0.276739,0.073436,-0.045585,0.957050,328.465500,11.216720,351.369600,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,,,,,,,,,,,,
0.077063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.990000,0.978000,4.450000
