Timestamp,HumanMPositionX,HumanMPositionY,HumanMPositionZ,BallPositionX,BallPositionY,BallPositionZ
0.033977,4.990000,0.978000,4.450000,,,
0.045088,4.990000,0.978000,4.450000,-1.001871,2.385755,1.095621
0.056199,4.990000,0.978000,4.450000,-1.001871,2.385755,1.095621
0.067310,4.990000,0.978000,4.450000,-1.001871,2.385755,1.095621
0.078421,4.990000,0.978000,4.450000,-0.984084,2.416871,1.297360
0.089532,4.990000,0.978000,4.450000,-0.984084,2.416871,1.297360
0.100643,4.990000,0.978000,4.450000,-0.984084,2.416871,1.297360
0.111754,4.990000,0.978000,4.450000,-0.984084,2.416871,1.297360
0.122865,4.990000,0.978000,4.450000,-0.984084,2.416871,1.297360
0.133977,4.990000,0.978000,4.450000,-0.984084,2.416871,1.297360
0.145088,4.990000,0.978000,4.450000,-0.965821,2.447773,1.504505
0.156199,4.990000,0.978000,4.450000,-0.965821,2.447773,1.504505
0.167310,4.990000,0.978000,4.450000,-0.965821,2.447773,1.504505
0.178421,4.990000,0.978000,4.450000,-0.948187,2.476362,1.704507
0.189532,4.990000,0.978000,4.450000,-0.948187,2.476362,1.704507
0.200643,4.990000,0.978000,4.450000,-0.948187,2.476362,1.704507
0.211754,4.990000,0.978000,4.450000,-0.948187,2.476362,1.704507
0.222865,4.990000,0.978000,4.450000,-0.948187,2.476362,1.704507
0.233977,4.990000,0.978000,4.450000,-0.948187,2.476362,1.704507
0.245088,4.990000,0.978000,4.450000,-0.930590,2.502965,1.904095
0.256199,4.990000,0.978000,4.450000,-0.930590,2.502965,1.904095
0.267310,4.990000,0.978000,4.450000,-0.930590,2.502965,1.904095
0.278421,4.990000,0.978000,4.450000,-0.912879,2.527078,2.104980
0.289532,4.990000,0.978000,4.450000,-0.912879,2.527078,2.104980
0.300643,4.990000,0.978000,4.450000,-0.912879,2.527078,2.104980
0.311754,4.990000,0.978000,4.450000,,,
0.322865,4.990000,0.978000,4.450000,,,
0.333977,4.990000,0.978000,4.450000,,,
0.345088,4.990000,0.978000,4.450000,-0.895005,2.548036,2.307708
0.356199,4.990000,0.978000,4.450000,-0.895005,2.548036,2.307708
0.367310,4.990000,0.978000,4.450000,-0.895005,2.548036,2.307708
0.378421,4.990000,0.978000,4.450000,-0.877040,2.565040,2.511466
0.389532,4.990000,0.978000,4.450000,-0.877040,2.565040,2.511466
0.400643,4.990000,0.978000,4.450000,-0.877040,2.565040,2.511466
0.411754,4.990000,0.978000,4.450000,,,
0.422865,4.990000,0.978000,4.450000,,,
0.433977,4.990000,0.978000,4.450000,,,
0.445088,4.990000,0.978000,4.450000,,,
0.456199,4.990000,0.978000,4.450000,-0.859359,2.577287,2.712003
0.467310,4.990000,0.978000,4.450000,-0.859359,2.577287,2.712003
0.478421,4.990000,0.978000,4.450000,-0.859359,2.577287,2.712003
0.489532,4.990000,0.978000,4.450000,-0.840406,2.584508,2.915139
0.500643,4.990000,0.978000,4.450000,-0.840406,2.584508,2.915139
0.511754,4.990000,0.978000,4.450000,-0.840406,2.584508,2.915139
0.522866,4.990000,0.978000,4.450000,,,
0.533977,4.990000,0.978000,4.450000,,,
0.545088,4.990000,0.978000,4.450000,,,
0.556199,4.990000,0.978000,4.450000,-0.818716,2.584996,3.114293
0.567310,4.990000,0.978000,4.450000,-0.818716,2.584996,3.114293
0.578421,4.990000,0.978000,4.450000,-0.818716,2.584996,3.114293
0.589532,4.990000,0.978000,4.450000,-0.796076,2.578794,3.321808
0.600644,4.990000,0.978000,4.450000,-0.796076,2.578794,3.321808
0.611755,4.990000,0.978000,4.450000,-0.796076,2.578794,3.321808
0.622866,4.990000,0.978000,4.450000,,,
0.633977,4.990000,0.978000,4.450000,,,
0.645088,4.990000,0.978000,4.450000,,,
0.656199,4.990000,0.978000,4.450000,-0.771270,2.565839,3.520474
0.667310,4.990000,0.978000,4.450000,-0.771270,2.565839,3.520474
0.678421,4.990000,0.978000,4.450000,-0.771270,2.565839,3.520474
0.689533,4.990000,0.978000,4.450000,-0.744850,2.545314,3.719761
0.700644,4.990000,0.978000,4.450000,-0.744850,2.545314,3.719761
0.711755,4.990000,0.978000,4.450000,-0.744850,2.545314,3.719761
0.722866,4.990000,0.978000,4.450000,,,
0.733977,4.990000,0.978000,4.450000,,,
0.745088,4.990000,0.978000,4.450000,,,
0.756199,4.990000,0.978000,4.450000,-0.717500,2.516814,3.920842
0.767311,4.990000,0.978000,4.450000,-0.717500,2.516814,3.920842
0.778422,4.990000,0.978000,4.450000,-0.717500,2.516814,3.920842
0.789533,4.990000,0.978000,4.450000,-0.689200,2.480651,4.120379
0.800644,4.990000,0.978000,4.450000,-0.689200,2.480651,4.120379
0.811755,4.990000,0.978000,4.450000,-0.689200,2.480651,4.120379
0.822866,4.990000,0.978000,4.450000,-0.689200,2.480651,4.120379
0.833977,4.990000,0.978000,4.450000,,,
0.845089,4.990000,0.978000,4.450000,,,
0.856200,4.990000,0.978000,4.450000,,,
0.867311,4.990000,0.978000,4.450000,-0.656046,2.438555,4.314723
0.878422,4.990000,0.978000,4.450000,-0.656046,2.438555,4.314723
0.889533,4.990000,0.978000,4.450000,-0.656046,2.438555,4.314723
0.900644,4.990000,0.978000,4.450000,-0.615236,2.390115,4.509861
0.911755,4.990000,0.978000,4.450000,-0.615236,2.390115,4.509861
0.922867,4.990000,0.978000,4.450000,-0.615236,2.390115,4.509861
