Timestamp,IsValid,CoordinateSystem,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW,EulerX,EulerY,EulerZ,VelocityValid,VelocityX,VelocityY,VelocityZ,AngularVelocityValid,AngularVelocityX,AngularVelocityY,AngularVelocityZ
0.000000,True,Device,-0.011306,1.147406,-0.068856,-0.160032,-0.185559,-0.044206,0.968506,340.950200,338.574800,358.409400,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.018021,True,Device,-0.011401,1.147491,-0.068942,-0.160259,-0.185778,-0.044086,0.968432,340.926500,338.544600,358.433000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.026428,True,Device,-0.011502,1.147589,-0.069023,-0.160833,-0.185945,-0.044127,0.968303,340.859800,338.521700,358.444500,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.043106,True,Device,-0.011617,1.147769,-0.069202,-0.161542,-0.186197,-0.044030,0.968141,340.780500,338.485000,358.477000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.054504,True,Device,-0.011703,1.147827,-0.069264,-0.162074,-0.186303,-0.044005,0.968032,340.720100,338.468400,358.494100,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.065613,True,Device,-0.011763,1.147937,-0.069408,-0.162521,-0.186611,-0.044154,0.967892,340.665400,338.431200,358.492900,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.076447,True,Device,-0.011828,1.148046,-0.069548,-0.162853,-0.186787,-0.044273,0.967796,340.624500,338.409900,358.490200,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.087799,True,Device,-0.011889,1.148129,-0.069692,-0.163144,-0.186849,-0.044413,0.967729,340.588200,338.403400,358.481500,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.098801,True,Device,-0.011890,1.148147,-0.069762,-0.163476,-0.187009,-0.044591,0.967634,340.546100,338.385300,358.471500,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.109741,True,Device,-0.011914,1.148246,-0.069919,-0.163766,-0.186993,-0.044554,0.967589,340.513900,338.384800,358.481900,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.121491,True,Device,-0.011911,1.148258,-0.069990,-0.164104,-0.187067,-0.044634,0.967514,340.473400,338.375300,358.481700,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
