Timestamp,LeftDiameterValid,LeftPupilDiameter,LeftPositionValid,LeftPupilPosX,LeftPupilPosY,RightDiameterValid,RightPupilDiameter,RightPositionValid,RightPupilPosX,RightPupilPosY
0.000,True,4.311,True,0.490620,0.507153,True,4.667,True,0.528169,0.482394
0.020,True,4.311,True,0.490314,0.507747,True,4.667,True,0.528169,0.482394
0.036,True,4.311,True,0.490314,0.507747,True,4.667,True,0.527815,0.482318
0.055,True,4.311,True,0.490073,0.507484,True,4.667,True,0.527815,0.482318
0.066,True,4.311,True,0.490073,0.507484,True,4.667,True,0.527815,0.482318
0.077,True,4.311,True,0.490618,0.506664,True,3.902,True,0.527643,0.481902
0.088,True,4.311,True,0.490618,0.506664,True,3.902,True,0.527643,0.481902
0.099,True,4.311,True,0.490618,0.506664,True,3.902,True,0.527643,0.481902
0.111,True,4.311,True,0.490618,0.506664,True,3.902,True,0.527294,0.481819
0.122,True,4.311,True,0.489325,0.507314,True,3.902,True,0.527294,0.481819
0.133,True,4.311,True,0.489325,0.507314,True,3.902,True,0.527294,0.481819
0.144,True,4.311,True,0.489325,0.507314,True,3.902,True,0.527150,0.482597
0.155,True,4.311,True,0.489417,0.506445,True,3.902,True,0.527150,0.482597
0.166,True,4.311,True,0.489417,0.506445,True,3.902,True,0.527150,0.482597
0.177,True,4.311,True,0.489417,0.506445,True,3.902,True,0.526599,0.482824
0.189,True,4.311,True,0.488952,0.506249,True,3.902,True,0.526599,0.482824
0.199,True,4.311,True,0.488952,0.506249,True,3.902,True,0.526599,0.482824
0.210,True,4.311,True,0.488952,0.506249,True,3.902,True,0.526357,0.482987
0.221,True,4.311,True,0.488952,0.506249,True,3.902,True,0.526357,0.482987
0.233,True,4.311,True,0.488699,0.506956,True,3.902,True,0.526357,0.482987
0.244,True,4.311,True,0.488699,0.506956,True,3.902,True,0.526690,0.483854
0.255,True,4.311,True,0.488699,0.506956,True,3.902,True,0.526690,0.483854
0.266,True,4.311,True,0.488662,0.506801,True,3.902,True,0.526690,0.483854
0.277,True,4.311,True,0.488662,0.506801,True,3.902,True,0.526901,0.483580
0.288,True,4.311,True,0.488662,0.506801,True,3.902,True,0.526901,0.483580
0.299,True,4.311,True,0.489472,0.506385,True,3.902,True,0.526901,0.483580
0.310,True,4.311,True,0.489472,0.506385,True,3.902,True,0.527049,0.482995
0.322,True,4.311,True,0.489709,0.506143,True,3.902,True,0.527049,0.482995
0.333,True,4.311,True,0.489709,0.506143,True,3.902,True,0.527049,0.482995
0.344,True,4.311,True,0.489709,0.506143,True,3.902,True,0.526932,0.482997
0.355,True,4.311,True,0.490164,0.506297,True,3.902,True,0.526932,0.482997
0.366,True,4.311,True,0.490164,0.506297,True,3.902,True,0.526932,0.482997
0.377,True,4.311,True,0.490164,0.506297,True,3.902,True,0.527078,0.482904
0.388,True,4.311,True,0.490269,0.505181,True,3.902,True,0.527078,0.482904
0.399,True,4.311,True,0.490269,0.505181,True,3.902,True,0.527078,0.482904
0.410,True,4.311,True,0.490269,0.505181,True,3.902,True,0.526698,0.482601
0.422,True,4.311,True,0.490145,0.505192,True,3.902,True,0.526698,0.482601
0.433,True,4.311,True,0.490145,0.505192,True,3.902,True,0.526698,0.482601
0.444,True,4.311,True,0.490145,0.505192,True,3.902,True,0.526713,0.482743
0.455,True,4.311,True,0.490764,0.504687,True,3.902,True,0.526713,0.482743
0.466,True,4.311,True,0.490764,0.504687,True,3.902,True,0.526713,0.482743
0.477,True,4.311,True,0.490764,0.504687,True,3.902,True,0.526628,0.482487
0.488,True,4.311,True,0.490736,0.504588,True,3.902,True,0.526628,0.482487
0.499,True,4.311,True,0.490736,0.504588,True,3.902,True,0.526628,0.482487
0.510,True,4.311,True,0.490736,0.504588,True,3.902,True,0.526152,0.482169
0.521,True,4.311,True,0.491037,0.504043,True,3.902,True,0.526152,0.482169
0.533,True,4.311,True,0.491037,0.504043,True,3.902,True,0.526152,0.482169
0.543,True,4.311,True,0.491037,0.504043,True,3.902,True,0.526288,0.482012
