Timestamp,LeftGazeValid,LeftGazePosX,LeftGazePosY,LeftGazePosZ,LeftGazeRotX,LeftGazeRotY,LeftGazeRotZ,LeftGazeRotW,RightGazeValid,RightGazePosX,RightGazePosY,RightGazePosZ,RightGazeRotX,RightGazeRotY,RightGazeRotZ,RightGazeRotW
0.000,True,-0.045981,1.010551,-0.084228,0.057751,0.044473,0.023025,-0.997074,True,0.022236,1.017024,-0.077228,0.058161,0.060567,0.021427,-0.996238
0.018,True,-0.045976,1.010574,-0.084260,0.057970,0.045464,0.023167,-0.997013,True,0.022239,1.017022,-0.077216,0.058383,0.061557,0.021571,-0.996161
0.033,True,-0.046022,1.010719,-0.084351,0.058401,0.046513,0.023661,-0.996928,True,0.022187,1.017105,-0.077200,0.058823,0.062604,0.022059,-0.996059
0.043,True,-0.046041,1.010793,-0.084356,0.058370,0.046906,0.023771,-0.996909,True,0.022167,1.017164,-0.077172,0.058794,0.062996,0.022169,-0.996034
0.054,True,-0.046065,1.010895,-0.084378,0.058866,0.047179,0.023951,-0.996863,True,0.022140,1.017249,-0.077148,0.059292,0.063269,0.022344,-0.995983
0.065,True,-0.046099,1.011016,-0.084389,0.058528,0.047514,0.024017,-0.996865,True,0.022103,1.017361,-0.077129,0.058957,0.063601,0.022406,-0.995980
0.076,True,-0.046104,1.011087,-0.084386,0.058716,0.047650,0.024114,-0.996845,True,0.022096,1.017424,-0.077095,0.059147,0.063737,0.022499,-0.995958
0.087,True,-0.046123,1.011173,-0.084382,0.059099,0.048048,0.024152,-0.996803,True,0.022074,1.017506,-0.077067,0.059531,0.064134,0.022532,-0.995909
0.098,True,-0.046145,1.011229,-0.084394,0.059440,0.048572,0.024178,-0.996756,True,0.022050,1.017558,-0.077056,0.059873,0.064657,0.022555,-0.995855
0.109,True,-0.046140,1.011252,-0.084378,0.059588,0.048837,0.024221,-0.996733,True,0.022054,1.017576,-0.077022,0.060022,0.064921,0.022595,-0.995827
0.121,True,-0.046151,1.011283,-0.084387,0.059721,0.049245,0.024167,-0.996707,True,0.022039,1.017614,-0.077007,0.060154,0.065328,0.022539,-0.995794
0.133,True,-0.046164,1.011292,-0.084375,0.059747,0.049525,0.024060,-0.996694,True,0.022024,1.017636,-0.076986,0.060179,0.065607,0.022431,-0.995777
0.143,True,-0.046145,1.011246,-0.084339,0.059818,0.049674,0.023983,-0.996684,True,0.022041,1.017601,-0.076940,0.060249,0.065756,0.022353,-0.995764
0.154,True,-0.046173,1.011230,-0.084315,0.059833,0.049867,0.024004,-0.996673,True,0.022015,1.017578,-0.076921,0.060265,0.065948,0.022376,-0.995750
0.165,True,-0.046178,1.011198,-0.084292,0.059760,0.049998,0.024057,-0.996670,True,0.022011,1.017535,-0.076903,0.060193,0.066079,0.022430,-0.995745
0.176,True,-0.046161,1.011147,-0.084240,0.059968,0.050354,0.023913,-0.996643,True,0.022029,1.017497,-0.076872,0.060399,0.066435,0.022285,-0.995712
0.187,True,-0.046171,1.011087,-0.084191,0.059932,0.050266,0.023708,-0.996654,True,0.022019,1.017461,-0.076847,0.060360,0.066346,0.022082,-0.995725
0.198,True,-0.046183,1.011049,-0.084173,0.059747,0.050346,0.023559,-0.996665,True,0.022005,1.017443,-0.076817,0.060172,0.066427,0.021936,-0.995734
0.209,True,-0.046206,1.011017,-0.084116,0.059821,0.050849,0.023436,-0.996638,True,0.021981,1.017420,-0.076767,0.060245,0.066929,0.021814,-0.995698
0.220,True,-0.046208,1.010979,-0.084084,0.059746,0.050944,0.023354,-0.996639,True,0.021978,1.017391,-0.076736,0.060169,0.067023,0.021734,-0.995698
0.232,True,-0.046221,1.010941,-0.084053,0.059577,0.050940,0.023266,-0.996652,True,0.021966,1.017361,-0.076717,0.059999,0.067020,0.021649,-0.995711
0.243,True,-0.046227,1.010907,-0.084011,0.059489,0.050853,0.023303,-0.996661,True,0.021962,1.017319,-0.076687,0.059911,0.066934,0.021691,-0.995721
0.254,True,-0.046239,1.010894,-0.083975,0.059200,0.050952,0.023429,-0.996670,True,0.021954,1.017282,-0.076671,0.059624,0.067033,0.021822,-0.995729
0.265,True,-0.046249,1.010882,-0.083957,0.059451,0.050878,0.023463,-0.996658,True,0.021947,1.017262,-0.076676,0.059876,0.066959,0.021859,-0.995718
0.276,True,-0.046243,1.010841,-0.083936,0.059500,0.050782,0.023351,-0.996662,True,0.021955,1.017234,-0.076679,0.059922,0.066864,0.021749,-0.995724
0.287,True,-0.046252,1.010799,-0.083936,0.059531,0.050796,0.023178,-0.996664,True,0.021945,1.017213,-0.076692,0.059950,0.066878,0.021580,-0.995725
0.298,True,-0.046291,1.010741,-0.083950,0.059684,0.050974,0.022855,-0.996653,True,0.021904,1.017195,-0.076721,0.060099,0.067057,0.021259,-0.995711
0.310,True,-0.046313,1.010720,-0.083977,0.059782,0.051131,0.022739,-0.996642,True,0.021881,1.017188,-0.076746,0.060195,0.067214,0.021145,-0.995697
0.321,True,-0.046357,1.010662,-0.083969,0.060025,0.051146,0.022582,-0.996630,True,0.021836,1.017151,-0.076753,0.060435,0.067229,0.020987,-0.995685
0.332,True,-0.046409,1.010641,-0.083988,0.060428,0.051237,0.022501,-0.996603,True,0.021785,1.017141,-0.076784,0.060836,0.067320,0.020905,-0.995656
0.343,True,-0.046450,1.010620,-0.083977,0.060717,0.051182,0.022449,-0.996589,True,0.021743,1.017128,-0.076781,0.061124,0.067265,0.020851,-0.995643
0.354,True,-0.046515,1.010628,-0.083948,0.060909,0.050791,0.022482,-0.996597,True,0.021682,1.017134,-0.076777,0.061316,0.066876,0.020883,-0.995657
0.365,True,-0.046560,1.010654,-0.083988,0.061207,0.051007,0.022406,-0.996569,True,0.021635,1.017169,-0.076821,0.061613,0.067091,0.020804,-0.995625
0.376,True,-0.046606,1.010644,-0.083994,0.061574,0.050996,0.022292,-0.996550,True,0.021588,1.017179,-0.076825,0.061978,0.067080,0.020688,-0.995606
0.387,True,-0.046680,1.010663,-0.084014,0.061766,0.051088,0.022206,-0.996535,True,0.021511,1.017210,-0.076838,0.062168,0.067171,0.020600,-0.995590
0.398,True,-0.046753,1.010686,-0.084049,0.062169,0.051282,0.022086,-0.996503,True,0.021434,1.017254,-0.076851,0.062570,0.067365,0.020477,-0.995554
0.410,True,-0.046841,1.010712,-0.084061,0.062312,0.051462,0.022061,-0.996485,True,0.021343,1.017286,-0.076841,0.062712,0.067545,0.020449,-0.995534
0.421,True,-0.046918,1.010795,-0.084086,0.062479,0.051897,0.022067,-0.996452,True,0.021264,1.017367,-0.076841,0.062879,0.067979,0.020455,-0.995493
0.432,True,-0.047017,1.010849,-0.084104,0.062774,0.052020,0.021927,-0.996430,True,0.021163,1.017441,-0.076860,0.063172,0.068102,0.020312,-0.995469
0.443,True,-0.047103,1.010873,-0.084128,0.062836,0.052545,0.021828,-0.996401,True,0.021073,1.017478,-0.076855,0.063233,0.068626,0.020212,-0.995431
0.454,True,-0.047200,1.010941,-0.084144,0.062918,0.052780,0.021939,-0.996381,True,0.020975,1.017532,-0.076847,0.063318,0.068861,0.020322,-0.995408
0.465,True,-0.047289,1.010984,-0.084155,0.063028,0.052802,0.021917,-0.996373,True,0.020884,1.017581,-0.076848,0.063426,0.068882,0.020297,-0.995400
0.476,True,-0.047371,1.011049,-0.084169,0.063135,0.052797,0.021885,-0.996367,True,0.020800,1.017653,-0.076847,0.063533,0.068877,0.020263,-0.995394
0.487,True,-0.047458,1.011057,-0.084154,0.063390,0.052634,0.021758,-0.996362,True,0.020711,1.017682,-0.076837,0.063785,0.068715,0.020134,-0.995392
0.499,True,-0.047557,1.011072,-0.084164,0.063420,0.052649,0.021505,-0.996365,True,0.020607,1.017734,-0.076838,0.063812,0.068730,0.019880,-0.995394
0.509,True,-0.047650,1.011042,-0.084170,0.063460,0.052814,0.021403,-0.996356,True,0.020510,1.017721,-0.076818,0.063850,0.068894,0.019778,-0.995382
0.521,True,-0.047750,1.010987,-0.084173,0.063522,0.053041,0.021276,-0.996343,True,0.020405,1.017685,-0.076796,0.063910,0.069122,0.019650,-0.995365
0.532,True,-0.047858,1.010955,-0.084173,0.063439,0.053333,0.021141,-0.996335,True,0.020295,1.017667,-0.076787,0.063825,0.069414,0.019520,-0.995353
0.543,True,-0.047922,1.010933,-0.084192,0.063494,0.053488,0.021169,-0.996323,True,0.020230,1.017641,-0.076792,0.063881,0.069568,0.019548,-0.995338
0.554,True,-0.047937,1.010859,-0.084158,0.063506,0.053507,0.021230,-0.996320,True,0.020218,1.017556,-0.076773,0.063893,0.069587,0.019610,-0.995335
0.565,True,-0.047970,1.010794,-0.084134,0.063460,0.053304,0.021246,-0.996333,True,0.020187,1.017487,-0.076772,0.063848,0.069384,0.019626,-0.995351
0.576,True,-0.048003,1.010784,-0.084118,0.063289,0.052996,0.021376,-0.996358,True,0.020159,1.017458,-0.076778,0.063678,0.069077,0.019759,-0.995381
0.587,True,-0.048000,1.010716,-0.084068,0.063243,0.052687,0.021352,-0.996378,True,0.020166,1.017392,-0.076762,0.063631,0.068769,0.019736,-0.995406
0.599,True,-0.048002,1.010674,-0.084043,0.063187,0.052474,0.021316,-0.996393,True,0.020166,1.017354,-0.076760,0.063575,0.068556,0.019701,-0.995425
0.610,True,-0.048038,1.010669,-0.084001,0.062818,0.051887,0.021390,-0.996446,True,0.020138,1.017332,-0.076780,0.063207,0.067970,0.019779,-0.995487
0.621,True,-0.047997,1.010605,-0.083954,0.062853,0.051759,0.021448,-0.996449,True,0.020182,1.017260,-0.076751,0.063243,0.067842,0.019836,-0.995492
0.632,True,-0.047955,1.010612,-0.083910,0.062834,0.051487,0.021553,-0.996462,True,0.020231,1.017248,-0.076760,0.063226,0.067570,0.019940,-0.995510
0.646,True,-0.047851,1.010616,-0.083826,0.062784,0.050995,0.021676,-0.996488,True,0.020348,1.017225,-0.076772,0.063178,0.067078,0.020064,-0.995543
0.666,True,-0.047567,1.010627,-0.083653,0.062715,0.049438,0.021738,-0.996569,True,0.020659,1.017209,-0.076837,0.063109,0.065522,0.020128,-0.995650
0.676,True,-0.047368,1.010574,-0.083528,0.062668,0.048696,0.021629,-0.996611,True,0.020873,1.017154,-0.076872,0.063060,0.064779,0.020019,-0.995704
0.687,True,-0.047136,1.010557,-0.083400,0.062523,0.047439,0.021556,-0.996682,True,0.021122,1.017135,-0.076916,0.062913,0.063524,0.019949,-0.995796
0.699,True,-0.046918,1.010552,-0.083276,0.062422,0.046371,0.021486,-0.996741,True,0.021356,1.017125,-0.076961,0.062811,0.062457,0.019880,-0.995871
0.710,True,-0.046728,1.010542,-0.083163,0.062410,0.045436,0.021359,-0.996787,True,0.021561,1.017120,-0.077008,0.062797,0.061522,0.019752,-0.995933
0.721,True,-0.046490,1.010499,-0.083016,0.062202,0.044363,0.021216,-0.996851,True,0.021811,1.017085,-0.077010,0.062586,0.060450,0.019612,-0.996014
0.732,True,-0.046303,1.010460,-0.082921,0.062029,0.043461,0.021105,-0.996904,True,0.022010,1.017048,-0.077061,0.062410,0.059548,0.019503,-0.996082
0.743,True,-0.046083,1.010378,-0.082752,0.061789,0.042794,0.021052,-0.996949,True,0.022243,1.016958,-0.077031,0.062170,0.058881,0.019452,-0.996137
0.754,True,-0.045908,1.010311,-0.082673,0.061758,0.042048,0.021034,-0.996983,True,0.022429,1.016883,-0.077076,0.062139,0.058135,0.019435,-0.996184
