Timestamp,LeftGazeValid,LeftGazePosX,LeftGazePosY,LeftGazePosZ,LeftGazeRotX,LeftGazeRotY,LeftGazeRotZ,LeftGazeRotW,RightGazeValid,RightGazePosX,RightGazePosY,RightGazePosZ,RightGazeRotX,RightGazeRotY,RightGazeRotZ,RightGazeRotW
0.000,True,-0.019629,1.170197,0.271502,0.070286,0.034956,0.016223,-0.996782,True,0.043513,1.170179,0.267865,0.010969,-0.054227,0.025389,-0.998146
0.012,True,-0.019647,1.170183,0.271539,0.070236,0.034920,0.016197,-0.996788,True,0.043494,1.170168,0.267898,0.010800,-0.053813,0.025323,-0.998171
0.021,True,-0.019666,1.170148,0.271559,0.070241,0.034973,0.016098,-0.996787,True,0.043476,1.170146,0.267924,0.010806,-0.053758,0.025220,-0.998177
0.033,True,-0.019668,1.170120,0.271555,0.069834,0.035276,0.016143,-0.996804,True,0.043474,1.170114,0.267929,0.010663,-0.053688,0.025262,-0.998181
0.044,True,-0.019683,1.170086,0.271589,0.069719,0.035304,0.016160,-0.996811,True,0.043460,1.170079,0.267968,0.010149,-0.053061,0.025225,-0.998221
0.055,True,-0.019701,1.170069,0.271627,0.069690,0.035283,0.016120,-0.996814,True,0.043441,1.170067,0.268004,0.010115,-0.053075,0.025183,-0.998222
0.066,True,-0.019690,1.170041,0.271612,0.070035,0.034430,0.016135,-0.996820,True,0.043453,1.170047,0.267994,0.010116,-0.053026,0.025126,-0.998226
0.077,True,-0.019700,1.170031,0.271649,0.070020,0.034429,0.016109,-0.996821,True,0.043443,1.170041,0.268031,0.010085,-0.053010,0.025096,-0.998228
0.089,True,-0.019701,1.170012,0.271671,0.070064,0.034467,0.016113,-0.996817,True,0.043442,1.170021,0.268059,0.009858,-0.053369,0.025140,-0.998210
0.099,True,-0.019702,1.170005,0.271650,0.069852,0.034661,0.016134,-0.996825,True,0.043442,1.170013,0.268046,0.009699,-0.053305,0.025154,-0.998214
0.110,True,-0.019709,1.169989,0.271679,0.069791,0.034638,0.016136,-0.996830,True,0.043434,1.169996,0.268074,0.009620,-0.053309,0.025149,-0.998215
0.121,True,-0.019710,1.169962,0.271705,0.069765,0.034686,0.016056,-0.996831,True,0.043434,1.169981,0.268105,0.009547,-0.052529,0.025002,-0.998261
0.132,True,-0.019702,1.169917,0.271676,0.069805,0.034743,0.016051,-0.996826,True,0.043442,1.169937,0.268084,0.009578,-0.052461,0.024996,-0.998264
0.144,True,-0.020270,1.168660,0.271457,0.069919,0.035090,0.016085,-0.996806,True,0.043453,1.169915,0.268121,0.009514,-0.052397,0.025051,-0.998267
0.155,True,-0.020262,1.168663,0.271489,0.069833,0.035093,0.016095,-0.996811,True,0.043462,1.169919,0.268155,0.009413,-0.052491,0.025060,-0.998263
0.166,True,-0.020214,1.168645,0.271450,0.069937,0.035081,0.016149,-0.996804,True,0.043510,1.169892,0.268115,0.009501,-0.052488,0.025123,-0.998260
0.177,True,-0.020184,1.168674,0.271493,0.070375,0.034849,0.016371,-0.996777,True,0.043541,1.169895,0.268163,0.009498,-0.052442,0.025332,-0.998258
0.188,True,-0.020167,1.168696,0.271525,0.070377,0.034813,0.016593,-0.996775,True,0.043557,1.169889,0.268193,0.009129,-0.052417,0.025558,-0.998256
0.199,True,-0.020122,1.168688,0.271509,0.070502,0.034698,0.016819,-0.996766,True,0.043603,1.169850,0.268165,0.009223,-0.052505,0.025798,-0.998245
0.211,True,-0.020096,1.168696,0.271548,0.070118,0.034205,0.016905,-0.996809,True,0.043628,1.169854,0.268203,0.009122,-0.052506,0.025827,-0.998245
0.222,True,-0.020060,1.168700,0.271579,0.069996,0.034225,0.016967,-0.996816,True,0.043665,1.169852,0.268239,0.008765,-0.052528,0.025885,-0.998246
