Timestamp,LeftGazeValid,LeftGazePosX,LeftGazePosY,LeftGazePosZ,LeftGazeRotX,LeftGazeRotY,LeftGazeRotZ,LeftGazeRotW,RightGazeValid,RightGazePosX,RightGazePosY,RightGazePosZ,RightGazeRotX,RightGazeRotY,RightGazeRotZ,RightGazeRotW
0.000,True,-0.029723,1.031837,0.012108,0.017657,-0.009736,0.002613,-0.999793,True,0.040558,1.033512,0.013022,0.017690,0.006487,0.002173,-0.999820
0.011,True,-0.029725,1.031808,0.012197,0.018313,-0.010046,0.002462,-0.999779,True,0.040555,1.033506,0.013108,0.018344,0.006176,0.002020,-0.999811
0.022,True,-0.029761,1.031772,0.012062,0.018796,-0.010539,0.002437,-0.999765,True,0.040518,1.033478,0.012981,0.018827,0.005682,0.001995,-0.999805
0.033,True,-0.029781,1.031778,0.012156,0.019699,-0.011462,0.002404,-0.999737,True,0.040499,1.033493,0.013069,0.019730,0.004758,0.001963,-0.999792
0.044,True,-0.029789,1.031783,0.012229,0.020195,-0.011348,0.002424,-0.999729,True,0.040490,1.033497,0.013163,0.020227,0.004872,0.001983,-0.999782
0.055,True,-0.029859,1.031764,0.012096,0.020627,-0.010955,0.002453,-0.999724,True,0.040420,1.033474,0.013056,0.020659,0.005265,0.002012,-0.999771
0.066,True,-0.029871,1.031760,0.012169,0.021181,-0.010695,0.002502,-0.999715,True,0.040408,1.033465,0.013151,0.021214,0.005526,0.002060,-0.999758
0.077,True,-0.029896,1.031775,0.012264,0.021985,-0.010651,0.002528,-0.999698,True,0.040382,1.033479,0.013260,0.022019,0.005570,0.002085,-0.999740
0.088,True,-0.029946,1.031775,0.012147,0.025040,-0.010460,0.002676,-0.999628,True,0.040333,1.033465,0.013171,0.025078,0.005762,0.002232,-0.999667
0.099,True,-0.029973,1.031816,0.012248,0.025943,-0.010409,0.002944,-0.999605,True,0.040306,1.033471,0.013277,0.025987,0.005812,0.002502,-0.999642
0.111,True,-0.029976,1.031825,0.012333,0.026235,-0.010443,0.003226,-0.999596,True,0.040304,1.033441,0.013361,0.026283,0.005778,0.002784,-0.999634
0.122,True,-0.030010,1.031772,0.012107,0.026646,-0.010574,0.003250,-0.999584,True,0.040271,1.033386,0.013127,0.026694,0.005648,0.002808,-0.999624
0.133,True,-0.029996,1.031744,0.012273,0.027151,-0.010792,0.003000,-0.999569,True,0.040284,1.033392,0.013263,0.027197,0.005429,0.002562,-0.999612
0.144,True,-0.029989,1.031694,0.012348,0.027347,-0.010893,0.002757,-0.999563,True,0.040291,1.033376,0.013314,0.027389,0.005329,0.002322,-0.999608
0.155,True,-0.029995,1.031617,0.012181,0.027261,-0.011135,0.002487,-0.999563,True,0.040285,1.033336,0.013125,0.027298,0.005087,0.002053,-0.999612
0.166,True,-0.029988,1.031604,0.012253,0.027497,-0.011797,0.002398,-0.999549,True,0.040292,1.033337,0.013163,0.027533,0.004423,0.001965,-0.999609
0.177,True,-0.029982,1.031623,0.012328,0.027442,-0.012280,0.002372,-0.999545,True,0.040298,1.033360,0.013218,0.027478,0.003940,0.001940,-0.999613
0.188,True,-0.030001,1.031608,0.012132,0.027827,-0.012515,0.002402,-0.999532,True,0.040279,1.033343,0.013018,0.027863,0.003704,0.001967,-0.999603
0.199,True,-0.030031,1.031625,0.012195,0.027769,-0.012735,0.002331,-0.999531,True,0.040248,1.033370,0.013078,0.027803,0.003483,0.001894,-0.999606
0.210,True,-0.030051,1.031653,0.012246,0.027957,-0.012981,0.002359,-0.999522,True,0.040228,1.033396,0.013143,0.027993,0.003237,0.001922,-0.999601
