Timestamp,HumanMPositionX,HumanMPositionY,HumanMPositionZ,BallPositionX,BallPositionY,BallPositionZ,Ball2PositionX,Ball2PositionY,Ball2PositionZ
0.033900,4.990000,0.978000,4.450000,,,,,,
0.055300,,,,-0.668733,2.404666,3.753557,-1.000571,2.388094,1.110361
0.077500,4.990000,0.978000,4.450000,,,,,,
0.110900,4.990000,0.978000,4.450000,-0.466306,2.453325,3.676674,-0.981304,2.421679,1.328896
0.155200,4.990000,0.978000,4.450000,,,,,,
0.166300,,,,-0.262756,2.495505,3.599364,-0.962033,2.454051,1.547472
0.188500,4.990000,0.978000,4.450000,,,,,,
0.222000,4.990000,0.978000,4.450000,-0.057048,2.525994,3.521235,-0.942707,2.484811,1.766667
0.266300,4.990000,0.978000,4.450000,,,,,,
0.277500,,,,0.150277,2.540028,3.442491,-0.923343,2.513001,1.986298
0.299700,4.990000,0.978000,4.450000,,,,,,
0.333000,4.990000,0.978000,4.450000,0.358035,2.535073,3.363583,-0.903935,2.537697,2.206426
0.377200,4.990000,0.978000,4.450000,,,,,,
0.388400,,,,0.563650,2.511691,3.285489,-0.884586,2.557938,2.425882
0.410800,4.990000,0.978000,4.450000,,,,,,
0.444200,4.990000,0.978000,4.450000,0.768791,2.472248,3.207574,-0.865048,2.573207,2.647487
0.488600,4.990000,0.978000,4.450000,,,,,,
0.499600,,,,0.971414,2.421099,3.130617,-0.845506,2.582714,2.869133
0.521900,4.990000,0.978000,4.450000,,,,,,
0.555200,4.990000,0.978000,4.450000,1.091967,2.387190,3.085364,-0.822773,2.584445,3.089997
0.599400,4.990000,0.978000,4.450000,,,,,,
0.610500,,,,1.091967,2.387190,3.085364,-0.801981,2.577997,3.310259
0.632800,4.990000,0.978000,4.450000,,,,,,
0.666000,,,,1.091967,2.387190,3.085364,-0.777837,2.562473,3.530349
0.677200,4.990000,0.978000,4.450000,,,,,,
0.721600,4.990000,0.978000,4.450000,1.091967,2.387190,3.085364,-0.749597,2.537009,3.749047
0.754900,4.990000,0.978000,4.450000,,,,,,
0.777200,,,,0.974719,2.417945,3.132336,-0.733662,2.503221,3.968240
0.799400,4.990000,0.978000,4.450000,,,,,,
0.832800,4.990000,0.978000,4.450000,0.772955,2.468577,3.210474,-0.729700,2.464203,4.186962
0.866100,4.990000,0.978000,4.450000,,,,,,
0.888500,,,,0.567195,2.512782,3.280696,-0.722764,2.418414,4.403970
0.910500,4.990000,0.978000,4.450000,,,,,,
0.943800,,,,0.354522,2.542808,3.338750,-0.729607,2.364449,4.619707
0.955600,4.990000,0.978000,4.450000,,,,,,
0.989300,4.990000,0.978000,4.450000,,,,,,
1.001100,,,,0.132423,2.550214,3.380979,-0.729607,2.364449,4.619707
1.033700,4.990000,0.978000,4.450000,,,,,,
1.055900,,,,-0.084190,2.519170,3.417187,-0.729607,2.364449,4.619707
1.078600,4.990000,0.978000,4.450000,,,,,,
1.111500,,,,-0.291082,2.446266,3.446734,-0.729607,2.364449,4.619707
1.123800,4.990000,0.978000,4.450000,,,,,,
1.166400,4.990000,0.978000,4.450000,-0.488136,2.350705,3.464695,-0.727585,2.379410,4.534832
1.199700,4.990000,0.978000,4.450000,,,,,,
1.221800,,,,-0.680082,2.239703,3.471150,-0.717290,2.416664,4.316242
1.245500,4.990000,0.978000,4.450000,,,,,,
1.277500,,,,-0.680082,2.239703,3.471150,-0.699479,2.451588,4.097393
1.288600,4.990000,0.978000,4.450000,,,,,,
1.332800,4.990000,0.978000,4.450000,-0.680082,2.239703,3.471150,-0.674751,2.482701,3.879670
1.366300,4.990000,0.978000,4.450000,,,,,,
1.389100,,,,-0.680082,2.239703,3.471150,-0.643415,2.508930,3.659847
1.399900,4.990000,0.978000,4.450000,,,,,,
1.444200,4.990000,0.978000,4.450000,-0.605382,2.265224,3.501132,-0.605076,2.527889,3.442262
1.478100,4.990000,0.978000,4.450000,,,,,,
1.500300,,,,-0.409124,2.332834,3.588645,-0.559052,2.537902,3.221962
1.515000,4.990000,0.978000,4.450000,,,,,,
1.555400,4.990000,0.978000,4.450000,-0.219091,2.394740,3.687353,-0.507929,2.536603,3.005000
1.589500,4.990000,0.978000,4.450000,,,,,,
1.610500,,,,-0.028445,2.441802,3.786660,-0.448899,2.522714,2.793441
1.632800,4.990000,0.978000,4.450000,,,,,,
1.666100,4.990000,0.978000,4.450000,0.168542,2.466294,3.879797,-0.383896,2.494984,2.585768
1.699600,4.990000,0.978000,4.450000,,,,,,
1.721700,,,,0.368131,2.460850,3.977232,-0.309174,2.453545,2.380478
1.744000,4.990000,0.978000,4.450000,,,,,,
1.777400,4.990000,0.978000,4.450000,0.554040,2.422983,4.092151,-0.221779,2.400138,2.183490
1.821700,4.990000,0.978000,4.450000,,,,,,
1.832700,,,,0.713951,2.365963,4.198882,-0.130352,2.334957,1.991793
1.855000,4.990000,0.978000,4.450000,,,,,,
1.888200,,,,0.743159,2.352105,4.220685,-0.043575,2.259418,1.801578
1.899400,4.990000,0.978000,4.450000,,,,,,
1.932900,4.990000,0.978000,4.450000,,,,,,
1.943800,,,,0.743159,2.352105,4.220685,0.000725,2.209296,1.686942
