Timestamp,HumanMPositionX,HumanMPositionY,HumanMPositionZ,BallPositionX,BallPositionY,BallPositionZ
0.000000,,,,0.408808,2.308759,4.635416
0.008333,9.170000,0.172373,3.710000,0.419869,2.318683,4.591579
0.016667,9.170000,0.172373,3.710000,0.430929,2.328606,4.547742
0.025000,9.170000,0.172373,3.710000,0.441990,2.338530,4.503906
0.033333,9.170000,0.172373,3.710000,0.453051,2.348454,4.460069
0.041667,9.170000,0.172373,3.710000,0.464111,2.358378,4.416233
0.050000,9.170000,0.172373,3.710000,0.475172,2.368302,4.372396
0.058333,9.170000,0.172373,3.710000,0.486379,2.377124,4.327976
0.066667,9.170000,0.172373,3.710000,0.497600,2.385848,4.283504
0.075000,9.170000,0.172373,3.710000,0.508821,2.394572,4.239033
0.083333,9.170000,0.172373,3.710000,0.520041,2.403296,4.194561
0.091667,9.170000,0.172373,3.710000,0.531262,2.412019,4.150090
0.100000,9.170000,0.172373,3.710000,0.542483,2.420743,4.105618
0.108333,9.170000,0.172373,3.710000,0.554097,2.427623,4.059585
0.116667,9.170000,0.172373,3.710000,0.565817,2.434010,4.013135
0.125000,9.170000,0.172373,3.710000,0.577537,2.440398,3.966686
0.133333,9.170000,0.172373,3.710000,0.589257,2.446785,3.920237
0.141667,9.170000,0.172373,3.710000,0.600976,2.453173,3.873787
0.150000,9.170000,0.172373,3.710000,0.612696,2.459560,3.827338
0.158333,9.170000,0.172373,3.710000,0.624776,2.463371,3.779462
0.166667,9.170000,0.172373,3.710000,0.637007,2.466098,3.730987
0.175000,9.170000,0.172373,3.710000,0.649238,2.468826,3.682511
0.183333,9.170000,0.172373,3.710000,0.661469,2.471553,3.634036
0.191667,9.170000,0.172373,3.710000,0.673699,2.474280,3.585561
0.200000,9.170000,0.172373,3.710000,0.685930,2.477007,3.537085
0.208333,9.170000,0.172373,3.710000,0.698120,2.476575,3.488775
0.216667,9.170000,0.172373,3.710000,0.710292,2.474853,3.440532
0.225000,9.170000,0.172373,3.710000,0.722464,2.473130,3.392289
0.233333,9.170000,0.172373,3.710000,0.734636,2.471408,3.344046
0.241667,9.170000,0.172373,3.710000,0.746809,2.469686,3.295803
0.250000,9.170000,0.172373,3.710000,0.758981,2.467963,3.247560
0.258333,9.170000,0.172373,3.710000,0.771076,2.463379,3.199622
0.266667,9.170000,0.172373,3.710000,0.783137,2.457508,3.151820
0.275000,9.170000,0.172373,3.710000,0.795198,2.451636,3.104019
0.283333,9.170000,0.172373,3.710000,0.807259,2.445764,3.056217
0.291667,9.170000,0.172373,3.710000,0.819320,2.439892,3.008416
0.300000,9.170000,0.172373,3.710000,0.831381,2.434021,2.960615
0.308333,9.170000,0.172373,3.710000,0.843287,2.426195,2.913428
0.316667,9.170000,0.172373,3.710000,0.855100,2.417208,2.866607
0.325000,9.170000,0.172373,3.710000,0.866914,2.408221,2.819786
0.333333,9.170000,0.172373,3.710000,0.878727,2.399234,2.772965
0.341667,9.170000,0.172373,3.710000,0.890541,2.390247,2.726144
0.350000,9.170000,0.172373,3.710000,0.902354,2.381260,2.679323
0.358333,9.170000,0.172373,3.710000,0.914127,2.371274,2.632664
0.366667,9.170000,0.172373,3.710000,0.925863,2.360401,2.586149
0.375000,9.170000,0.172373,3.710000,0.937599,2.349527,2.539634
0.383333,9.170000,0.172373,3.710000,0.949336,2.338654,2.493119
0.391667,9.170000,0.172373,3.710000,0.961072,2.327781,2.446604
0.400000,9.170000,0.172373,3.710000,0.972808,2.316908,2.400089
0.408333,9.170000,0.172373,3.710000,0.979528,2.310589,2.373458
0.416667,9.170000,0.172373,3.710000,0.983000,2.307219,2.359697
0.425000,9.170000,0.172373,3.710000,0.986472,2.303848,2.345936
0.433333,9.170000,0.172373,3.710000,0.989944,2.300477,2.332175
0.441667,9.170000,0.172373,3.710000,0.993416,2.297106,2.318415
0.450000,9.170000,0.172373,3.710000,0.996888,2.293736,2.304654
0.458333,9.170000,0.172373,3.710000,0.998237,2.292425,2.299305
0.466667,9.170000,0.172373,3.710000,0.998237,2.292425,2.299305
0.475000,9.170000,0.172373,3.710000,0.998237,2.292425,2.299305
0.483333,9.170000,0.172373,3.710000,0.998237,2.292425,2.299305
0.491667,9.170000,0.172373,3.710000,0.998237,2.292425,2.299305
