Timestamp,PositionX,PositionY,PositionZ
0.000000,9.170000,0.000000,3.710000
0.055811,9.170000,0.172373,3.710000
0.099544,9.170000,0.172373,3.710000
0.149779,9.170000,0.172373,3.710000
0.205454,9.170000,0.172373,3.710000
0.255119,9.170000,0.172373,3.710000
0.305222,9.170000,0.172373,3.710000
0.352102,9.170000,0.172373,3.710000
0.402662,9.170000,0.172373,3.710000
0.457643,9.170000,0.172373,3.710000
0.503901,9.170000,0.172373,3.710000
0.558569,9.170000,0.172373,3.710000
0.608668,9.170000,0.172373,3.710000
0.659029,9.170000,0.172373,3.710000
0.704647,9.170000,0.172373,3.710000
0.755299,9.170000,0.172373,3.710000
0.810165,9.170000,0.172373,3.710000
0.856678,9.170000,0.172373,3.710000
0.911297,9.170000,0.172373,3.710000
0.961920,9.170000,0.172373,3.710000
1.012216,9.170000,0.172373,3.710000
1.057520,9.170000,0.172373,3.710000
1.107835,9.170000,0.172373,3.710000
1.162728,9.170000,0.172373,3.710000
1.208062,9.170000,0.172373,3.710000
1.258423,9.170000,0.172373,3.710000
1.313471,9.170000,0.172373,3.710000
1.359468,9.170000,0.172373,3.710000
1.409251,9.170000,0.172373,3.710000
1.464610,9.170000,0.172373,3.710000
1.509779,9.170000,0.172373,3.710000
1.560704,9.170000,0.172373,3.710000
1.611607,9.170000,0.172373,3.710000
1.661367,9.170000,0.172373,3.710000
1.714855,9.170000,0.172373,3.710000
1.771695,9.170000,0.172373,3.710000
1.813419,9.170000,0.172373,3.710000
1.863762,9.170000,0.172373,3.710000
1.918979,9.170000,0.172373,3.710000
1.963775,9.170000,0.172373,3.710000
2.013865,9.170000,0.172373,3.710000
2.068957,9.170000,0.172373,3.710000
2.114945,9.170000,0.172373,3.710000
2.164873,9.170000,0.172373,3.710000
2.214897,9.170000,0.172373,3.710000
2.264862,9.170000,0.172373,3.710000
2.315686,9.170000,0.172373,3.710000
2.370664,9.170000,0.172373,3.710000
2.416641,9.170000,0.172373,3.710000
2.467137,9.170000,0.172373,3.710000
2.522981,9.170000,0.172373,3.710000
2.567971,9.170000,0.172373,3.710000
2.618474,9.170000,0.172373,3.710000
2.669737,9.170000,0.172373,3.710000
2.720141,9.170000,0.172373,3.710000
2.770265,9.170000,0.172373,3.710000
2.825512,9.170000,0.172373,3.710000
2.870444,9.170000,0.172373,3.710000
2.920668,9.170000,0.172373,3.710000
2.975745,9.170000,0.172373,3.710000
3.022178,9.170000,0.172373,3.710000
3.072567,9.170000,0.172373,3.710000
3.122600,9.170000,0.172373,3.710000
3.173265,9.170000,0.172373,3.710000
3.223740,9.170000,0.172373,3.710000
3.278618,9.170000,0.172373,3.710000
3.324853,9.170000,0.172373,3.710000
3.376258,9.170000,0.172373,3.710000
3.431139,9.170000,0.172373,3.710000
3.477000,9.170000,0.172373,3.710000
3.527025,9.170000,0.172373,3.710000
3.582146,9.170000,0.172373,3.710000
3.627499,9.170000,0.172373,3.710000
3.677583,9.170000,0.172373,3.710000
3.728455,9.170000,0.172373,3.710000
3.779079,9.170000,0.172373,3.710000
3.829261,9.170000,0.172373,3.710000
3.885230,9.170000,0.172373,3.710000
3.930505,9.170000,0.172373,3.710000
3.980595,9.170000,0.172373,3.710000
4.035867,9.170000,0.172373,3.710000
4.081906,9.170000,0.172373,3.710000
4.131895,9.170000,0.172373,3.710000
4.187743,9.170000,0.172373,3.710000
4.234070,9.170000,0.172373,3.710000
4.284350,9.170000,0.172373,3.710000
4.334667,9.170000,0.172373,3.710000
4.385312,9.170000,0.172373,3.710000
4.435741,9.170000,0.172373,3.710000
4.490694,9.170000,0.172373,3.710000
4.536890,9.170000,0.172373,3.710000
4.587417,9.170000,0.172373,3.710000
4.641880,9.170000,0.172373,3.710000
4.688296,9.170000,0.172373,3.710000
4.739025,9.170000,0.172373,3.710000
4.794877,9.170000,0.172373,3.710000
4.841330,9.170000,0.172373,3.710000
4.891757,9.170000,0.172373,3.710000
4.947658,9.170000,0.172373,3.710000
4.993742,9.170000,0.172373,3.710000
5.044586,9.170000,0.172373,3.710000
5.099602,9.170000,0.172373,3.710000
5.144890,9.170000,0.172373,3.710000
5.194893,9.170000,0.172373,3.710000
5.250362,9.170000,0.172373,3.710000
5.296261,9.170000,0.172373,3.710000
5.350783,9.170000,0.172373,3.710000
5.397442,9.170000,0.172373,3.710000
5.448176,9.170000,0.172373,3.710000
5.499281,9.170000,0.172373,3.710000
5.549188,9.170000,0.172373,3.710000
5.605062,9.170000,0.172373,3.710000
5.650327,9.170000,0.172373,3.710000
5.700420,9.170000,0.172373,3.710000
5.756599,9.170000,0.172373,3.710000
5.802027,9.170000,0.172373,3.710000
5.852012,9.170000,0.172373,3.710000
5.907202,9.170000,0.172373,3.710000
5.953046,9.170000,0.172373,3.710000
6.003425,9.170000,0.172373,3.710000
6.054030,9.170000,0.172373,3.710000
6.104420,9.170000,0.172373,3.710000
6.154686,9.170000,0.172373,3.710000
6.209274,9.170000,0.172373,3.710000
6.255392,9.170000,0.172373,3.710000
6.305816,9.170000,0.172373,3.710000
6.360451,9.170000,0.172373,3.710000
6.406407,9.170000,0.172373,3.710000
6.456803,9.170000,0.172373,3.710000
6.512387,9.170000,0.172373,3.710000
6.558179,9.170000,0.172373,3.710000
6.608753,9.170000,0.172373,3.710000
6.663616,9.170000,0.172373,3.710000
6.710002,9.170000,0.172373,3.710000
6.760053,9.170000,0.172373,3.710000
6.810219,9.170000,0.172373,3.710000
6.861666,9.170000,0.172373,3.710000
6.912857,9.170000,0.172373,3.710000
6.968043,9.170000,0.172373,3.710000
7.014161,9.170000,0.172373,3.710000
7.064340,9.170000,0.172373,3.710000
7.119640,9.170000,0.172373,3.710000
7.165690,9.170000,0.172373,3.710000
7.215786,9.170000,0.172373,3.710000
7.270763,9.170000,0.172373,3.710000
7.316765,9.170000,0.172373,3.710000
7.367168,9.170000,0.172373,3.710000
7.418529,9.170000,0.172373,3.710000
7.469144,9.170000,0.172373,3.710000
7.520122,9.170000,0.172373,3.710000
7.576195,9.170000,0.172373,3.710000
7.622889,9.170000,0.172373,3.710000
7.673507,9.170000,0.172373,3.710000
7.728621,9.170000,0.172373,3.710000
7.775021,9.170000,0.172373,3.710000
7.825971,9.170000,0.172373,3.710000
7.880280,9.170000,0.172373,3.710000
7.926175,9.170000,0.172373,3.710000
7.976315,9.170000,0.172373,3.710000
8.026473,9.170000,0.172373,3.710000
8.077233,9.170000,0.172373,3.710000
8.127871,9.170000,0.172373,3.710000
8.182899,9.170000,0.172373,3.710000
8.229351,9.170000,0.172373,3.710000
8.280150,9.170000,0.172373,3.710000
8.334801,9.170000,0.172373,3.710000
8.380846,9.170000,0.172373,3.710000
8.431597,9.170000,0.172373,3.710000
8.487119,9.170000,0.172373,3.710000
8.532462,9.170000,0.172373,3.710000
8.582815,9.170000,0.172373,3.710000
8.637811,9.170000,0.172373,3.710000
8.683963,9.170000,0.172373,3.710000
8.734400,9.170000,0.172373,3.710000
8.789692,9.170000,0.172373,3.710000
8.835968,9.170000,0.172373,3.710000
8.887112,9.170000,0.172373,3.710000
8.942120,9.170000,0.172373,3.710000
8.987679,9.170000,0.172373,3.710000
9.038171,9.170000,0.172373,3.710000
9.096947,9.170000,0.172373,3.710000
9.138999,9.170000,0.172373,3.710000
9.189524,9.170000,0.172373,3.710000
9.244039,9.170000,0.172373,3.710000
9.289402,9.170000,0.172373,3.710000
9.339890,9.170000,0.172373,3.710000
9.391167,9.170000,0.172373,3.710000
9.441167,9.170000,0.172373,3.710000
9.491490,9.170000,0.172373,3.710000
9.546327,9.170000,0.172373,3.710000
9.591591,9.170000,0.172373,3.710000
9.641660,9.170000,0.172373,3.710000
9.697772,9.170000,0.172373,3.710000
9.742761,9.170000,0.172373,3.710000
9.793810,9.170000,0.172373,3.710000
9.843717,9.170000,0.172373,3.710000
9.894315,9.170000,0.172373,3.710000
9.945004,9.170000,0.172373,3.710000
9.999363,9.170000,0.172373,3.710000
10.045440,9.170000,0.172373,3.710000
10.095120,9.170000,0.172373,3.710000
10.150270,9.170000,0.172373,3.710000
10.196270,9.170000,0.172373,3.710000
10.246210,9.170000,0.172373,3.710000
10.302280,9.170000,0.172373,3.710000
10.347820,9.170000,0.172373,3.710000
10.397990,9.170000,0.172373,3.710000
10.453250,9.170000,0.172373,3.710000
10.499010,9.170000,0.172373,3.710000
10.549260,9.170000,0.172373,3.710000
10.600530,9.170000,0.172373,3.710000
10.651160,9.170000,0.172373,3.710000
10.701290,9.170000,0.172373,3.710000
10.756030,9.170000,0.172373,3.710000
10.802000,9.170000,0.172373,3.710000
10.852680,9.170000,0.172373,3.710000
10.908280,9.170000,0.172373,3.710000
10.954850,9.170000,0.172373,3.710000
11.004950,9.170000,0.172373,3.710000
11.060440,9.170000,0.172373,3.710000
11.106180,9.170000,0.172373,3.710000
11.156240,9.170000,0.172373,3.710000
11.211090,9.170000,0.172373,3.710000
11.257060,9.170000,0.172373,3.710000
11.307490,9.170000,0.172373,3.710000
11.362580,9.170000,0.172373,3.710000
11.407910,9.170000,0.172373,3.710000
11.458120,9.170000,0.172373,3.710000
11.513220,9.170000,0.172373,3.710000
11.559120,9.170000,0.172373,3.710000
11.609720,9.170000,0.172373,3.710000
11.665250,9.170000,0.172373,3.710000
11.710580,9.170000,0.172373,3.710000
11.761520,9.170000,0.172373,3.710000
11.817240,9.170000,0.172373,3.710000
11.862560,9.170000,0.172373,3.710000
11.914140,9.170000,0.172373,3.710000
11.968650,9.170000,0.172373,3.710000
12.014580,9.170000,0.172373,3.710000
12.064940,9.170000,0.172373,3.710000
12.120730,9.170000,0.172373,3.710000
12.165910,9.170000,0.172373,3.710000
12.216940,9.170000,0.172373,3.710000
12.271950,9.170000,0.172373,3.710000
12.317310,9.170000,0.172373,3.710000
12.367350,9.170000,0.172373,3.710000
12.418060,9.170000,0.172373,3.710000
12.468440,9.170000,0.172373,3.710000
12.519340,9.170000,0.172373,3.710000
12.573710,9.170000,0.172373,3.710000
12.620310,9.170000,0.172373,3.710000
12.671380,9.170000,0.172373,3.710000
12.726500,9.170000,0.172373,3.710000
12.772740,9.170000,0.172373,3.710000
12.823020,9.170000,0.172373,3.710000
12.878290,9.170000,0.172373,3.710000
12.924350,9.170000,0.172373,3.710000
12.974820,9.170000,0.172373,3.710000
13.030080,9.170000,0.172373,3.710000
13.075950,9.170000,0.172373,3.710000
13.126090,9.170000,0.172373,3.710000
13.181000,9.170000,0.172373,3.710000
13.226070,9.170000,0.172373,3.710000
13.277290,9.170000,0.172373,3.710000
13.332400,9.170000,0.172373,3.710000
13.378110,9.170000,0.172373,3.710000
13.428370,9.170000,0.172373,3.710000
13.482730,9.170000,0.172373,3.710000
13.528760,9.170000,0.172373,3.710000
13.579220,9.170000,0.172373,3.710000
13.634220,9.170000,0.172373,3.710000
13.679410,9.170000,0.172373,3.710000
13.729940,9.170000,0.172373,3.710000
13.784920,9.170000,0.172373,3.710000
13.829990,9.170000,0.172373,3.710000
13.880700,9.170000,0.172373,3.710000
13.935700,9.170000,0.172373,3.710000
13.981500,9.170000,0.172373,3.710000
14.032470,9.170000,0.172373,3.710000
14.088260,9.170000,0.172373,3.710000
14.133420,9.170000,0.172373,3.710000
14.183600,9.170000,0.172373,3.710000
14.238190,9.170000,0.172373,3.710000
14.284660,9.170000,0.172373,3.710000
14.335760,9.170000,0.172373,3.710000
14.390620,9.170000,0.172373,3.710000
14.437110,9.170000,0.172373,3.710000
14.487310,9.170000,0.172373,3.710000
14.543410,9.170000,0.172373,3.710000
14.589220,9.170000,0.172373,3.710000
14.639160,9.170000,0.172373,3.710000
14.693670,9.170000,0.172373,3.710000
14.739790,9.170000,0.172373,3.710000
14.790130,9.170000,0.172373,3.710000
14.846310,9.170000,0.172373,3.710000
14.891620,9.170000,0.172373,3.710000
14.941820,9.170000,0.172373,3.710000
14.997230,9.170000,0.172373,3.710000
15.042160,9.170000,0.172373,3.710000
15.092600,9.170000,0.172373,3.710000
15.143140,9.170000,0.172373,3.710000
15.193680,9.170000,0.172373,3.710000
15.244300,9.170000,0.172373,3.710000
15.299370,9.170000,0.172373,3.710000
15.346070,9.170000,0.172373,3.710000
15.396860,9.170000,0.172373,3.710000
15.452340,9.170000,0.172373,3.710000
15.498660,9.170000,0.172373,3.710000
15.548590,9.170000,0.172373,3.710000
