Timestamp,IsValid,CoordinateSystem,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW,EulerX,EulerY,EulerZ,VelocityValid,VelocityX,VelocityY,VelocityZ,AngularVelocityValid,AngularVelocityX,AngularVelocityY,AngularVelocityZ
0.000000,True,Device,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.050161,True,Device,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.101335,True,Device,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.153677,True,Device,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.200622,True,Device,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.247652,True,Device,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.301767,True,Device,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.351943,True,Device,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.402342,True,Device,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.448462,True,Device,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.499960,True,Device,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.553632,True,Device,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.603197,True,Device,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.656568,True,Device,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.705957,True,Device,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.755959,True,Device,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.802560,True,Device,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.854089,True,Device,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.908211,True,Device,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
0.956221,True,Device,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000
