Timestamp,LeftGazeValid,LeftGazePosX,LeftGazePosY,LeftGazePosZ,LeftGazeRotX,LeftGazeRotY,LeftGazeRotZ,LeftGazeRotW,RightGazeValid,RightGazePosX,RightGazePosY,RightGazePosZ,RightGazeRotX,RightGazeRotY,RightGazeRotZ,RightGazeRotW
0.000,True,-0.019159,0.899196,0.165632,0.043089,0.135819,-0.002103,-0.989794,True,0.045754,0.898159,0.168831,0.050435,0.070175,0.004636,-0.996248
0.015,True,-0.019175,0.899412,0.165533,0.044300,0.135230,-0.002189,-0.989821,True,0.045739,0.898375,0.168701,0.051708,0.069919,0.004600,-0.996201
0.026,True,-0.019165,0.899544,0.165210,0.044794,0.135059,-0.002339,-0.989822,True,0.045751,0.898520,0.168356,0.052798,0.069815,0.004489,-0.996152
0.037,True,-0.019142,0.899618,0.165191,0.045355,0.135321,-0.002493,-0.989760,True,0.045775,0.898599,0.168318,0.053425,0.069660,0.004418,-0.996130
0.049,True,-0.019147,0.899692,0.165186,0.045895,0.135011,-0.002781,-0.989777,True,0.045772,0.898703,0.168273,0.053988,0.069355,0.004164,-0.996121
0.060,True,-0.019127,0.899796,0.164916,0.046366,0.134681,-0.003084,-0.989799,True,0.045795,0.898839,0.167959,0.055409,0.069126,0.003900,-0.996060
0.071,True,-0.019092,0.899840,0.164909,0.046236,0.134743,-0.003488,-0.989795,True,0.045831,0.898922,0.167921,0.055906,0.068905,0.003569,-0.996049
0.083,True,-0.019068,0.899855,0.164935,0.046608,0.134522,-0.003806,-0.989807,True,0.045858,0.898973,0.167918,0.056303,0.068690,0.003274,-0.996043
0.093,True,-0.019022,0.899909,0.164698,0.046869,0.134358,-0.004086,-0.989815,True,0.045905,0.899060,0.167659,0.057055,0.068660,0.003007,-0.996003
0.104,True,-0.019004,0.899915,0.164717,0.047050,0.134263,-0.004194,-0.989819,True,0.045924,0.899076,0.167665,0.057248,0.068568,0.002910,-0.995998
0.115,True,-0.018999,0.899910,0.164744,0.046758,0.134212,-0.004311,-0.989840,True,0.045929,0.899084,0.167684,0.057414,0.068513,0.002814,-0.995993
0.127,True,-0.019000,0.899931,0.164517,0.046784,0.134185,-0.004339,-0.989842,True,0.045929,0.899108,0.167454,0.058329,0.068783,0.002776,-0.995921
0.137,True,-0.018986,0.899896,0.164544,0.046671,0.134188,-0.004278,-0.989847,True,0.045942,0.899066,0.167481,0.058212,0.068785,0.002829,-0.995928
0.148,True,-0.018984,0.899852,0.164607,0.046383,0.133879,-0.004156,-0.989903,True,0.045944,0.899011,0.167541,0.058144,0.068760,0.002920,-0.995933
0.160,True,-0.018962,0.899847,0.164449,0.046323,0.133846,-0.004111,-0.989910,True,0.045966,0.899000,0.167379,0.058086,0.068728,0.002961,-0.995939
0.171,True,-0.018939,0.899808,0.164458,0.046277,0.133812,-0.004140,-0.989917,True,0.045990,0.898965,0.167383,0.058408,0.069264,0.002877,-0.995883
0.182,True,-0.018923,0.899778,0.164542,0.045608,0.133671,-0.004170,-0.989967,True,0.046006,0.898939,0.167456,0.058303,0.069184,0.002845,-0.995895
0.193,True,-0.018915,0.899786,0.164345,0.045546,0.133641,-0.004337,-0.989973,True,0.046014,0.898969,0.167255,0.058516,0.069405,0.002653,-0.995867
0.204,True,-0.018910,0.899761,0.164451,0.045361,0.133685,-0.004362,-0.989976,True,0.046019,0.898949,0.167365,0.058337,0.069450,0.002616,-0.995875
0.215,True,-0.018906,0.899734,0.164549,0.045199,0.133730,-0.004349,-0.989977,True,0.046023,0.898923,0.167472,0.058197,0.069525,0.002619,-0.995878
0.226,True,-0.018945,0.899754,0.164407,0.045058,0.133842,-0.004352,-0.989968,True,0.045984,0.898946,0.167345,0.058063,0.069640,0.002608,-0.995878
0.237,True,-0.018968,0.899737,0.164523,0.044917,0.133972,-0.004427,-0.989957,True,0.045960,0.898941,0.167477,0.058300,0.070009,0.002509,-0.995838
0.248,True,-0.018997,0.899712,0.164650,0.044797,0.134194,-0.004662,-0.989931,True,0.045931,0.898948,0.167613,0.058134,0.070099,0.002277,-0.995842
0.260,True,-0.018995,0.899712,0.164465,0.044840,0.134334,-0.004772,-0.989910,True,0.045932,0.898962,0.167447,0.058640,0.070429,0.002162,-0.995789
0.271,True,-0.019016,0.899678,0.164560,0.044805,0.134553,-0.004916,-0.989881,True,0.045910,0.898949,0.167569,0.058622,0.070653,0.002019,-0.995775
0.282,True,-0.019048,0.899667,0.164703,0.044628,0.134767,-0.005049,-0.989859,True,0.045877,0.898956,0.167737,0.058550,0.070852,0.001888,-0.995765
0.293,True,-0.019069,0.899714,0.164545,0.044847,0.134942,-0.004964,-0.989826,True,0.045855,0.898991,0.167603,0.059295,0.071257,0.001978,-0.995692
0.304,True,-0.019071,0.899736,0.164657,0.044987,0.135148,-0.004815,-0.989792,True,0.045851,0.898993,0.167743,0.059433,0.071465,0.002138,-0.995669
0.315,True,-0.019076,0.899755,0.164802,0.045052,0.135191,-0.004666,-0.989784,True,0.045845,0.898991,0.167906,0.059655,0.071588,0.002298,-0.995646
0.326,True,-0.019069,0.899824,0.164646,0.045324,0.135249,-0.004529,-0.989764,True,0.045851,0.899040,0.167760,0.059957,0.071626,0.002456,-0.995625
0.337,True,-0.019057,0.899844,0.164777,0.045528,0.135365,-0.004529,-0.989739,True,0.045863,0.899058,0.167906,0.060168,0.071746,0.002472,-0.995603
0.348,True,-0.019029,0.899870,0.164900,0.046117,0.135342,-0.004426,-0.989715,True,0.045890,0.899073,0.168043,0.060303,0.071851,0.002561,-0.995588
0.367,True,-0.018949,0.899968,0.164716,0.046341,0.135355,-0.004186,-0.989704,True,0.045969,0.899137,0.167863,0.060926,0.071744,0.002836,-0.995557
0.378,True,-0.018910,0.899973,0.164939,0.046008,0.135123,-0.004068,-0.989752,True,0.046008,0.899130,0.168091,0.060944,0.071778,0.002936,-0.995553
0.389,True,-0.018869,0.900033,0.164775,0.046113,0.134982,-0.003974,-0.989767,True,0.046050,0.899176,0.167910,0.061049,0.071638,0.003035,-0.995556
0.400,True,-0.018814,0.900035,0.164867,0.046253,0.134951,-0.003860,-0.989765,True,0.046105,0.899161,0.167998,0.061348,0.071642,0.003156,-0.995537
0.411,True,-0.018785,0.900071,0.164984,0.046269,0.134781,-0.003660,-0.989788,True,0.046134,0.899171,0.168095,0.061356,0.071469,0.003355,-0.995548
0.422,True,-0.018702,0.900148,0.164795,0.045922,0.134655,-0.003502,-0.989822,True,0.046218,0.899226,0.167898,0.061409,0.071402,0.003518,-0.995549
0.433,True,-0.018685,0.900147,0.164903,0.045906,0.134499,-0.003570,-0.989843,True,0.046236,0.899232,0.167985,0.061654,0.071405,0.003436,-0.995534
0.444,True,-0.018639,0.900152,0.164999,0.045937,0.134280,-0.003476,-0.989872,True,0.046281,0.899229,0.168085,0.061641,0.071426,0.003502,-0.995533
0.456,True,-0.018607,0.900155,0.165096,0.045919,0.134185,-0.003367,-0.989886,True,0.046314,0.899217,0.168170,0.061623,0.071331,0.003608,-0.995541
